example_idx	token_idx	token	probability	contrast_prob	contrast_prob_diff	pcxmi	kl_divergence	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_curr_attr	is_supporting_context	is_context_sensitive	is_example_correct
115	10	▁la	0.7546	0.8065	-0.0519	0.096	0.0264	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.02	4.0	0.0	0.0	0.0067	0.0144	0.0323	0.0313	0.0526	0.056	0.1654	0.0595	0.6665	0	0	1
115	11	▁même	0.9999	0.9997	0.0002	-0.0002	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0075	0.0152	0.1294	0.0	0.0767	0.1187	0.2984	0.0665	0.4397	0	0	1
115	12	▁et	0.327	0.2558	0.0712	-0.3545	0.0235	0.0273	1.0	0.0273	1.0	0.0273	2.0	0.0202	3.0	0.0191	3.0	0.0	-0.0	0.0027	0.0162	0.0297	0.0674	0.054	0.0818	0.1847	0.0865	0.593	0	0	1
115	13	▁c	0.8749	0.8154	0.0595	-0.1016	0.0262	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0184	3.0	0.0	0.0002	0.0137	0.0189	0.0412	0.0301	0.0699	0.099	0.1603	0.0744	0.5965	0	0	1
115	14	'	0.9988	0.9966	0.0022	-0.0031	0.0013	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0174	0.0192	0.0053	0.0	0.2728	0.0776	0.0783	0.0392	0.5321	0	0	1
115	15	est	0.9987	0.9986	0.0001	-0.0002	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.001	0.0258	0.0227	0.0314	0.0002	0.0617	0.063	0.1502	0.061	0.6641	0	0	1
115	16	▁ce	0.6078	0.6747	-0.0669	0.1507	0.0448	0.0	1.0	0.0	1.0	0.0	1.0	0.0004	2.0	0.0377	5.0	0.0	0.0	0.0184	0.0225	0.0644	0.0035	0.1029	0.1064	0.2283	0.088	0.4745	0	0	1
115	17	▁que	0.9736	0.9772	-0.0036	0.0053	0.0028	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0312	0.0222	0.0377	0.0044	0.1246	0.1044	0.2472	0.0976	0.4262	0	0	1
115	18	▁je	0.8744	0.8898	-0.0154	0.0252	0.0017	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0013	2.0	0.0	0.0	0.0202	0.0227	0.0608	0.0044	0.1261	0.1048	0.2881	0.0885	0.3925	0	0	1
115	19	▁test	0.9179	0.8037	0.1142	-0.1918	0.0565	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0317	1.0	0.0	0.0	0.0136	0.0276	0.0426	0.082	0.0943	0.0754	0.2714	0.0689	0.4901	0	0	1
115	20	e	0.9925	0.994	-0.0015	0.0022	0.0008	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0098	0.0329	0.0561	0.0017	0.0402	0.0302	0.0938	0.0299	0.8058	0	0	1
115	21	.	0.6737	0.6922	-0.0185	0.039	0.0319	0.0	1.0	0.0	1.0	0.0	1.0	0.0054	2.0	0.0213	4.0	0.0	0.0002	0.028	0.051	0.062	0.052	0.075	0.0823	0.1555	0.0658	0.6215	0	0	1
115	22	</s>	0.3834	0.6527	-0.2693	0.7675	0.1831	0.2064	1.0	0.2064	1.0	0.2064	2.0	0.2064	2.0	0.1963	5.0	0.0	0.0267	0.0137	0.0211	0.0292	0.0864	0.0491	0.1086	0.1098	0.0547	0.6777	0	0	1
116	0	▁S	0.9194	0.9311	-0.0118	0.0183	0.0072	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0005	0.0003	0.0006	0.0022	0.3264	0.2006	0.4307	0.0423	0.0	0	0	0
116	1	'	0.9969	0.9883	0.0086	-0.0125	0.007	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.011	0.0228	0.0421	0.0012	0.5341	0.1335	0.1487	0.0481	0.1357	0	0	0
116	2	ils	0.9929	0.995	-0.0021	0.003	0.0014	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0003	0.0151	0.0218	0.0247	0.0271	0.157	0.1231	0.2093	0.0287	0.4819	0	1	0
116	3	▁aiment	0.9056	0.8478	0.0578	-0.0951	0.0342	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.032	1.0	0.0	0.0	0.0175	0.0236	0.0296	0.0429	0.1561	0.1905	0.4415	0.0246	0.1873	0	0	0
116	4	▁son	0.8752	0.85	0.0251	-0.0421	0.0438	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0069	2.0	0.0	0.0023	0.0116	0.0222	0.0276	0.0986	0.1473	0.067	0.5618	0.0199	0.204	0	0	0
116	5	▁territoire	0.9457	0.9557	-0.01	0.0152	0.0028	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0085	0.0251	0.0195	0.0699	0.1622	0.0541	0.5684	0.029	0.1864	0	0	0
116	6	,	0.9738	0.9614	0.0124	-0.0185	0.0031	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0004	0.0134	0.0195	0.0369	0.0003	0.0962	0.1385	0.1507	0.0227	0.5919	0	0	0
116	7	▁ils	0.9662	0.9766	-0.0104	0.0154	0.0053	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0015	0.0075	0.0105	0.011	0.1671	0.152	0.1142	0.3114	0.0451	0.3772	0	0	0
116	8	▁pourraient	0.3074	0.329	-0.0216	0.0981	0.0695	0.0	1.0	0.0	1.0	0.0183	3.0	0.0165	5.0	0.0607	9.0	0.0	0.0001	0.0086	0.0184	0.0182	0.0528	0.1174	0.0815	0.2996	0.0303	0.4712	0	0	0
116	9	▁y	0.5814	0.5944	-0.013	0.0319	0.1016	0.0	1.0	0.0	1.0	0.0	1.0	0.0102	2.0	0.102	4.0	0.0	0.0006	0.0072	0.0105	0.0087	0.0218	0.0877	0.061	0.1887	0.0295	0.6332	0	0	0
116	10	▁rester	0.9711	0.9718	-0.0007	0.0011	0.0041	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0017	0.0069	0.0143	0.0091	0.114	0.0605	0.3619	0.0332	0.4303	0	0	0
116	11	▁un	0.715	0.6827	0.0323	-0.0668	0.0119	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0089	3.0	0.0	0.0001	0.0098	0.0126	0.022	0.0286	0.0871	0.0762	0.3609	0.0474	0.4283	0	0	0
116	12	▁moment	0.7829	0.755	0.028	-0.0525	0.0081	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0037	3.0	0.0	0.0	0.0067	0.0076	0.0404	0.0186	0.0873	0.0464	0.3541	0.0381	0.4741	0	0	0
116	13	.	0.9839	0.9822	0.0017	-0.0026	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0012	0.0104	0.024	0.0002	0.0819	0.0648	0.1333	0.0317	0.6883	0	0	0
116	14	</s>	0.9978	0.9978	-0.0	0.0001	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0097	0.0106	0.0099	0.001	0.0001	0.092	0.0634	0.111	0.02	0.7137	0	0	0
117	0	▁Apparemment	0.9271	0.9284	-0.0013	0.0021	0.0155	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0006	0.0003	0.0012	0.0037	0.0952	0.1172	0.7693	0.0183	0.0	0	0	1
117	1	,	0.766	0.7434	0.0226	-0.0432	0.3097	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.3074	3.0	0.0	0.0055	0.0189	0.0203	0.0271	0.002	0.1135	0.0744	0.3117	0.0186	0.4818	0	0	1
117	2	▁il	0.5307	0.98	-0.4493	0.8849	1.7662	0.0	1.0	0.0	1.0	0.0	1.0	1.8021	2.0	1.8021	2.0	0.0	0.0041	0.0156	0.0225	0.0698	1.3778	0.2459	0.1232	0.3557	0.021	0.2541	0	1	1
117	3	▁a	0.7853	0.8675	-0.0821	0.1435	0.0486	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0404	3.0	0.0	0.0015	0.0154	0.0324	0.0333	0.0019	0.0636	0.1054	0.6104	0.0165	0.204	0	0	1
117	4	▁aussi	0.5342	0.5609	-0.0268	0.0705	0.0365	0.0	1.0	0.0	1.0	0.0	1.0	0.0025	2.0	0.0357	3.0	0.0	0.0007	0.0106	0.0166	0.0437	0.0533	0.1133	0.0824	0.4687	0.021	0.3147	0	0	1
117	5	▁tué	0.9935	0.9964	-0.0029	0.0042	0.0016	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0345	0.0207	0.0416	0.0181	0.1201	0.0903	0.4794	0.0205	0.2896	0	0	1
117	6	▁leurs	0.8285	0.7577	0.0708	-0.1289	0.0194	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0175	2.0	0.0	0.0007	0.0125	0.0247	0.032	0.0301	0.0955	0.1294	0.3949	0.017	0.3632	0	0	1
117	7	▁homologues	0.8733	0.9043	-0.0309	0.0502	0.0279	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0028	3.0	0.0	0.0	0.0051	0.0127	0.0235	0.0154	0.0684	0.0333	0.6915	0.0154	0.1915	0	0	1
117	8	▁de	0.9691	0.9395	0.0296	-0.0448	0.0106	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0021	0.0075	0.0123	0.0304	0.001	0.0449	0.0387	0.2052	0.0183	0.6929	0	0	1
117	9	▁l	0.9977	0.9964	0.0012	-0.0017	0.0006	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0015	0.0075	0.0141	0.0262	0.0005	0.0855	0.0406	0.2805	0.0354	0.5581	0	0	1
117	10	'	0.996	0.995	0.0009	-0.0014	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0054	0.0045	0.0045	0.0004	0.2144	0.1092	0.1747	0.0184	0.4834	0	0	1
117	11	autre	0.9984	0.9981	0.0003	-0.0004	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0075	0.0078	0.0103	0.0172	0.0001	0.0687	0.042	0.2146	0.021	0.6538	0	0	1
117	12	▁côté	0.8127	0.5099	0.3028	-0.6724	0.235	0.0	1.0	0.0	1.0	0.0	1.0	0.2419	1.0	0.2419	2.0	0.0	0.0001	0.0108	0.0135	0.0117	0.0087	0.1036	0.0466	0.2291	0.0313	0.5895	0	0	1
117	13	.	0.9877	0.9829	0.0048	-0.007	0.0014	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0044	0.0168	0.022	0.0074	0.043	0.0603	0.1602	0.0209	0.7156	0	0	1
117	14	</s>	0.9977	0.9972	0.0005	-0.0007	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0016	0.0295	0.0419	0.0031	0.0	0.0488	0.0786	0.2323	0.0167	0.6235	0	0	1
118	0	▁Mais	0.8027	0.8156	-0.0129	0.023	0.0152	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0001	0.0009	0.0004	0.0006	0.0031	0.3194	0.2148	0.4131	0.0527	0.0	0	0	1
118	1	▁elles	0.9103	0.9261	-0.0158	0.0248	0.0484	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0006	0.0125	0.0154	0.0097	0.0921	0.2202	0.1338	0.5397	0.0609	0.0454	0	1	1
118	2	▁ne	0.893	0.8919	0.0011	-0.0017	0.015	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0011	2.0	0.0	0.0	0.0432	0.026	0.0787	0.0039	0.1958	0.1381	0.4441	0.0409	0.1811	0	0	1
118	3	▁le	0.2533	0.6111	-0.3578	1.2706	0.3437	0.2205	1.0	0.2205	1.0	0.2205	2.0	0.2205	2.0	0.3427	4.0	0.0	0.0	0.0054	0.0105	0.0184	0.1264	0.2478	0.1541	0.3868	0.0448	0.1665	0	0	1
118	4	▁seront	0.909	0.919	-0.01	0.0157	0.0211	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0063	0.0116	0.0229	0.1111	0.1914	0.0823	0.4413	0.0404	0.2445	0	0	1
118	5	▁pas	0.8781	0.8766	0.0014	-0.0023	0.004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0009	2.0	0.0	0.0009	0.0077	0.0152	0.1587	0.0001	0.1227	0.1113	0.3612	0.0485	0.3564	0	0	1
118	6	.	0.945	0.9488	-0.0038	0.0058	0.005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0059	0.0155	0.196	0.0075	0.1797	0.0917	0.2571	0.0529	0.4186	0	0	1
118	7	</s>	0.9953	0.9967	-0.0013	0.0019	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0015	0.0114	0.0144	0.0011	0.0	0.141	0.0848	0.2509	0.0416	0.4817	0	0	1
119	0	▁Si	0.6913	0.7357	-0.0444	0.0898	0.0188	0.0	1.0	0.0	1.0	0.0	1.0	0.0117	2.0	0.0117	2.0	0.0	0.0	0.0001	0.0001	0.0003	0.0011	0.2198	0.1806	0.5656	0.0341	0.0	0	0	0
119	1	,	0.8045	0.4361	0.3685	-0.8836	0.5205	0.0	1.0	0.0	1.0	0.5111	1.0	0.5111	1.0	0.4975	4.0	0.0	0.0	0.0259	0.0305	0.1161	0.16	0.1055	0.1134	0.4633	0.0203	0.2975	0	0	0
119	2	▁et	0.8582	0.7915	0.0667	-0.1168	0.0261	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0116	2.0	0.0	0.0059	0.0134	0.0355	0.0706	0.0008	0.1379	0.076	0.4696	0.0188	0.2977	0	0	0
119	3	▁si	0.7039	0.4858	0.2181	-0.5351	0.1306	0.0	1.0	0.0	1.0	0.0808	1.0	0.0808	1.0	0.1241	5.0	0.0	0.0047	0.0242	0.0389	0.0578	0.0119	0.0925	0.1477	0.3994	0.0292	0.3312	0	0	0
119	4	▁j	0.9614	0.899	0.0624	-0.0968	0.0415	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0323	1.0	0.0	0.0	0.0282	0.0342	0.0573	0.0226	0.1435	0.1285	0.4003	0.0204	0.3074	0	0	0
119	5	'	0.997	0.9957	0.0013	-0.0019	0.0005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0078	0.0268	0.0039	0.0	0.2791	0.0708	0.2036	0.0232	0.4233	0	0	0
119	6	avais	0.9937	0.9911	0.0026	-0.0038	0.0009	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0176	0.0253	0.0437	0.0746	0.0203	0.0677	0.0627	0.386	0.0136	0.4701	0	0	0
119	7	▁su	0.9967	0.9866	0.0101	-0.0147	0.0058	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0064	0.0278	0.0329	0.0944	0.0869	0.093	0.087	0.5276	0.0172	0.2752	0	0	0
119	8	▁qu	0.9381	0.9711	-0.033	0.0498	0.0226	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0039	0.0546	0.0337	0.527	0.0559	0.0373	0.563	0.0127	0.331	0	0	0
119	9	'	0.9987	0.9986	0.0001	-0.0001	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0193	0.0382	0.0008	0.0	0.15	0.051	0.2159	0.0118	0.5714	0	0	0
119	10	elle	0.7193	0.8269	-0.1076	0.2012	0.0376	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0334	2.0	0.0	0.007	0.0256	0.0449	0.0594	0.0513	0.6478	0.0813	0.1057	0.023	0.1423	0	1	0
119	11	▁appartenait	0.874	0.9074	-0.0334	0.0541	0.0351	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0232	2.0	0.0	0.0011	0.0226	0.0311	0.0189	0.0612	0.0627	0.0774	0.4675	0.0232	0.3691	0	0	0
119	12	▁à	0.9746	0.9773	-0.0027	0.004	0.0014	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0012	0.0259	0.0336	0.0033	0.0002	0.0917	0.0531	0.3476	0.0209	0.4867	0	0	0
119	13	▁N	0.8956	0.6681	0.2276	-0.4229	0.1455	0.0	1.0	0.0	1.0	0.0	1.0	0.1078	1.0	0.1288	2.0	0.0	0.0001	0.0202	0.0296	0.0195	0.009	0.1676	0.0255	0.4924	0.0237	0.2907	0	0	0
119	14	asse	0.9998	0.9997	0.0001	-0.0002	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0795	0.0217	0.0282	0.0569	0.1507	0.028	0.5727	0.0196	0.2291	0	0	0
119	15	▁House	0.9858	0.9912	-0.0055	0.008	0.008	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0032	0.0291	0.0797	0.2288	0.1383	0.0207	0.2772	0.0174	0.5464	0	0	0
119	16	,	0.9358	0.9139	0.0219	-0.0342	0.0067	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0562	0.0396	0.0222	0.0001	0.059	0.0515	0.1458	0.0188	0.7249	0	0	0
119	17	▁j	0.8587	0.8474	0.0113	-0.0191	0.0068	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0002	2.0	0.0	0.0026	0.0188	0.0292	0.0427	0.0072	0.0562	0.0644	0.2156	0.0151	0.6486	0	0	0
119	18	'	0.9979	0.9976	0.0004	-0.0005	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0092	0.021	0.0025	0.0	0.1144	0.0423	0.1323	0.0109	0.7001	0	0	0
119	19	aurais	0.983	0.9811	0.0019	-0.0028	0.0014	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0026	0.0247	0.0271	0.0309	0.2161	0.0892	0.0611	0.3429	0.0275	0.4792	0	0	0
119	20	▁dû	0.9803	0.9799	0.0004	-0.0006	0.0009	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0012	0.0155	0.0269	0.0267	0.0498	0.0625	0.061	0.2212	0.0156	0.6397	0	0	0
119	21	▁venir	0.5134	0.7735	-0.2601	0.5913	0.3429	0.0	1.0	0.0	1.0	0.0	1.0	0.4093	2.0	0.349	4.0	0.0	0.0	0.0358	0.0315	0.0973	0.0863	0.1127	0.0434	0.3815	0.0188	0.4436	0	0	0
119	22	▁à	0.3975	0.4539	-0.0564	0.1913	0.129	0.0	1.0	0.0	1.0	0.038	2.0	0.0644	2.0	0.1133	7.0	0.0	0.0	0.0261	0.0358	0.0384	0.171	0.1102	0.0422	0.5099	0.0269	0.3108	0	0	0
119	23	▁terre	0.9823	0.961	0.0214	-0.0317	0.0109	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0192	0.0317	0.0584	0.0141	0.122	0.03	0.5482	0.0243	0.2755	0	0	0
119	24	,	0.6263	0.7307	-0.1044	0.2224	0.0426	0.0	1.0	0.0	1.0	0.0	1.0	0.0229	2.0	0.0293	4.0	0.0	0.0	0.0362	0.0464	0.0335	0.0622	0.0915	0.0393	0.1993	0.0121	0.6578	0	0	0
119	25	▁mais	0.984	0.9899	-0.0059	0.0087	0.0033	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0019	0.0118	0.0226	0.0291	0.0028	0.0468	0.0381	0.1319	0.0421	0.7411	0	0	0
119	26	▁je	0.7046	0.6562	0.0484	-0.1027	0.0304	0.0	1.0	0.0	1.0	0.0	1.0	0.0193	1.0	0.0264	4.0	0.0	0.0	0.0117	0.0153	0.1261	0.096	0.0909	0.061	0.1995	0.0276	0.6209	0	0	0
119	27	▁ne	0.5723	0.5169	0.0554	-0.1469	0.0088	0.0	1.0	0.0	1.0	0.0	1.0	0.0047	2.0	0.0047	2.0	0.0	0.0	0.011	0.0165	0.0076	0.0004	0.0652	0.0598	0.2108	0.0249	0.6393	0	0	0
119	28	▁l	0.8632	0.8919	-0.0287	0.0472	0.0067	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0037	2.0	0.0	0.0	0.0071	0.0135	0.0266	0.005	0.0723	0.0297	0.1644	0.0174	0.7162	0	0	0
119	29	'	0.9985	0.9979	0.0006	-0.0009	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0156	0.0149	0.0006	0.0	0.1062	0.0236	0.0931	0.0121	0.765	0	0	0
119	30	ai	0.8014	0.8111	-0.0097	0.0174	0.0323	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.031	2.0	0.0	0.0011	0.0155	0.0198	0.0209	0.0085	0.0513	0.0368	0.1802	0.0236	0.708	0	0	0
119	31	▁pas	0.9892	0.9844	0.0048	-0.007	0.0015	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0086	0.0164	0.001	0.0	0.0393	0.0239	0.1315	0.0178	0.7876	0	0	0
119	32	▁fait	0.9291	0.8317	0.0975	-0.1599	0.0551	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0443	1.0	0.0	0.0	0.0112	0.0208	0.0466	0.015	0.0441	0.0294	0.1493	0.0177	0.7596	0	0	0
119	33	.	0.9782	0.9853	-0.0071	0.0104	0.002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0094	0.0198	0.0442	0.0004	0.0332	0.0201	0.0845	0.0264	0.8357	0	0	0
119	34	</s>	0.9957	0.9955	0.0001	-0.0002	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0079	0.0085	0.0065	0.0088	0.0004	0.0407	0.0448	0.0747	0.0177	0.8221	0	0	0
120	0	▁Ils	0.1483	0.2356	-0.0872	0.6672	0.0809	0.0	1.0	0.0	1.0	0.0	1.0	0.0418	1.0	0.0766	2.0	0.0	0.0001	0.0006	0.0001	0.0013	0.0051	0.1693	0.2582	0.5005	0.072	0.0	0	1	0
120	1	▁vont	0.7177	0.6879	0.0297	-0.0611	0.0403	0.0	1.0	0.0	1.0	0.0	1.0	0.0009	1.0	0.0352	8.0	0.0	0.0538	0.0131	0.0141	0.0117	0.0299	0.1345	0.2268	0.3931	0.0567	0.1889	0	0	0
120	2	▁acheter	0.9058	0.8763	0.0295	-0.0478	0.0132	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0016	1.0	0.0	0.0001	0.0073	0.0283	0.0377	0.0576	0.0976	0.1685	0.3787	0.0543	0.3009	0	0	0
120	3	▁combien	0.9627	0.9396	0.0231	-0.0351	0.0126	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0098	0.0129	0.0195	0.1043	0.0769	0.142	0.3535	0.0462	0.3815	0	0	0
120	4	▁de	0.8846	0.8393	0.0453	-0.0758	0.0105	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0064	2.0	0.0	0.0	0.0018	0.0133	0.0233	0.0696	0.0422	0.1206	0.2139	0.0306	0.5926	0	0	0
120	5	▁billets	0.9148	0.8163	0.0985	-0.1644	0.0399	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.036	1.0	0.0	0.0064	0.0083	0.0125	0.0128	0.0921	0.0796	0.0676	0.4305	0.0315	0.3908	0	0	0
120	6	?	0.2454	0.3035	-0.0581	0.3065	0.0092	0.0	1.0	0.0	1.0	0.0	1.0	0.0085	1.0	0.0085	2.0	0.0	0.0001	0.0064	0.012	0.0778	0.0002	0.0449	0.0705	0.1645	0.0362	0.6839	0	0	0
120	7	</s>	0.99	0.9912	-0.0012	0.0018	0.0013	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0098	0.0086	0.0025	0.0005	0.0512	0.1923	0.1419	0.025	0.5897	0	0	0
121	0	▁Parce	0.7044	0.7605	-0.056	0.1105	0.3672	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.3714	3.0	0.0	0.0	0.0005	0.0006	0.0012	0.011	0.2068	0.1897	0.5561	0.0474	0.0	0	0	1
121	1	▁qu	0.9625	0.9588	0.0036	-0.0055	0.0045	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0134	0.042	0.024	0.0135	0.0669	0.1006	0.3797	0.0329	0.4199	0	0	1
121	2	'	0.9983	0.9978	0.0005	-0.0008	0.0016	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0294	0.0311	0.0022	0.0024	0.3068	0.1924	0.1783	0.037	0.2855	0	0	1
121	3	elles	0.3262	0.9679	-0.6417	1.5692	3.2053	3.2434	1.0	3.2434	1.0	3.2434	1.0	3.2434	2.0	3.2434	2.0	0.0	0.0101	0.0215	0.0207	0.0117	3.233	0.0886	0.0577	0.5524	0.0556	0.2457	0	1	1
121	4	▁vont	0.9319	0.9015	0.0303	-0.0477	0.0266	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0015	0.0146	0.0695	0.0444	0.0433	0.1039	0.0882	0.5452	0.0463	0.2164	0	0	1
121	5	▁mourir	0.5871	0.8335	-0.2464	0.5056	0.1992	0.0	1.0	0.0	1.0	0.0	1.0	0.1972	2.0	0.1972	2.0	0.0	0.0001	0.0073	0.0133	0.0189	0.0629	0.084	0.0653	0.5427	0.0461	0.2619	0	0	1
121	6	▁bientôt	0.853	0.8966	-0.0437	0.072	0.0161	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0052	3.0	0.0	0.0004	0.006	0.0101	0.0123	0.0448	0.0524	0.051	0.4052	0.0403	0.4511	0	0	1
121	7	▁de	0.3534	0.3521	0.0013	-0.0055	0.0187	0.0	1.0	0.0	1.0	0.0004	2.0	0.0004	2.0	0.0004	3.0	0.0	0.0	0.0065	0.0273	0.0322	0.0469	0.0612	0.0507	0.3716	0.0345	0.482	0	0	1
121	8	▁toute	0.973	0.9681	0.0049	-0.0073	0.0005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0011	0.0083	0.014	0.0171	0.001	0.0648	0.0396	0.4304	0.0466	0.4185	0	0	1
