example_idx	token_idx	side	target_cst_idx	token	saliency_contrast_prob_diff	saliency_kl_divergence	attention_base	input_x_gradient_contrast_prob_diff	input_x_gradient_kl_divergence	is_supporting_context	is_example_correct
96	45	S	4	▁two	0.0013	0.0104	0.0042	0.0	0.0002	0	1
96	46	S	4	▁girls	0.0028	0.0406	0.0065	0.0001	0.0015	1	1
96	47	S	4	?	0.0029	0.0123	0.0186	-0.0003	0.002	0	1
97	0	S	10	▁Six	0.1081	0.5921	0.0001	0.0039	0.0206	0	1
97	1	S	10	,	0.0919	0.5051	0.0001	-0.0019	-0.0111	0	1
97	2	S	10	▁except	0.1769	0.9734	0.0001	0.0009	0.0034	0	1
97	3	S	10	.	0.1334	0.7323	0.0001	0.0107	0.0584	0	1
97	4	S	10	▁Seven	0.234	1.2856	0.0001	-0.0151	-0.0832	0	1
97	5	S	10	...	0.1686	0.9167	0.0002	0.0235	0.1266	0	1
97	6	S	10	▁a	0.0788	0.4335	0.0001	-0.0018	-0.0101	0	1
97	7	S	10	▁human	0.4313	2.3807	0.0003	-0.0318	-0.1718	0	1
97	8	S	10	▁body	0.353	1.9418	0.0005	0.0089	0.05	0	1
97	9	S	10	▁is	0.1742	0.9597	0.0002	-0.0239	-0.1323	0	1
97	10	S	10	▁not	0.1737	0.9556	0.0001	-0.0215	-0.1191	0	1
97	11	S	10	▁like	0.1174	0.6454	0.0001	-0.0143	-0.0783	0	1
97	12	S	10	▁a	0.0742	0.4079	0.0001	0.0058	0.0321	0	1
97	13	S	10	▁cross	0.1539	0.8474	0.0001	-0.0195	-0.1072	0	1
97	14	S	10	tie	0.1614	0.8883	0.0001	-0.001	-0.0064	0	1
97	15	S	10	.	0.2006	1.1024	0.0001	0.0172	0.0937	0	1
97	16	S	10	▁Eight	0.4032	2.2174	0.0001	-0.037	-0.202	0	1
97	17	S	10	,	0.1089	0.5991	0.0001	0.0041	0.022	0	1
97	18	S	10	▁animal	0.1381	0.7601	0.0002	0.0025	0.0139	0	1
97	19	S	10	▁magnet	0.4071	2.243	0.0004	0.0026	0.0139	0	1
97	20	S	10	ism	0.2343	1.2907	0.0001	-0.0121	-0.067	0	1
97	21	S	10	.	0.2137	1.176	0.0001	0.0312	0.1711	0	1
97	22	S	10	▁Nine	0.5888	3.238	0.0001	-0.0569	-0.3122	0	1
97	23	S	10	,	0.128	0.705	0.0001	0.002	0.0102	0	1
97	24	S	10	▁the	0.424	2.3358	0.0001	-0.0226	-0.1257	0	1
97	25	S	10	▁animal	0.1425	0.7846	0.0004	0.0064	0.0358	0	1
97	26	S	10	▁magnet	0.4678	2.5766	0.0005	-0.0099	-0.0551	0	1
97	27	S	10	ism	0.2605	1.4348	0.0001	-0.0312	-0.1723	0	1
97	28	S	10	▁of	0.2789	1.5354	0.0002	0.014	0.0754	0	1
97	29	S	10	▁a	0.0948	0.5221	0.0002	0.0064	0.0353	0	1
97	30	S	10	▁human	0.326	1.7998	0.0006	-0.0358	-0.196	0	1
97	31	S	10	▁body	0.3446	1.8956	0.0005	-0.0117	-0.0636	0	1
97	32	S	10	...	0.1344	0.7393	0.0002	0.0323	0.1772	0	1
97	33	S	10	▁makes	0.1442	0.791	0.0001	0.0014	0.0078	0	1
97	34	S	10	▁the	0.3669	2.0191	0.0001	-0.0058	-0.0329	0	1
97	35	S	10	▁stress	0.1887	1.0371	0.0003	-0.0141	-0.0771	0	1
97	36	S	10	▁come	0.111	0.6104	0.0001	0.0019	0.0104	0	1
97	37	S	10	▁s	0.1108	0.6103	0.0003	0.0024	0.0132	0	1
97	38	S	10	lant	0.2059	1.1339	0.0003	0.0035	0.0204	0	1
97	39	S	10	ing	0.1034	0.5686	0.0001	0.0233	0.1279	0	1
97	40	S	10	...	0.19	1.0437	0.0003	0.0527	0.2893	0	1
97	41	S	10	▁so	0.2148	1.1816	0.0002	0.0275	0.1511	0	1
97	42	S	10	▁a	0.2971	1.6349	0.0003	0.0034	0.0193	0	1
97	43	S	10	▁co	0.9776	5.376	0.001	0.0019	0.011	0	1
97	44	S	10	ffin	2.8874	15.8746	0.0005	-0.1997	-1.0997	0	1
97	45	S	10	▁is	0.4496	2.4726	0.0011	0.0289	0.1576	0	1
97	46	S	10	▁built	0.5279	2.9112	0.0008	0.0163	0.0899	0	1
97	47	S	10	▁on	0.331	1.8218	0.0002	-0.0167	-0.0914	0	1
97	48	S	10	▁the	0.46	2.5293	0.0002	-0.0609	-0.3332	0	1
97	49	S	10	▁be	0.2415	1.3287	0.0004	-0.0029	-0.0157	0	1
97	50	S	10	vel	0.246	1.3532	0.0004	-0.0129	-0.0708	0	1
97	51	S	10	.	0.4044	2.2302	0.0003	0.0201	0.1115	0	1
97	52	S	10	▁Ten	0.1575	0.8664	0.0003	-0.0222	-0.1218	0	1
97	53	S	10	,	0.1702	0.9371	0.0003	0.021	0.116	0	1
97	54	S	10	▁if	0.1428	0.7867	0.0006	0.0201	0.1116	0	1
97	55	S	10	▁you	0.0965	0.5297	0.001	0.018	0.0987	0	1
97	56	S	10	▁look	0.1266	0.6961	0.0004	-0.0144	-0.0796	0	1
97	57	S	10	▁at	0.1214	0.6695	0.0002	0.0009	0.0047	0	1
97	58	S	10	▁an	0.0922	0.5073	0.0007	0.0058	0.0316	0	1
97	59	S	10	▁old	0.2532	1.393	0.0013	0.0011	0.0053	0	1
97	60	S	10	▁grave	0.4608	2.5427	0.0008	0.0167	0.092	0	1
97	61	S	10	▁site	0.6351	3.5034	0.0015	0.0365	0.2008	0	1
97	62	S	10	...	0.2584	1.4201	0.0034	-0.0346	-0.1898	0	1
97	63	S	10	▁you	0.232	1.278	0.0023	-0.0212	-0.1158	0	1
97	64	S	10	'	0.1658	0.9128	0.0007	-0.0337	-0.1859	0	1
97	65	S	10	ll	0.2336	1.2869	0.0007	-0.0008	-0.0052	0	1
97	66	S	10	▁see	0.563	3.0989	0.0014	-0.0152	-0.0833	0	1
97	67	S	10	▁where	0.4353	2.3966	0.0019	-0.0302	-0.1662	0	1
97	68	S	10	▁the	1.0322	5.6857	0.001	-0.0762	-0.4202	0	1
97	69	S	10	▁earth	3.0946	17.0397	0.0023	0.0086	0.0457	1	1
97	70	S	10	▁is	0.5862	3.2326	0.0016	-0.1003	-0.5549	0	1
97	71	S	10	▁suck	0.6592	3.6332	0.001	-0.01	-0.0541	0	1
97	72	S	10	ed	0.4298	2.3678	0.0003	-0.0712	-0.3934	0	1
97	73	S	10	▁towards	0.7479	4.1142	0.0005	0.0008	0.0033	0	1
97	74	S	10	▁the	0.4079	2.2463	0.0006	0.0205	0.1134	0	1
97	75	S	10	▁be	0.2569	1.4122	0.0008	0.0053	0.029	0	1
97	76	S	10	vel	0.4889	2.6925	0.0004	0.0276	0.1521	0	1
97	77	S	10	.	0.4702	2.5879	0.0019	-0.009	-0.0471	0	1
98	0	S	2	▁Hand	0.0116	0.0387	0.0023	-0.0004	-0.0011	0	1
98	1	S	2	▁me	0.0143	0.0529	0.0005	0.001	0.0041	0	1
98	2	S	2	▁that	0.0358	0.13	0.0004	0.0026	0.0096	0	1
98	3	S	2	▁ball	0.095	0.3475	0.0031	0.0035	0.0122	1	1
98	4	S	2	.	0.0226	0.0831	0.0004	0.0025	0.0087	0	1
98	5	S	2	▁I	0.0076	0.0277	0.0005	0.0006	0.0027	0	1
98	6	S	2	▁haven	0.0133	0.0479	0.0003	0.0019	0.0073	0	1
98	7	S	2	'	0.0042	0.0154	0.0004	0.0004	0.0014	0	1
98	8	S	2	t	0.0036	0.0129	0.0004	0.0006	0.0021	0	1
98	9	S	2	▁touched	0.0206	0.0745	0.0004	-0.0002	-0.0008	0	1
98	10	S	2	▁it	0.0033	0.0117	0.001	-0.0003	-0.0011	0	1
98	11	S	2	▁in	0.0037	0.0133	0.0002	0.0002	0.0004	0	1
98	12	S	2	▁a	0.0031	0.0115	0.0002	-0.0001	-0.0005	0	1
98	13	S	2	▁long	0.003	0.0108	0.0002	0.0005	0.0015	0	1
98	14	S	2	▁time	0.0049	0.0189	0.0003	0.0003	0.0014	0	1
98	15	S	2	.	0.005	0.0175	0.0002	0.0001	0.0001	0	1
98	16	S	2	▁Sure	0.0105	0.0358	0.0005	-0.0002	-0.0008	0	1
98	17	S	2	!	0.0044	0.0155	0.0005	0.0004	0.0012	0	1
98	18	S	2	▁Just	0.005	0.0163	0.0006	0.0	0.0002	0	1
98	19	S	2	▁let	0.0065	0.0239	0.0008	-0.0008	-0.0034	0	1
98	20	S	2	▁me	0.005	0.017	0.001	-0.0005	-0.0015	0	1
98	21	S	2	,	0.0033	0.0109	0.0005	-0.0002	-0.0006	0	1
98	22	S	2	▁uh	0.0149	0.0528	0.0008	0.0003	0.001	0	1
98	23	S	2	,	0.0036	0.0119	0.0005	-0.0002	-0.0006	0	1
98	24	S	2	▁get	0.0066	0.0231	0.0018	0.0002	0.0003	0	1
98	25	S	2	▁it	0.0047	0.0163	0.0057	-0.0002	-0.0009	1	1
98	26	S	2	▁out	0.0101	0.0366	0.0009	-0.0012	-0.0044	0	1
98	27	S	2	▁of	0.0079	0.0267	0.0005	-0.0003	-0.0007	0	1
98	28	S	2	▁the	0.0126	0.0431	0.0005	0.0015	0.0054	0	1
98	29	S	2	▁case	0.0177	0.0634	0.0021	0.0002	0.0015	0	1
98	30	S	2	▁here	0.008	0.0276	0.0022	-0.0006	-0.0023	0	1
98	31	S	2	.	0.0079	0.0238	0.0009	-0.001	-0.0023	0	1
98	32	S	2	▁Boy	0.0235	0.0698	0.0088	0.0003	0.0015	0	1
98	33	S	2	,	0.0098	0.0316	0.0023	-0.0011	-0.0024	0	1
98	34	S	2	▁that	0.0071	0.0219	0.0081	0.0003	0.0004	1	1
98	35	S	2	▁is	0.0063	0.0235	0.0048	0.0004	0.0015	0	1
98	36	S	2	▁really	0.0077	0.0259	0.0071	-0.0002	-0.0001	0	1
98	37	S	2	▁in	0.0074	0.0337	0.0073	0.0	0.0003	0	1
98	38	S	2	▁there	0.0074	0.0257	0.0074	-0.0011	-0.0041	0	1
98	39	S	2	.	0.0082	0.0299	0.0026	-0.0007	-0.0032	0	1
99	0	S	7	▁She	0.0386	0.1502	0.0004	-0.0036	-0.0175	0	1
99	1	S	7	▁got	0.0637	0.2512	0.0001	-0.0067	-0.0253	0	1
99	2	S	7	▁pregnant	0.5972	2.2443	0.0003	0.0168	0.0667	0	1
99	3	S	7	▁in	0.0523	0.1884	0.0005	-0.0078	-0.028	0	1
99	4	S	7	▁'	0.0772	0.2928	0.0006	0.011	0.0601	0	1
99	5	S	7	96	0.0896	0.3023	0.0005	0.003	0.0056	0	1
99	6	S	7	.	0.0715	0.2611	0.0002	-0.0079	-0.0237	0	1
99	7	S	7	▁Who	0.1284	0.4613	0.0007	-0.0263	-0.078	0	1
99	8	S	7	▁was	0.0602	0.2547	0.0004	-0.0068	-0.0267	0	1
99	9	S	7	▁she	0.0392	0.1433	0.0003	0.0014	0.0027	0	1
99	10	S	7	?	0.0643	0.2369	0.0007	-0.0097	-0.0276	0	1
99	11	S	7	▁Where	0.0995	0.3757	0.0018	-0.0	0.006	0	1
99	12	S	7	▁did	0.0494	0.2122	0.0002	-0.0055	-0.0255	0	1
99	13	S	7	▁she	0.0333	0.1255	0.0003	-0.0023	-0.0125	0	1
99	14	S	7	▁work	0.0583	0.2137	0.0005	-0.0	0.004	0	1
99	15	S	7	?	0.0972	0.3391	0.0007	-0.0166	-0.0412	0	1
99	16	S	7	▁She	0.0764	0.2537	0.0009	0.0031	0.0014	0	1
99	17	S	7	▁must	0.0555	0.1974	0.0011	-0.0007	-0.0035	0	1
99	18	S	7	▁have	0.0418	0.148	0.0004	-0.0077	-0.0204	0	1
99	19	S	7	▁talked	0.1664	0.6472	0.0004	-0.0143	-0.0583	0	1
99	20	S	7	▁to	0.1178	0.449	0.0008	-0.0087	-0.0334	0	1
99	21	S	7	▁someone	0.2899	0.9766	0.0029	-0.0199	-0.0703	0	1
99	22	S	7	.	0.1368	0.4746	0.0005	-0.0267	-0.0845	0	1
99	23	S	7	▁I	0.1381	0.4933	0.0012	0.0125	0.043	0	1
99	24	S	7	▁brought	0.409	1.5085	0.0016	-0.006	-0.0278	0	1
99	25	S	7	▁the	0.5853	2.2201	0.0009	-0.0266	-0.0744	0	1
99	26	S	7	▁plants	1.3946	5.3074	0.0023	0.0316	0.1047	1	1
99	27	S	7	▁in	0.2512	0.9552	0.0012	-0.035	-0.1343	0	1
99	28	S	7	.	0.1645	0.6207	0.0015	-0.0123	-0.0404	0	1
100	0	S	3	▁Stop	0.0077	0.0522	0.0005	-0.0007	-0.0048	0	1
100	1	S	3	...	0.0041	0.0285	0.0002	-0.0003	-0.0017	0	1
100	2	S	3	▁please	0.0037	0.0248	0.0012	-0.0003	-0.0018	0	1
100	3	S	3	.	0.0044	0.0307	0.0002	-0.0006	-0.0039	0	1
100	4	S	3	▁The	0.0025	0.0169	0.0009	-0.0004	-0.0029	0	1
100	5	S	3	▁P	0.0018	0.0125	0.0013	-0.0001	-0.0005	0	1
100	6	S	3	yr	0.0048	0.0356	0.0005	-0.0008	-0.0071	0	1
100	7	S	3	rip	0.0043	0.0304	0.0008	-0.0002	-0.0012	0	1
100	8	S	3	us	0.0026	0.018	0.0009	-0.0001	-0.0005	0	1
100	9	S	3	.	0.0068	0.048	0.0005	-0.0008	-0.0049	0	1
100	10	S	3	▁You	0.0027	0.0186	0.0016	0.0001	0.0005	0	1
100	11	S	3	'	0.0021	0.0144	0.0002	-0.0002	-0.0012	0	1
100	12	S	3	ve	0.0022	0.0153	0.0006	-0.0003	-0.0017	0	1
100	13	S	3	▁heard	0.0034	0.0237	0.0025	-0.0002	-0.0015	0	1
100	14	S	3	▁of	0.0165	0.116	0.0004	-0.0026	-0.0181	0	1
100	15	S	3	▁The	0.0036	0.0248	0.0016	-0.0005	-0.0029	0	1
100	16	S	3	▁P	0.0032	0.0227	0.0015	0.0002	0.0019	0	1
100	17	S	3	yr	0.0056	0.0404	0.0004	-0.0008	-0.0059	0	1
100	18	S	3	rip	0.005	0.0352	0.0008	-0.0001	-0.0004	0	1
100	19	S	3	us	0.0034	0.0233	0.0013	-0.0	0.0001	0	1
100	20	S	3	?	0.0068	0.0471	0.0017	0.0011	0.0079	0	1
100	21	S	3	▁We	0.0049	0.0333	0.0051	0.0001	0.0002	0	1
100	22	S	3	▁ran	0.0097	0.0683	0.0034	0.0	0.0006	0	1
100	23	S	3	▁into	0.0073	0.0523	0.001	0.0005	0.0039	0	1
100	24	S	3	▁these	0.0118	0.0828	0.0027	0.0015	0.0102	0	1
100	25	S	3	▁warrior	0.0983	0.6947	0.0024	-0.0008	-0.005	0	1
100	26	S	3	▁nu	0.084	0.5934	0.0095	-0.0039	-0.0262	1	1
100	27	S	3	ns	0.115	0.8134	0.0013	-0.005	-0.0358	1	1
100	28	S	3	.	0.0274	0.194	0.0016	-0.0006	-0.0038	0	1
100	29	S	3	▁Lot	0.0148	0.1048	0.0037	-0.001	-0.0072	0	1
100	30	S	3	s	0.0072	0.0506	0.0021	0.0001	0.0007	0	1
100	31	S	3	▁of	0.0202	0.1423	0.0016	-0.0008	-0.0059	0	1
100	32	S	3	▁white	0.0069	0.049	0.0033	0.0	-0.0001	0	1
100	33	S	3	,	0.006	0.042	0.0045	-0.0003	-0.0025	0	1
100	34	S	3	▁even	0.0035	0.0247	0.0036	-0.0001	-0.0013	0	1
100	35	S	3	▁more	0.0035	0.0246	0.003	-0.0004	-0.0031	0	1
100	36	S	3	▁crazy	0.0119	0.0834	0.003	-0.0007	-0.0048	0	1
100	37	S	3	.	0.0091	0.0653	0.0034	-0.0004	-0.0024	0	1
101	0	S	5	▁Would	0.0076	0.0552	0.0005	-0.0006	-0.0044	0	1
101	1	S	5	▁this	0.0034	0.0245	0.0004	-0.0001	-0.0008	0	1
101	2	S	5	▁involve	0.0138	0.1001	0.0006	-0.0	-0.0002	0	1
101	3	S	5	▁he	0.0069	0.0491	0.0012	0.0004	0.0025	0	1
101	4	S	5	els	0.0105	0.0752	0.0006	-0.001	-0.0073	0	1
101	5	S	5	?	0.0048	0.0346	0.0002	0.0004	0.0029	0	1
101	6	S	5	▁Could	0.0113	0.0822	0.0003	0.0003	0.0023	0	1
101	7	S	5	.	0.0084	0.0608	0.0003	0.001	0.0076	0	1
101	8	S	5	▁So	0.0053	0.0383	0.0005	-0.0	-0.0001	0	1
101	9	S	5	▁you	0.0053	0.0387	0.0006	-0.0005	-0.0033	0	1
101	10	S	5	▁have	0.0098	0.0712	0.0005	0.0008	0.0055	0	1
101	11	S	5	▁a	0.0126	0.0918	0.0013	0.0002	0.0014	0	1
101	12	S	5	▁Fri	0.0092	0.0669	0.0033	0.0004	0.0028	0	1
101	13	S	5	da	0.0099	0.0723	0.0015	-0.0003	-0.0026	0	1
101	14	S	5	▁K	0.0073	0.0535	0.0016	0.0007	0.0049	0	1
101	15	S	5	ah	0.0079	0.0578	0.0008	0.0004	0.0026	0	1
101	16	S	5	lo	0.0229	0.1664	0.0012	0.0011	0.0077	0	1
101	17	S	5	▁letter	0.0847	0.6177	0.0023	0.0023	0.0167	1	1
101	18	S	5	▁and	0.0456	0.3319	0.0003	0.0076	0.0554	0	1
101	19	S	5	▁you	0.0084	0.0609	0.0004	0.0005	0.004	0	1
101	20	S	5	▁want	0.0108	0.0783	0.0006	0.0015	0.0111	0	1
101	21	S	5	▁to	0.0092	0.0672	0.0003	0.0017	0.0121	0	1
101	22	S	5	▁sell	0.0185	0.135	0.0003	-0.0008	-0.0061	0	1
101	23	S	5	▁it	0.0056	0.0404	0.0012	0.0007	0.0051	1	1
101	24	S	5	?	0.0064	0.0462	0.0002	0.0009	0.0064	0	1
101	25	S	5	▁If	0.0101	0.0736	0.001	-0.0	-0.0004	0	1
101	26	S	5	▁it	0.0043	0.0315	0.0056	-0.0003	-0.002	0	1
101	27	S	5	'	0.0035	0.0252	0.0003	-0.0003	-0.0021	0	1
101	28	S	5	s	0.0041	0.0296	0.0006	0.0002	0.0013	0	1
101	29	S	5	▁actually	0.005	0.0361	0.0009	0.0002	0.001	0	1
101	30	S	5	▁worth	0.0104	0.0747	0.0023	0.0003	0.0021	0	1
101	31	S	5	▁anything	0.0089	0.0642	0.0033	-0.0009	-0.0063	0	1
101	32	S	5	.	0.0088	0.0641	0.001	0.0004	0.0028	0	1
101	33	S	5	▁My	0.0101	0.0741	0.0076	-0.0004	-0.0028	0	1
101	34	S	5	▁dad	0.0273	0.1979	0.0066	0.0004	0.0029	0	1
101	35	S	5	▁gave	0.0111	0.0811	0.0059	0.001	0.0075	0	1
101	36	S	5	▁it	0.005	0.0363	0.0073	0.0006	0.0046	0	1
101	37	S	5	▁to	0.0074	0.0542	0.0016	0.0005	0.0042	0	1
101	38	S	5	▁me	0.0061	0.0442	0.0023	-0.0001	-0.0004	0	1
101	39	S	5	.	0.0103	0.0751	0.0027	0.0004	0.0029	0	1
102	0	S	8	▁Cou	0.0021	0.0062	0.0009	0.0001	-0.0001	0	1
102	1	S	8	s	0.0005	0.0013	0.0003	0.0	-0.0001	0	1
102	2	S	8	in	0.0005	0.0013	0.0003	0.0	-0.0001	0	1
102	3	S	8	▁Claire	0.0014	0.004	0.0002	0.0001	-0.0001	0	1
102	4	S	8	.	0.0007	0.0019	0.0002	0.0	-0.0002	0	1
102	5	S	8	▁This	0.0004	0.0014	0.0005	0.0	0.0	0	1
102	6	S	8	▁is	0.0007	0.0018	0.0006	-0.0001	-0.0001	0	1
102	7	S	8	▁freak	0.0019	0.0059	0.0022	-0.0001	-0.0	0	1
102	8	S	8	y	0.0003	0.0009	0.0013	0.0	-0.0	0	1
102	9	S	8	!	0.0006	0.0019	0.0007	-0.0	0.0	0	1
102	10	S	8	▁I	0.0004	0.0015	0.0007	-0.0	-0.0	0	1
102	11	S	8	'	0.0003	0.0011	0.0003	-0.0	0.0001	0	1
102	12	S	8	m	0.0002	0.0009	0.0005	-0.0	-0.0	0	1
102	13	S	8	▁getting	0.0007	0.0018	0.0006	-0.0	0.0	0	1
102	14	S	8	▁something	0.0007	0.0021	0.0012	-0.0	-0.0	0	1
102	15	S	8	▁else	0.0009	0.0021	0.0009	-0.0	-0.0001	0	1
102	16	S	8	.	0.0012	0.004	0.0004	-0.0001	-0.0001	0	1
102	17	S	8	▁Two	0.0022	0.0083	0.0018	0.0002	0.0	0	1
102	18	S	8	▁women	0.0036	0.0174	0.0064	0.0003	0.0007	1	1
102	19	S	8	▁died	0.0027	0.0119	0.0044	-0.0001	0.0003	0	1
102	20	S	8	▁in	0.0009	0.0029	0.0025	0.0001	-0.0002	0	1
102	21	S	8	▁this	0.001	0.0032	0.0017	0.0	-0.0002	0	1
102	22	S	8	▁house	0.0021	0.0071	0.0007	-0.0	0.0005	0	1
102	23	S	8	.	0.0017	0.0041	0.0004	0.0001	-0.0001	0	1
102	24	S	8	▁Krist	0.0075	0.0189	0.0033	0.0	-0.001	0	1
102	25	S	8	in	0.0004	0.0015	0.0007	0.0001	-0.0	0	1
102	26	S	8	▁just	0.001	0.0022	0.0018	0.0	-0.0001	0	1
102	27	S	8	▁said	0.001	0.0028	0.0025	0.0001	0.0	0	1
102	28	S	8	▁that	0.001	0.0027	0.0053	0.0	0.0001	0	1
102	29	S	8	.	0.0012	0.0026	0.0019	0.0001	0.0001	0	1
103	0	S	9	▁It	0.0019	0.0134	0.0001	0.0001	0.0009	0	1
103	1	S	9	'	0.0015	0.0105	0.0001	-0.0001	-0.0008	0	1
103	2	S	9	s	0.0015	0.011	0.0001	-0.0001	-0.0006	0	1
103	3	S	9	▁not	0.0029	0.0202	0.0006	0.0	0.0004	0	1
103	4	S	9	▁about	0.0014	0.0094	0.0	-0.0	0.0002	0	1
103	5	S	9	▁like	0.0016	0.0115	0.0001	0.0001	0.0009	0	1
103	6	S	9	.	0.0029	0.02	0.0	-0.0002	-0.0012	0	1
103	7	S	9	▁It	0.002	0.0136	0.0001	-0.0001	-0.0005	0	1
103	8	S	9	'	0.0015	0.0103	0.0001	-0.0002	-0.0012	0	1
103	9	S	9	s	0.002	0.0149	0.0001	-0.0001	-0.0009	0	1
103	10	S	9	▁about	0.0018	0.0124	0.0001	0.0001	0.0009	0	1
103	11	S	9	▁fit	0.0044	0.0305	0.0002	0.0003	0.0022	0	1
103	12	S	9	.	0.0034	0.0241	0.0001	-0.0003	-0.0018	0	1
103	13	S	9	▁You	0.0019	0.0141	0.0002	-0.0001	-0.0008	0	1
103	14	S	9	'	0.0017	0.0121	0.0001	-0.0	-0.0004	0	1
103	15	S	9	re	0.0016	0.0112	0.0003	0.0	0.0002	0	1
103	16	S	9	▁De	0.0026	0.0185	0.0007	-0.0002	-0.0011	0	1
103	17	S	9	a	0.0016	0.0114	0.0001	-0.0002	-0.0016	0	1
103	18	S	9	con	0.0028	0.0195	0.0003	-0.0002	-0.0017	0	1
103	19	S	9	▁Clay	0.0406	0.2745	0.0019	-0.0015	-0.0102	0	1
103	20	S	9	bour	0.0041	0.0287	0.0004	0.0001	0.0011	0	1
103	21	S	9	ne	0.0021	0.0154	0.0007	-0.0	-0.0002	0	1
103	22	S	9	.	0.0059	0.0407	0.0001	-0.0004	-0.0025	0	1
103	23	S	9	▁You	0.0022	0.0166	0.0005	0.0001	0.0007	0	1
103	24	S	9	'	0.0021	0.015	0.0001	-0.0002	-0.0015	0	1
103	25	S	9	ve	0.0026	0.0189	0.0001	-0.0003	-0.0017	0	1
103	26	S	9	▁got	0.0042	0.0319	0.0002	-0.0003	-0.002	0	1
103	27	S	9	▁a	0.0033	0.0236	0.0003	-0.0001	-0.0004	0	1
103	28	S	9	▁story	0.0107	0.0804	0.0003	-0.0001	-0.0004	0	1
103	29	S	9	.	0.0082	0.0625	0.0002	-0.001	-0.0077	0	1
103	30	S	9	▁These	0.017	0.1293	0.0029	0.0001	0.0002	0	1
103	31	S	9	▁songs	0.0759	0.5828	0.0036	-0.0031	-0.028	1	1
103	32	S	9	?	0.0122	0.0887	0.0055	0.0001	0.0022	0	1
104	0	S	5	▁Wait	0.002	0.0135	0.0002	0.0001	0.0007	0	1
104	1	S	5	,	0.001	0.007	0.0001	0.0	0.0002	0	1
104	2	S	5	▁D	0.0009	0.0065	0.0003	0.0	0.0001	0	1
104	3	S	5	ash	0.0016	0.0113	0.0002	0.0001	0.0006	0	1
104	4	S	5	,	0.0014	0.0103	0.0001	0.0	0.0003	0	1
104	5	S	5	▁look	0.0006	0.0042	0.0001	0.0001	0.0005	0	1
104	6	S	5	,	0.0018	0.0126	0.0001	0.0001	0.0005	0	1
104	7	S	5	▁I	0.0006	0.0042	0.0001	0.0	0.0001	0	1
104	8	S	5	▁love	0.0018	0.0128	0.0002	0.0	0.0001	0	1
104	9	S	5	▁you	0.0012	0.0086	0.0002	0.0001	0.0004	0	1
104	10	S	5	.	0.0014	0.0102	0.0001	0.0002	0.0014	0	1
104	11	S	5	▁Please	0.002	0.014	0.0003	0.0001	0.0005	0	1
104	12	S	5	,	0.0016	0.0112	0.0001	0.0	0.0004	0	1
104	13	S	5	▁just	0.0008	0.0058	0.0001	-0.0001	-0.0007	0	1
104	14	S	5	...	0.0007	0.0053	0.0001	0.0	0.0003	0	1
104	15	S	5	▁This	0.0009	0.0063	0.0006	-0.0001	-0.0007	0	1
104	16	S	5	▁was	0.0008	0.0054	0.0003	0.0	0.0001	0	1
104	17	S	5	▁a	0.0009	0.0067	0.0004	-0.0	-0.0002	0	1
104	18	S	5	▁big	0.0018	0.0126	0.0007	-0.0	-0.0002	0	1
104	19	S	5	▁mis	0.0013	0.0091	0.001	-0.0002	-0.0014	0	1
104	20	S	5	...	0.0009	0.0066	0.0001	0.0001	0.0005	0	1
104	21	S	5	▁I	0.0006	0.0044	0.0002	0.0	0.0002	0	1
104	22	S	5	▁can	0.0009	0.0068	0.0001	0.0001	0.0013	0	1
104	23	S	5	'	0.0005	0.0036	0.0002	0.0	0.0002	0	1
104	24	S	5	t	0.0005	0.0036	0.0002	-0.0	-0.0002	0	1
104	25	S	5	▁even	0.0007	0.0048	0.0003	-0.0	-0.0001	0	1
104	26	S	5	▁look	0.0007	0.005	0.0005	0.0001	0.0005	0	1
104	27	S	5	▁at	0.0005	0.0037	0.0005	0.0	0.0002	0	1
104	28	S	5	▁you	0.0011	0.0077	0.0008	-0.0	-0.0	0	1
104	29	S	5	▁right	0.0013	0.0095	0.0003	-0.0001	-0.0008	0	1
104	30	S	5	▁now	0.0012	0.0086	0.0006	-0.0	-0.0001	0	1
104	31	S	5	.	0.0023	0.0162	0.0002	0.0	0.0003	0	1
104	32	S	5	▁This	0.0014	0.0097	0.0007	-0.0001	-0.0008	0	1
104	33	S	5	▁will	0.001	0.0074	0.001	0.0002	0.0014	0	1
104	34	S	5	▁end	0.0018	0.0131	0.0015	-0.0	-0.0002	0	1
104	35	S	5	▁if	0.0015	0.0104	0.0015	0.0001	0.0006	0	1
104	36	S	5	▁you	0.0018	0.0131	0.0004	0.0001	0.0009	0	1
104	37	S	5	▁tell	0.002	0.0142	0.0007	-0.0001	-0.001	0	1
104	38	S	5	▁me	0.0021	0.0147	0.0005	0.0	0.0002	0	1
104	39	S	5	▁where	0.0048	0.0337	0.0149	-0.0006	-0.0045	0	1
104	40	S	5	▁the	0.0316	0.2261	0.017	0.0033	0.0237	0	1
104	41	S	5	▁snake	0.1054	0.7505	0.0317	0.0025	0.0175	1	1
104	42	S	5	▁is	0.0056	0.0394	0.0112	-0.0005	-0.0035	0	1
104	43	S	5	.	0.0063	0.0446	0.001	0.0004	0.0028	0	1
104	44	S	5	▁It	0.0019	0.0135	0.0052	-0.0	0.0	0	1
104	45	S	5	'	0.002	0.0137	0.0005	-0.0	-0.0	0	1
104	46	S	5	s	0.0017	0.0115	0.0012	-0.0002	-0.0012	0	1
