example_idx	token_idx	token	probability	contrast_prob	contrast_prob_diff	pcxmi	kl_divergence	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	kl_div_l6	kl_div_l7	kl_div_l8	src_langtag_attr	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_langtag_attr	tgt_curr_attr	is_supporting_context	is_context_sensitive	is_example_correct	kl_div_l9	kl_div_l10	kl_div_l11
176	7	▁ouverte	0.9863	0.983	0.0033	-0.0048	0.0035	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	-0.0	0.0	0.0036	0.414	0.0572	0.0368	0.0249	0.1022	0.0515	0.2277	0.0268	0.0255	0.5415	0	0	1	0.0006	0.0071	
176	8	▁avant	0.7747	0.901	-0.1262	0.2178	0.0714	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0564	2.0	0.0	0.0	0.0	0.0	0.0001	0.0014	0.3701	1.3713	0.3182	0.026	0.0713	0.0745	0.2657	0.0211	0.0198	0.5216	0	0	1	2.5624	0.0039	
176	9	.	0.9166	0.9218	-0.0052	0.0081	0.005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0369	0.0005	0.0014	0.0169	0.0637	0.0544	0.1239	0.0158	0.0199	0.7053	0	0	1	0.0	0.0	
176	10	</s>	0.9988	0.9941	0.0047	-0.0068	0.0035	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0001	0.0	0.1443	0.0006	0.0	0.0	-0.0	0.0186	0.1944	0.0702	0.1037	0.0182	0.0212	0.5738	0	0	1	-0.0	-0.0	
177	0	fr_XX	1.0	1.0	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.2843	0.062	0.0607	0.0894			0.0682	0.3599	0.2585	0.2512	0.0622		0.0	0	0	1			
177	1	▁Il	0.3693	0.8882	-0.5188	1.2659	2.5842	2.9887	1.0	2.9887	1.0	2.9887	2.0	2.9887	2.0	2.6453	3.0	0.0	0.0	0.0	0.0	0.0043	0.333	1.7842			0.0429	0.282	0.1644	0.2963	0.0352	0.1792	0.0	0	1	1			
177	2	▁est	0.9925	0.9916	0.0009	-0.0014	0.0014	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0001	0.0017	0.0103	0.0886			0.0395	0.1701	0.1121	0.3874	0.0397	0.04	0.2112	0	0	1			
177	3	▁assez	0.919	0.9704	-0.0514	0.0786	0.0384	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	0.0	0.0007	0.0147			0.0319	0.1358	0.0791	0.3699	0.0261	0.052	0.3051	0	0	1			
177	4	▁gros	0.6414	0.8649	-0.2234	0.4312	0.1634	0.0	1.0	0.0	1.0	0.0	1.0	0.1629	2.0	0.1629	2.0	0.0	0.0	0.0	0.0	0.0014	0.0008	0.0229			0.0306	0.1977	0.0813	0.2718	0.0205	0.0221	0.3759	0	0	1			
177	5	?	0.0726	0.0424	0.0302	-0.7756	0.0128	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0026	0.1975	0.0427			0.0301	0.1116	0.0722	0.1441	0.0279	0.037	0.5771	0	0	1			
177	6	</s>	0.9991	0.9967	0.0025	-0.0035	0.0019	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0001	0.0016	4.9028	0.0065			0.0267	0.1213	0.0888	0.1426	0.0411	0.0329	0.5466	0	0	1			
178	0	fr_XX	1.0	1.0	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0011	0.002	0.0025	0.0025	0.0035	0.0012	0.055	0.3165	0.3008	0.2881	0.0395		0.0	0	0	1	0.0024	0.0042	3.5766
178	1	▁Elles	0.5309	0.6813	-0.1504	0.3598	0.9144	0.0	1.0	0.0	1.0	0.0	1.0	0.9366	2.0	0.9083	4.0	0.0	-0.0	0.0	0.0	0.0368	1.3236	0.2836	0.0142	0.6984	0.0436	0.2158	0.109	0.4243	0.0354	0.1718	0.0	0	1	1	14.4633	14.0987	16.2879
178	2	▁ont	0.9069	0.9101	-0.0032	0.005	0.0222	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0005	0.0437	0.0516	0.0002	0.0002	0.0	0.0	0.0356	0.1177	0.0734	0.4537	0.0286	0.0337	0.2573	0	0	1	0.4004	0.0015	8.1997
178	3	▁peur	0.8878	0.8771	0.0107	-0.0175	0.0051	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0012	2.0	0.0	0.0	0.0	0.0001	0.0379	0.3333	0.2934	0.0004	0.0712	0.035	0.1104	0.0632	0.3948	0.0273	0.0335	0.3359	0	0	1	0.0879	0.2979	0.1105
178	4	▁que	0.1778	0.5925	-0.4147	1.7362	0.4973	0.455	1.0	0.455	2.0	0.6534	3.0	0.5639	5.0	0.5151	9.0	0.0	0.0	0.0	0.0	0.0	0.0065	0.0222	0.0002	0.0262	0.0176	0.0665	0.0476	0.2133	0.0166	0.0201	0.6184	0	0	1	4.5772	5.1536	0.0
178	5	▁si	0.2527	0.7414	-0.4887	1.5529	0.8769	0.8383	1.0	0.8383	1.0	0.8383	1.0	0.8383	1.0	0.8407	2.0	0.0	0.0	0.0	-0.0	-0.0	0.0001	0.0001	0.0576	0.0224	0.0186	0.1325	0.0665	0.1567	0.0157	0.0252	0.5848	0	0	1	0.1944	0.5832	0.007
178	6	▁elles	0.9664	0.8988	0.0676	-0.1046	0.0398	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0236	1.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0001	0.1473	0.0009	0.0193	0.1057	0.0483	0.1559	0.0176	0.0213	0.632	0	0	1	0.0	0.0	0.1175
178	7	▁arrive	0.4517	0.5901	-0.1383	0.3853	0.0503	0.0424	1.0	0.0424	1.0	0.0424	2.0	0.0424	2.0	0.0424	2.0	0.0	0.0	0.0	0.0055	0.0384	0.0043	0.0002	0.0	0.0	0.0291	0.1132	0.0507	0.2576	0.0277	0.016	0.5057	0	0	1	0.0	0.0778	0.0
178	8	nt	0.9999	0.9997	0.0001	-0.0002	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0344	0.4556	0.0692	0.0002	0.0086	0.0464	0.0211	0.0738	0.0082	0.0265	0.8155	0	0	1	-0.0	0.0	0.0
178	9	▁ici	0.6811	0.4632	0.2179	-0.5563	0.1762	0.0	1.0	0.0	1.0	0.0957	1.0	0.0797	2.0	0.1529	4.0	0.0	0.0	0.0	0.0	0.0	0.082	0.002	0.0013	0.0001	0.0206	0.0844	0.0394	0.2178	0.0193	0.0231	0.5954	0	0	1	-0.0	0.0	0.0046
178	10	,	0.5251	0.3593	0.1658	-0.5473	0.2362	0.0	1.0	0.0	1.0	0.0427	1.0	0.0976	2.0	0.2087	4.0	0.0	0.0	0.0	0.0001	0.0144	0.0675	0.0003	0.0	0.0	0.0188	0.0991	0.0472	0.1742	0.0167	0.0159	0.6281	0	0	1	-0.0	-0.0	3.9602
178	11	▁elles	0.5166	0.7209	-0.2043	0.4808	0.5605	0.0	1.0	0.0	1.0	0.0	1.0	0.4654	2.0	0.5667	7.0	0.0	0.0	0.0009	0.0246	0.0238	0.0032	0.0051	0.0001	0.0002	0.0201	0.1013	0.0392	0.2151	0.0182	0.0107	0.5955	0	0	1	2.1057	0.1705	2.1098
178	12	▁se	0.6103	0.6213	-0.0109	0.0256	0.0707	0.0	1.0	0.0	1.0	0.0	1.0	0.0147	2.0	0.0307	2.0	0.0	0.0	0.0	0.0062	0.0038	0.0	0.0	0.0	0.0214	0.0203	0.0645	0.028	0.3558	0.0251	0.0097	0.4967	0	0	1	0.0	-0.0	0.0004
178	13	▁fa	0.9112	0.8553	0.0559	-0.0913	0.0675	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0289	1.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.001	0.0135	0.1081	0.0219	0.0588	0.0177	0.3984	0.0282	0.0115	0.4635	0	0	1	0.0022	2.0291	0.0001
178	14	ssent	1.0	1.0	-0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0131	0.0478	0.0197	0.2209	0.0154	0.0135	0.6696	0	0	1	0.0	0.0651	0.0
178	15	▁att	0.9077	0.556	0.3518	-0.7073	0.3244	0.0	1.0	0.0	1.0	0.0	1.0	0.3023	1.0	0.3023	1.0	0.0	-0.0	-0.0	-0.0	0.0006	0.0572	0.1408	0.432	0.6899	0.0319	0.0872	0.0246	0.5451	0.0367	0.0082	0.2663	0	0	1	1.4279	0.456	0.074
178	16	ra	0.0296	0.5764	-0.5468	4.284	0.7209	0.7272	1.0	0.7272	1.0	0.7272	1.0	0.7272	1.0	0.7272	1.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.017	0.0552	0.0201	0.3166	0.0218	0.0144	0.5549	0	0	1	0.013	1.4404	0.0077
178	17	per	0.9992	0.9995	-0.0003	0.0004	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.6245	0.0097	0.0307	0.0159	0.1617	0.0122	0.0187	0.7511	0	0	1	0.0971	0.0165	0.0008
178	18	.	0.9782	0.9755	0.0027	-0.004	0.0028	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0051	0.0158	0.0	0.0154	0.0493	0.0281	0.1786	0.0166	0.0142	0.6978	0	0	1	0.0	0.0	0.0
178	19	</s>	0.998	0.9948	0.0032	-0.0046	0.0018	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0001	0.0164	0.0014	0.001	0.0	-0.0	-0.0	0.0155	0.0661	0.064	0.1176	0.0134	0.0145	0.7089	0	0	1	-0.0	-0.0	0.0014
179	0	fr_XX	1.0	1.0	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.535	0.2436	0.2658	0.2539	0.307	0.3794	0.056	0.2277	0.2582	0.4125	0.0456		0.0	0	0	0	0.3628	0.2528	1.4026
179	1	▁Il	0.8306	0.6071	0.2235	-0.4523	0.1352	0.0	1.0	0.0	1.0	0.0	1.0	0.1016	1.0	0.1188	2.0	0.0	-0.0	0.0	0.0	0.0085	0.2502	0.0013	0.0091	1.2322	0.051	0.5265	0.1328	0.1799	0.0369	0.073	0.0	0	0	0	0.0003	0.0003	0.0006
179	2	▁n	0.6248	0.3632	0.2616	-0.7827	0.1988	0.0	1.0	0.0	1.0	0.1514	1.0	0.128	2.0	0.1604	3.0	0.0	0.0	0.0	0.0003	0.0015	0.0116	0.0275	0.0354	0.0515	0.0347	0.2246	0.0755	0.2761	0.028	0.0388	0.3223	0	0	0	0.3759	0.14	1.2065
179	3	'	0.9909	0.9922	-0.0014	0.002	0.0012	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0608	0.0	0.0291	0.119	0.0927	0.1672	0.0236	0.0645	0.5039	0	0	0	0.0	0.0	0.1055
179	4	y	0.996	0.9987	-0.0027	0.0038	0.0022	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	0.0	0.0	0.0001	0.0	0.0798	0.0283	0.0294	0.2409	0.0878	0.1671	0.023	0.0291	0.4227	0	0	0	0.0	0.0	0.0
179	5	▁a	0.995	0.9981	-0.0031	0.0045	0.0037	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0163	0.0407	0.1208	0.0812	0.2548	0.0336	0.0319	0.4371	0	0	0	0.1624	0.2498	0.04
179	6	▁que	0.9927	0.9793	0.0135	-0.0197	0.0065	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	0.0	0.0	0.0004	0.0015	0.0356	0.1915	0.0367	0.127	0.0712	0.3034	0.0304	0.0375	0.3938	0	0	0	0.4017	0.0	0.002
179	7	▁trois	0.7721	0.7344	0.0377	-0.0722	0.0039	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0038	2.0	0.0	0.0	0.0	0.0	0.0001	0.014	0.0168	0.0233	0.3738	0.0277	0.0784	0.0633	0.2882	0.0236	0.0297	0.489	0	0	0	0.0	0.1	-0.0
179	8	▁per	0.0215	0.1325	-0.1111	2.6259	1.5	3.6531	1.0	1.9944	3.0	1.8813	7.0	1.6942	30.0	1.5858	304.0	0.0	0.0	0.0001	0.0111	0.0062	0.0	0.0	0.0	0.0	0.0394	0.1304	0.0483	0.4528	0.0291	0.0111	0.289	0	0	0	0.0	0.2519	1.1585
179	9	tes	0.9395	0.9583	-0.0188	0.0286	0.0484	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0256	0.0927	0.036	0.3078	0.0204	0.0274	0.4901	0	0	0	0.0	0.2398	0.6606
179	10	▁qu	0.6057	0.9473	-0.3416	0.6452	0.7157	0.0	1.0	0.0	1.0	0.0	1.0	0.6641	2.0	0.6601	3.0	0.0	-0.0	-0.0	0.0	0.0	0.0027	0.9135	0.1436	0.5317	0.0382	0.1327	0.0673	0.3034	0.0318	0.0148	0.4117	0	0	0	1.7578	7.9493	0.0235
179	11	'	0.9971	0.9985	-0.0014	0.002	0.0007	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	0.0	0.0	0.0001	0.0071	0.0	0.0	0.017	0.0549	0.0457	0.0931	0.0152	0.0228	0.7513	0	0	0	0.0	0.0	0.5958
179	12	il	0.9137	0.8803	0.0334	-0.0537	0.0696	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0168	1.0	0.0	-0.0	0.0	0.0	0.0	0.0118	0.0061	0.3852	0.0837	0.0291	0.3508	0.0835	0.111	0.0197	0.0222	0.3836	0	1	0	0.1585	0.0	0.0
179	13	▁pourrait	0.417	0.6763	-0.2593	0.6977	0.1612	0.1309	1.0	0.1309	1.0	0.1309	2.0	0.1309	2.0	0.1341	3.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0284	1.0075	0.0003	0.0388	0.1194	0.0694	0.3477	0.0323	0.0152	0.3772	0	0	0	0.0008	0.0144	2.2434
179	14	▁avoir	0.1836	0.4457	-0.2621	1.2796	1.7484	1.5437	1.0	1.5437	1.0	1.8573	1.0	1.9238	2.0	1.7613	5.0	0.0	0.0	0.0006	0.0012	0.0481	0.0349	0.0163	0.0027	0.0005	0.0276	0.092	0.0568	0.2317	0.0228	0.0119	0.5572	0	0	0	0.0017	0.6412	3.4003
179	15	.	0.7187	0.8934	-0.1747	0.3139	0.2354	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.2042	6.0	0.0	0.0	0.0	0.0023	0.0506	0.027	0.0103	0.0106	1.7629	0.0254	0.0763	0.0458	0.1777	0.0259	0.0198	0.6291	0	0	0	0.0156	0.0002	0.0342
179	16	</s>	0.9985	0.9984	0.0	-0.0001	0.0008	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0001	0.0103	0.0362	0.0002	0.0	0.0	-0.0	0.0213	0.07	0.0653	0.1272	0.0161	0.0239	0.6762	0	0	0	-0.0	0.0	0.0
180	0	fr_XX	1.0	1.0	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	0.0442	0.0242	0.029	0.0319	0.0726	0.0506	0.0587	0.3732	0.2443	0.2745	0.0494		0.0	0	0	1	0.0513	0.0262	0.3576
180	1	▁Mais	0.7902	0.9061	-0.116	0.1975	0.5291	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.5115	3.0	0.0	-0.0	0.0	0.0014	0.081	0.2117	0.0044	0.0029	0.0329	0.0429	0.2297	0.182	0.3414	0.0286	0.1754	0.0	0	0	1	0.1861	6.9026	0.0436
180	2	▁elles	0.6378	0.9934	-0.3556	0.6393	2.723	0.0	1.0	0.0	1.0	0.0	1.0	2.758	2.0	2.758	2.0	0.0	0.0	0.0014	0.0209	0.0098	0.0003	0.0148	0.0064	0.7893	0.0354	0.1368	0.1137	0.3376	0.0222	0.0532	0.3011	0	1	1	32.8183	42.9132	33.7091
180	3	▁sont	0.9926	0.996	-0.0034	0.0049	0.0021	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0261	0.0009	0.045	0.0322	0.0844	0.0709	0.408	0.0192	0.034	0.3514	0	0	1	-0.0	-0.0	0.0
180	4	▁fantast	0.9105	0.9008	0.0098	-0.0155	0.0079	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0005	0.004	0.3948	0.0656	0.0014	0.0002	0.0001	0.0	0.038	0.0723	0.0389	0.546	0.0163	0.021	0.2675	0	0	1	0.0007	1.1648	0.7964
180	5	iques	0.9996	0.9994	0.0002	-0.0003	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.5551	0.6893	0.0084	0.0196	0.0202	0.1404	0.0057	0.0122	0.7935	0	0	1	0.0051	0.0	-0.0
180	6	,	0.4434	0.3402	0.1032	-0.3821	0.0346	0.0	1.0	0.0	1.0	0.0231	2.0	0.0231	2.0	0.0231	2.0	0.0	0.0	0.0	0.0247	0.0058	0.0323	0.0022	0.0012	0.0236	0.0246	0.0802	0.0782	0.1674	0.0188	0.0319	0.5988	0	0	1	0.0528	0.2782	0.0002
180	7	▁alors	0.7529	0.773	-0.0201	0.038	0.0036	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.001	3.0	0.0	0.0	0.0003	0.0231	0.0936	0.1056	0.0176	0.0005	0.0138	0.0256	0.1141	0.0613	0.1678	0.0189	0.0223	0.59	0	0	1	0.0	0.0	-0.0
180	8	▁je	0.4333	0.4178	0.0155	-0.0526	0.0027	0.0	1.0	0.0	1.0	0.0	1.0	0.0004	2.0	0.0004	2.0	0.0	0.0	0.0	0.0339	0.0162	0.0559	0.0227	0.0005	0.0011	0.0272	0.1193	0.0506	0.3001	0.0225	0.0152	0.4652	0	0	1	0.0127	0.0	0.0056
180	9	▁vais	0.9993	0.9984	0.0008	-0.0012	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0002	0.014	0.0003	0.0002	0.0	0.0315	0.1006	0.0387	0.317	0.0241	0.0167	0.4713	0	0	1	0.0043	0.0003	0.0
180	10	▁appel	0.9976	0.9961	0.0015	-0.0022	0.0006	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	0.0	0.0001	0.028	0.004	0.0	0.0	0.0232	0.0733	0.051	0.2346	0.0209	0.0219	0.575	0	0	1	0.0	0.9683	0.0
180	11	er	0.9978	0.9986	-0.0007	0.0011	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0002	0.0093	0.0279	0.0182	0.0778	0.0092	0.0224	0.8351	0	0	1	0.0058	0.0015	0.0001
180	12	▁mon	0.8906	0.707	0.1836	-0.3331	0.2815	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.2758	2.0	0.0	0.0	0.0	0.0	0.0	0.0125	0.0159	0.0006	0.0238	0.0202	0.16	0.0504	0.2488	0.0171	0.0118	0.4917	0	0	1	2.5735	0.0046	5.5278
180	13	▁a	0.0492	0.8479	-0.7986	4.1058	2.5571	2.514	1.0	2.514	1.0	2.514	1.0	2.514	1.0	2.5658	1.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0742	0.0022	0.0	0.0201	0.0911	0.0327	0.2354	0.0139	0.0174	0.5894	0	0	1	0.0	0.7317	0.0113
180	14	mie	1.0	1.0	-0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0002	0.0257	0.0146	0.0897	0.0265	0.2237	0.0108	0.024	0.6108	0	0	1	1.2321	0.3085	0.0
180	15	▁du	0.9954	0.9772	0.0182	-0.0266	0.0115	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.7277	0.0517	0.333	0.0194	0.0567	0.0258	0.2085	0.017	0.0177	0.655	0	0	1	0.0	-0.0	-0.0
180	16	▁New	1.0	0.9993	0.0007	-0.001	0.0006	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0082	0.0869	0.024	0.0637	0.0257	0.2868	0.018	0.0181	0.5636	0	0	1	0.587	0.2224	0.0001
180	17	▁York	0.9997	0.9993	0.0004	-0.0006	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0001	0.0001	0.0119	0.0119	0.0653	0.0154	0.0389	0.0235	0.2614	0.0138	0.0115	0.6356	0	0	1	0.0001	0.0	-0.0
180	18	▁Times	0.9975	0.9968	0.0007	-0.001	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0146	0.0465	0.0138	0.3303	0.0107	0.0079	0.5762	0	0	1	0.1171	0.0	0.0
180	19	▁pour	0.4525	0.7147	-0.2622	0.6594	0.3355	0.0	1.0	0.0	1.0	0.3416	2.0	0.3416	2.0	0.3335	3.0	0.0	0.0	0.0044	0.2551	0.0134	0.0013	0.0511	0.0832	0.1836	0.017	0.0421	0.0297	0.1333	0.0138	0.0138	0.7503	0	0	1	0.0006	0.0001	0.206
180	20	▁voir	0.6017	0.4607	0.1409	-0.385	0.0483	0.0	1.0	0.0	1.0	0.0449	1.0	0.0449	2.0	0.0449	2.0	0.0	0.0	0.0	0.0002	0.0003	0.0049	0.1537	0.3618	0.1933	0.0177	0.0449	0.0305	0.1242	0.0144	0.0125	0.7558	0	0	1	0.0076	0.0444	0.0
180	21	▁si	0.9606	0.989	-0.0283	0.0419	0.0306	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0009	0.0555	0.0258	0.0497	0.0855	0.0237	0.1355	0.0845	0.2028	0.018	0.0088	0.5268	0	0	1	0.0	0.0	0.0152
180	22	▁elles	0.2853	0.9815	-0.6962	1.7824	2.2658	2.2673	1.0	2.2673	1.0	2.2673	1.0	2.2673	1.0	2.2673	2.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0056	0.0082	2.2149	0.0133	0.0869	0.0456	0.1079	0.0099	0.0144	0.7219	0	0	1	4.5548	17.2154	0.1482
180	23	▁veulent	0.58	0.6282	-0.0483	0.1154	0.1166	0.0	1.0	0.0	1.0	0.0	1.0	0.0142	3.0	0.0791	7.0	0.0	0.0	0.0002	0.3597	0.5086	0.0223	0.0	0.0	0.0	0.0188	0.0517	0.0214	0.1449	0.0141	0.0141	0.7349	0	0	1	0.0	0.0382	0.0785
180	24	▁monter	0.0883	0.208	-0.1197	1.2366	0.1899	0.0	1.0	0.0	1.0	0.0821	2.0	0.1579	5.0	0.1725	24.0	0.0	0.031	0.137	0.0281	0.003	0.0002	0.0003	0.0001	0.0	0.03	0.0812	0.037	0.3265	0.0333	0.0082	0.4838	0	0	1	0.0015	0.3434	1.4365
180	25	▁un	0.5891	0.6063	-0.0172	0.0415	0.0369	0.0	1.0	0.0	1.0	0.0	1.0	0.007	2.0	0.0291	4.0	0.0	0.0	0.0	0.0	0.0009	0.0625	0.0493	0.0567	0.0022	0.0236	0.059	0.0208	0.2311	0.0208	0.0105	0.6342	0	0	1	0.0017	0.0002	0.0
180	26	▁reportage	0.9552	0.8636	0.0916	-0.1454	0.0545	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0497	1.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.037	0.0163	0.0001	0.022	0.0661	0.024	0.217	0.0178	0.0113	0.6418	0	0	1	0.0	2.4075	0.0041
180	27	.	0.9722	0.9948	-0.0226	0.0332	0.0291	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0009	0.0142	0.0182	0.0115	0.2212	0.0936	0.0004	0.0128	0.0411	0.0249	0.0852	0.0099	0.0105	0.8156	0	0	1	0.0	0.0	0.0001
180	28	</s>	0.9974	0.9949	0.0025	-0.0037	0.0013	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0008	0.0868	0.2951	0.0456	0.0	0.0	0.0	0.0139	0.076	0.0622	0.0779	0.0132	0.0122	0.7446	0	0	1	-0.0	0.0	0.0005
181	0	fr_XX	1.0	1.0	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.018	0.0975	0.0984	0.1551	0.2006	0.2183	0.1387	0.0635	0.3084	0.2728	0.3017	0.0535		0.0	0	0	1	0.1345	0.0203	0.6992
181	1	▁J	0.3589	0.5526	-0.1937	0.6225	0.1147	0.0747	1.0	0.0747	1.0	0.0747	2.0	0.0747	2.0	0.1133	5.0	0.0	-0.0	0.0	0.0002	0.0014	0.1176	0.0094	0.0065	0.2473	0.0466	0.1316	0.1427	0.4872	0.0409	0.151	0.0	0	0	1	0.2455	0.0088	0.0997
181	2	'	0.9991	0.999	0.0001	-0.0002	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1064	0.0	0.0	0.0362	0.1409	0.0941	0.2655	0.0315	0.063	0.369	0	0	1	0.0	0.0	0.0
181	3	▁dira	0.2175	0.4675	-0.25	1.1041	0.1825	0.1919	1.0	0.1919	1.0	0.1919	1.0	0.1919	2.0	0.1824	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0345	0.0867	0.1147	0.344	0.0346	0.0377	0.3478	0	0	1	0.2174	0.3052	0.1609
