example_idx	token_idx	token	probability	contrast_prob	contrast_prob_diff	pcxmi	kl_divergence	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	kl_div_l6	kl_div_l7	kl_div_l8	kl_div_l9	kl_div_l10	src_langtag_attr	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_langtag_attr	tgt_ctx_attr	tgt_brk_attr	tgt_curr_attr	is_supporting_context	is_context_sensitive	is_example_correct	kl_div_l11
62	16	▁une	0.5796	0.7706	-0.1911	0.4111	0.0973	0.0	1.0	0.0	1.0	0.0	1.0	0.0764	2.0	0.0841	3.0	-0.0	0.0001	0.0022	0.0425	0.3346	0.3342	0.0023	0.0004	0.1439	0.2985	0.002	0.0366	0.1242	0.0099	0.3524	0.0251	0.0137	0.0519	0.0185	0.3677	0	0	1	0.4217
62	17	▁	0.9192	0.9701	-0.0509	0.0777	0.0457	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0033	0.0211	0.0203	0.3361	1.0244	0.0089	0.0004	0.0	0.0	0.0	0.0373	0.1192	0.0087	0.3377	0.0177	0.0136	0.0395	0.0175	0.4088	0	0	1	0.0
62	18	affaire	0.9979	0.9986	-0.0007	0.0011	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0392	1.3518	0.0315	0.0788	0.0073	0.2812	0.0184	0.0126	0.0276	0.0282	0.5143	0	0	1	0.0
62	19	▁coût	0.5771	0.4948	0.0824	-0.2222	0.0377	0.0	1.0	0.0	1.0	0.0203	1.0	0.0203	2.0	0.0285	7.0	-0.0	0.0	0.0	0.0	0.0004	0.1352	0.0204	0.0655	0.899	0.1423	0.0743	0.0242	0.0619	0.0052	0.3106	0.0167	0.0103	0.0319	0.0203	0.5188	0	0	1	0.0
62	20	euse	0.9847	0.9639	0.0208	-0.0308	0.0112	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0003	0.055	0.0776	0.0185	0.0637	0.0122	0.0364	0.0044	0.1054	0.0083	0.0101	0.0355	0.0245	0.7631	0	0	1	0.5072
62	21	,	0.9631	0.9524	0.0106	-0.016	0.0026	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.0104	0.0476	0.0276	0.0038	0.0013	0.0	0.0	0.0231	0.0794	0.0133	0.1531	0.0141	0.0177	0.0691	0.0372	0.593	0	0	1	0.0
62	22	▁et	0.7236	0.7595	-0.0359	0.0698	0.0132	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0096	3.0	0.0	0.0	0.0003	0.0028	0.0247	0.0087	0.0057	0.0027	0.1959	0.0019	0.0	0.0231	0.0795	0.012	0.1948	0.0147	0.0238	0.0913	0.0432	0.5176	0	0	1	0.0006
62	23	▁donc	0.608	0.7907	-0.1826	0.3789	0.1118	0.0	1.0	0.0	1.0	0.0	1.0	0.1108	2.0	0.1158	3.0	-0.0	0.0001	0.0008	0.02	0.1076	0.3099	0.0331	0.2081	1.6165	0.1116	0.0373	0.0272	0.0817	0.009	0.2154	0.0144	0.0211	0.0781	0.0301	0.5231	0	0	1	0.2839
62	24	▁c	0.9409	0.8353	0.1056	-0.1717	0.0561	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0408	1.0	0.0	0.0024	0.0438	0.0158	0.013	0.0763	0.0173	0.0022	0.0018	0.0075	2.2084	0.03	0.046	0.0064	0.3763	0.0142	0.0104	0.0222	0.018	0.4765	0	0	1	0.0001
62	25	'	0.9996	0.9991	0.0005	-0.0007	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0002	0.0	0.0	-0.0	0.0209	0.0533	0.008	0.244	0.0126	0.0078	0.0362	0.0281	0.589	0	0	1	0.0
62	26	est	0.9962	0.9948	0.0014	-0.002	0.0007	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2151	0.0006	-0.0	0.0	0.0252	0.0333	0.0048	0.365	0.0127	0.0076	0.0297	0.0124	0.5092	0	0	1	-0.0
62	27	▁comme	0.8064	0.5803	0.2261	-0.4747	0.1296	0.0	1.0	0.0	1.0	0.0	1.0	0.0569	1.0	0.0964	2.0	-0.0	0.0	0.0	0.0092	0.3525	0.0415	0.0352	0.0121	0.0854	0.0116	0.2845	0.0335	0.0478	0.0064	0.5145	0.0173	0.0104	0.0262	0.0195	0.3244	0	0	1	3.6102
62	28	▁un	0.3031	0.28	0.023	-0.1141	0.087	0.0	1.0	0.0357	1.0	0.0489	4.0	0.0547	10.0	0.07	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	1.5094	0.005	0.4396	0.8229	0.0355	0.0365	0.0049	0.6115	0.0166	0.0051	0.0126	0.006	0.2713	0	0	1	0.0585
62	29	▁quid	0.2843	0.1443	0.14	-0.9784	0.2573	0.0	1.0	0.2283	2.0	0.2622	10.0	0.2678	47.0	0.264	677.0	0.0	0.0	-0.0	0.0	0.0	0.0001	0.0002	0.1856	0.0115	0.476	0.0979	0.0405	0.0379	0.0052	0.7276	0.0153	0.0043	0.0077	0.0062	0.1554	0	0	1	0.1408
62	30	▁pro	0.836	0.7087	0.1273	-0.2384	0.1929	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1568	2.0	0.0043	0.0028	0.337	0.8156	0.3173	0.0313	0.0086	0.0084	0.0	0.0006	0.227	0.0244	0.0262	0.0037	0.4208	0.0112	0.0125	0.0058	0.0105	0.4848	0	0	1	1.4015
62	31	▁quo	1.0	0.9999	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9416	3.2414	0.0648	0.0297	0.033	0.0046	0.4268	0.0127	0.0095	0.0063	0.0047	0.4726	0	0	1	0.0005
62	32	,	0.9859	0.9856	0.0003	-0.0005	0.0015	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0109	0.2503	0.3006	0.0687	0.0003	0.0001	0.0	0.0	0.0214	0.0328	0.0072	0.2784	0.0149	0.0076	0.0139	0.0231	0.6007	0	0	1	0.0004
62	33	▁n	0.773	0.8394	-0.0663	0.1188	0.0268	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0061	2.0	0.0	0.0001	0.002	0.0007	0.002	0.0054	0.0038	0.0	0.0441	0.4032	0.3117	0.0264	0.039	0.0062	0.2619	0.0155	0.0156	0.0282	0.0162	0.591	0	0	1	0.5278
62	34	'	0.9998	0.9997	0.0001	-0.0002	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0112	0.0034	0.0	-0.0	0.0163	0.0333	0.0065	0.1483	0.0108	0.0175	0.0213	0.0187	0.7273	0	0	1	0.0001
62	35	est	0.9998	0.9998	0.0001	-0.0001	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0001	0.0003	0.0007	0.0034	0.0694	0.0606	0.0	0.0	0.0169	0.0275	0.0046	0.1876	0.0124	0.0123	0.0193	0.0142	0.7052	0	0	1	-0.0
62	36	-	0.9396	0.941	-0.0014	0.0022	0.0014	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	0.0	0.0001	0.0	0.0	0.0001	0.3919	-0.0	0.0	0.0	0.0143	0.0323	0.0048	0.1394	0.0096	0.0177	0.1043	0.0132	0.6644	0	0	1	0.0
62	37	ce	0.9921	0.975	0.0172	-0.0252	0.0085	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087	0.1005	0.0012	0.0001	0.0083	0.0149	0.0024	0.0908	0.0058	0.014	0.0178	0.0232	0.8228	0	0	1	-0.0
62	38	▁pas	0.9993	0.9988	0.0004	-0.0006	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.3079	0.5086	-0.0	0.0121	0.024	0.0039	0.1488	0.008	0.0131	0.0213	0.018	0.7508	0	0	1	0.0
62	39	?	0.1547	0.2137	-0.059	0.4662	0.0165	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.012	2.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0196	0.0899	0.0001	0.0465	0.045	0.0554	0.0232	0.0649	0.0187	0.1769	0.0138	0.0164	0.0767	0.0349	0.5745	0	0	1	0.2606
62	40	</s>	0.9976	0.9954	0.0022	-0.0031	0.0008	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0003	0.0006	0.0058	0.0001	0.0	0.0	-0.0	-0.0	-0.0	0.0169	0.0422	0.013	0.1595	0.0134	0.0148	0.0441	0.0553	0.6409	0	0	1	0.0002
63	0	fr_XX	1.0	0.0	1.0	-27.3348	18.947	18.9458	1.0	18.9458	1.0	18.9458	1.0	18.9458	1.0	18.9458	1.0	16.6989	40.5309	42.7452	45.1038	41.6422	39.5801	48.6974	52.677	53.8876	69.6472	89.6977										0	0	1	79.1918
63	1	▁Parce	0.4193	0.0025	0.4168	-7.3821	4.3741	5.9227	1.0	5.9227	1.0	5.8115	2.0	5.0507	6.0	4.6772	23.0	0.0	-0.0	0.0005	0.3013	2.3056	2.9321	0.0034	0.0089	0.046	20.3606	32.4685	0.0391	0.1433	0.075	0.2233	0.0192	0.029	0.1197	0.3513	0.0	0	0	1	14.054
63	2	▁qu	0.9093	0.9672	-0.0579	0.0891	0.0545	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.004	0.2717	1.6496	2.0644	2.1707	0.8519	2.6715	0.0269	0.001	0.0366	0.026	0.0987	0.0296	0.1325	0.0161	0.0301	0.1299	0.0696	0.4675	0	0	1	0.0223
63	3	'	0.9988	0.9981	0.0007	-0.0009	0.0011	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0001	0.0003	0.0259	0.5925	0.0	0.0	0.0	0.0	0.0297	0.1327	0.0269	0.0887	0.0158	0.0254	0.1745	0.0704	0.436	0	0	1	0.0001
63	4	elle	0.1979	0.9899	-0.792	2.3227	3.4259	3.4347	1.0	3.4347	1.0	3.4347	1.0	3.4347	1.0	3.4347	2.0	0.0	0.0	0.0	0.001	0.0369	0.2464	0.7758	1.587	0.0177	4.9887	23.3081	0.0382	0.1431	0.0258	0.1478	0.0223	0.0166	0.155	0.071	0.3802	0	1	1	28.1579
63	5	▁s	0.7589	0.708	0.0509	-0.1002	0.1188	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1044	3.0	-0.0	0.0	0.0043	2.4071	5.5249	1.2128	0.01	0.0041	0.0042	4.9378	4.6213	0.0597	0.1565	0.0267	0.3855	0.0316	0.0085	0.0549	0.033	0.2435	0	0	1	15.87
63	6	'	0.9973	0.9945	0.0028	-0.0041	0.0019	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053	0.0002	-0.0	0.0275	0.0909	0.0163	0.1426	0.0137	0.0248	0.1417	0.0442	0.4983	0	0	1	0.0
63	7	ouvre	0.992	0.9936	-0.0016	0.0023	0.002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0001	0.0008	0.0022	0.1309	0.4847	0.6111	0.5693	0.0393	0.1182	0.0209	0.2374	0.0219	0.013	0.1167	0.0289	0.4037	0	0	1	0.0001
63	8	▁vers	0.4761	0.4443	0.0317	-0.0995	0.2739	0.0	1.0	0.0	1.0	0.2501	2.0	0.2501	2.0	0.2685	4.0	0.0	0.0	0.0	0.0	0.0034	0.1166	2.4271	1.1191	0.1739	1.9994	3.4403	0.0358	0.0865	0.0176	0.263	0.0196	0.0102	0.027	0.0283	0.512	0	0	1	0.8116
63	9	▁l	0.7221	0.8418	-0.1197	0.2212	0.1439	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.106	3.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8953	0.8899	0.0379	0.1308	0.0197	0.2077	0.0203	0.014	0.0416	0.0394	0.4886	0	0	1	0.0139
63	10	'	0.9985	0.998	0.0005	-0.0007	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0474	0.0	0.0	0.0	0.0	0.0222	0.099	0.0124	0.088	0.0116	0.0248	0.2236	0.0323	0.4862	0	0	1	0.0
63	11	intérieur	0.9901	0.9902	-0.0001	0.0002	0.0005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0002	0.0022	0.0953	0.0231	0.2377	0.2249	0.0207	0.0	0.0293	0.0797	0.0165	0.1611	0.0159	0.0158	0.0769	0.0388	0.566	0	0	1	-0.0
63	12	,	0.9161	0.9404	-0.0243	0.0378	0.025	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0002	0.0012	0.0466	2.0305	0.0016	0.0	0.0	0.0	0.0	0.0358	0.1375	0.0395	0.1393	0.0188	0.0203	0.0779	0.0665	0.4644	0	0	1	0.0
63	13	▁c	0.3555	0.6019	-0.2464	0.7596	0.2649	0.0	1.0	0.0	1.0	0.261	2.0	0.2194	5.0	0.2434	24.0	0.0	0.0003	0.0014	0.0598	0.0913	0.1039	0.2419	0.0454	0.1138	0.7014	0.0139	0.0364	0.1031	0.0312	0.2182	0.0282	0.0232	0.0783	0.0636	0.4179	0	0	1	0.2387
63	14	'	0.9992	0.9986	0.0006	-0.0009	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0001	0.0	0.0	0.0239	0.0855	0.0201	0.0957	0.0134	0.0181	0.1325	0.0431	0.5678	0	0	1	0.0
63	15	est	0.9993	0.9993	-0.0001	0.0001	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0002	0.0004	0.0002	0.0253	0.0098	0.0	0.0	0.0	0.0214	0.0743	0.0197	0.101	0.0181	0.0116	0.1004	0.0293	0.6241	0	0	1	0.0
63	16	▁pourquoi	0.6078	0.7019	-0.0941	0.2077	0.0484	0.0	1.0	0.0	1.0	0.0	1.0	0.026	2.0	0.026	2.0	-0.0	0.0	0.0001	0.0151	0.101	0.011	0.028	1.6915	4.3638	0.0438	0.0018	0.0293	0.088	0.0258	0.17	0.0183	0.0242	0.0682	0.0392	0.5369	0	0	1	0.5789
63	17	▁pas	0.6422	0.9577	-0.3155	0.5766	0.6925	0.0	1.0	0.0	1.0	0.0	1.0	0.2026	2.0	0.5774	8.0	-0.0	0.0001	0.0004	0.0015	0.0018	0.1922	1.9979	0.8444	0.4328	4.8433	3.2929	0.0211	0.0804	0.0212	0.1259	0.0192	0.0133	0.1377	0.0374	0.544	0	0	1	0.0002
63	18	.	0.9912	0.9516	0.0396	-0.0588	0.0383	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	0.0	0.0	0.0	0.1935	3.3262	0.0006	0.0	-0.0	-0.0	0.0245	0.1094	0.0291	0.1003	0.0155	0.0177	0.1104	0.0452	0.5479	0	0	1	0.001
63	19	</s>	0.9963	0.1745	0.8218	-2.5134	1.7336	1.7364	1.0	1.7364	1.0	1.7364	1.0	1.7364	1.0	1.7364	1.0	0.0	0.001	0.0024	0.0845	0.0029	0.0	0.0	-0.0	-0.0	0.0	0.0286	0.022	0.0896	0.0441	0.0745	0.0153	0.0168	0.0614	0.1077	0.5688	0	0	1	11.8927
64	0	fr_XX	1.0	0.0	1.0	-29.0624	20.1445	20.1437	1.0	20.1437	1.0	20.1437	1.0	20.1437	1.0	20.1437	1.0	9.2786	41.721	45.848	47.8178	50.7152	49.641	56.5378	59.0995	60.5045	74.0058	93.1158										0	0	0	81.7341
64	1	▁S	0.7437	0.0	0.7437	-26.8841	17.9167	18.9302	1.0	18.9302	1.0	18.9302	1.0	18.9302	1.0	18.4897	3.0	0.0	-0.0	0.0	0.0005	0.1207	1.4352	77.0477	83.0899	76.4851	92.4739	97.5826	0.0321	0.1587	0.1249	0.1898	0.0207	0.0245	0.1395	0.3097	0.0	0	0	0	98.618
64	2	'	0.9947	0.9951	-0.0004	0.0006	0.0018	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.372	0.0007	0.0	0.0284	0.1758	0.0418	0.1637	0.0172	0.0212	0.1441	0.0967	0.3112	0	0	0	0.0114
64	3	ils	0.7926	0.9828	-0.1903	0.3104	0.3857	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.3854	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0106	0.0228	8.3093	0.0051	0.0301	0.1249	0.0481	0.2127	0.0234	0.0116	0.1201	0.0866	0.3426	0	1	0	0.0011
64	4	▁veulent	0.4715	0.5422	-0.0707	0.2017	0.2801	0.0	1.0	0.0	1.0	0.0749	2.0	0.2093	3.0	0.2666	28.0	0.0	0.0	0.0	0.0	0.0	0.6387	2.0572	0.0015	0.0002	0.0	0.0008	0.0401	0.1497	0.0326	0.3993	0.027	0.0091	0.0828	0.044	0.2153	0	0	0	0.3902
64	5	▁manifest	0.0549	0.2167	-0.1618	1.981	0.2414	0.0	1.0	0.0	1.0	0.0	1.0	0.1532	3.0	0.2081	26.0	0.0001	0.0047	0.009	0.0085	0.1546	0.3039	0.0007	0.0001	0.0003	0.0007	0.692	0.0403	0.1559	0.015	0.5326	0.0224	0.0042	0.0204	0.0153	0.194	0	0	0	2.1629
64	6	er	0.9989	0.9975	0.0014	-0.002	0.0006	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0552	0.0182	0.0019	0.0	0.0133	0.0896	0.0094	0.0896	0.0086	0.0176	0.0883	0.0415	0.6421	0	0	0	0.0
64	7	▁pour	0.6854	0.9274	-0.242	0.4362	0.6013	0.0	1.0	0.0	1.0	0.0	1.0	0.2063	2.0	0.5011	6.0	-0.0	0.0	-0.0	-0.0	0.0	0.0048	0.3785	0.0188	0.0014	0.0651	4.1204	0.0206	0.0825	0.012	0.2314	0.0157	0.0118	0.0575	0.0215	0.547	0	0	0	0.0054
64	8	▁Miss	0.6032	0.9864	-0.3832	0.7095	1.1145	0.0	1.0	0.0	1.0	0.0	1.0	1.0709	2.0	1.0709	2.0	-0.0	0.0	0.0	0.0001	0.0019	0.0701	1.0746	0.1302	0.0904	1.5218	14.1098	0.0248	0.1326	0.0089	0.3029	0.02	0.0222	0.2937	0.0151	0.1799	0	0	0	11.0556
64	9	▁America	0.69	0.9969	-0.3069	0.5308	1.4348	0.0	1.0	0.0	1.0	0.0	1.0	0.8446	2.0	1.0523	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.262	2.1176	4.4663	12.9136	0.0198	0.1098	0.0058	0.2288	0.0138	0.0351	0.2588	0.0177	0.3103	0	0	0	20.7023
64	10	,	0.9599	0.9166	0.0433	-0.0665	0.0406	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0031	1.061	3.3836	0.1142	0.0	0.0	-0.0	-0.0	0.0222	0.1051	0.0354	0.1349	0.0163	0.0194	0.0797	0.0524	0.5346	0	0	0	0.0275
64	11	▁je	0.8063	0.7115	0.0948	-0.1804	0.0584	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0272	2.0	0.0	0.0003	0.0008	0.0848	0.3481	0.3596	0.269	0.8275	0.2757	0.1719	5.2402	0.0231	0.1175	0.0201	0.1304	0.0176	0.0136	0.0753	0.0465	0.5559	0	0	0	-0.0
64	12	▁sera	0.4392	0.4291	0.0102	-0.0338	0.0318	0.0	1.0	0.0	1.0	0.0002	2.0	0.0002	2.0	0.0147	4.0	0.0	0.0	0.0	0.0	0.0012	0.2479	0.4885	0.0358	0.5242	3.0926	0.0272	0.0295	0.1206	0.0185	0.1734	0.0235	0.012	0.086	0.0353	0.5011	0	0	0	0.0001
64	13	i	0.9992	0.9981	0.0011	-0.0016	0.0006	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0252	0.0	0.0	0.0	0.0	0.0147	0.1225	0.0082	0.0535	0.009	0.0156	0.101	0.0322	0.6433	0	0	0	-0.0
64	14	▁là	0.9022	0.8295	0.0728	-0.1213	0.069	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0576	1.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0042	1.4396	0.0899	1.8896	0.0217	0.092	0.0207	0.1152	0.0177	0.0138	0.0512	0.0401	0.6276	0	0	0	2.2348
64	15	.	0.8746	0.9536	-0.0789	0.1246	0.1075	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1014	2.0	-0.0	0.0	0.0	0.0001	0.0006	0.4036	0.2703	0.006	0.228	0.0031	0.0	0.0226	0.0985	0.0149	0.1282	0.02	0.0112	0.0399	0.0342	0.6306	0	0	0	0.0025
64	16	</s>	0.9922	0.9301	0.0621	-0.0933	0.0594	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0008	0.0043	0.0128	0.1173	0.0008	0.0	0.0	-0.0	-0.0	-0.0	0.0205	0.1197	0.0372	0.079	0.0151	0.021	0.0803	0.0881	0.5391	0	0	0	0.0
65	0	fr_XX	1.0	0.0	1.0	-25.0679	17.3756	17.3737	1.0	17.3737	1.0	17.3737	1.0	17.3737	1.0	17.3737	1.0	16.6988	39.0431	40.3821	40.3798	37.134	38.0863	45.3921	47.6432	47.7422	61.2699	75.9946										0	0	1	66.9887
65	1	▁Je	0.7929	0.0	0.7929	-31.4787	21.2476	22.0512	1.0	22.0512	1.0	22.0512	1.0	22.0512	1.0	21.7484	2.0	0.0	-0.0	0.0	0.0148	4.1996	77.3027	159.3989	155.8853	156.668	158.8269	171.5948	0.0413	0.1267	0.0706	0.1931	0.0273	0.0374	0.1658	0.3377	0.0	0	0	1	191.7996
65	2	▁pense	0.1527	0.1811	-0.0283	0.2455	0.0413	0.0	1.0	0.0	1.0	0.0	1.0	0.0292	2.0	0.0292	3.0	0.0001	0.0029	0.008	0.004	0.0214	2.1476	6.9042	1.9695	0.7864	0.0797	4.2825	0.0564	0.1179	0.0745	0.3657	0.031	0.0135	0.062	0.0794	0.1997	0	0	1	4.0642
65	3	▁qu	0.974	0.8351	0.1389	-0.2221	0.1026	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0977	1.0	0.0	0.0	0.0	0.0001	0.0001	0.0006	0.6648	2.5459	0.2099	0.306	0.0	0.0351	0.0803	0.0561	0.2422	0.0231	0.0325	0.0665	0.0668	0.3974	0	0	1	0.0
65	4	'	0.9985	0.9991	-0.0005	0.0008	0.0041	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0001	0.0004	0.0004	0.001	0.0002	0.0	0.0	0.0	0.0272	0.0766	0.0341	0.1548	0.0182	0.0272	0.1204	0.0705	0.471	0	0	1	0.1671
65	5	elles	0.0388	0.9936	-0.9548	4.6786	6.7753	6.9343	1.0	6.9343	1.0	6.9343	1.0	6.9343	1.0	6.9343	1.0	0.0	0.0	0.0	0.0001	0.0018	0.0641	0.2092	1.2121	0.2046	17.9265	25.1586	0.0287	0.0939	0.0251	0.1467	0.0176	0.0153	0.1949	0.0567	0.4211	0	1	1	12.1348
65	6	▁ne	0.82	0.573	0.2469	-0.5169	0.1899	0.0	1.0	0.0	1.0	0.0	1.0	0.1553	1.0	0.1903	4.0	-0.0	0.0	0.0001	0.0115	0.4661	6.2274	0.0501	0.0006	0.0124	0.3092	0.3878	0.0362	0.0764	0.0454	0.2883	0.0226	0.0243	0.0677	0.0686	0.3704	0	0	1	3.4937
65	7	▁savai	0.9113	0.9473	-0.036	0.0559	0.0142	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0037	0.0333	0.0403	0.0033	0.0393	0.0735	0.0253	0.3548	0.0218	0.0147	0.0419	0.0488	0.38	0	0	1	0.0
65	8	ent	0.9997	0.9999	-0.0002	0.0002	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0018	0.0596	1.0199	0.1316	0.0	0.0124	0.0238	0.009	0.0775	0.0092	0.05	0.0232	0.0337	0.7613	0	0	1	0.0
65	9	▁pas	0.9092	0.9536	-0.0444	0.0687	0.0269	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	-0.0	0.0	0.0007	0.0489	1.1212	0.0478	0.6392	0.0	0.0	0.0258	0.0563	0.0332	0.1538	0.0167	0.0195	0.0493	0.0689	0.5765	0	0	1	0.1113
65	10	.	0.9566	0.9482	0.0085	-0.0128	0.0324	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	-0.0	0.0	0.0001	0.0046	0.5307	0.1568	0.0254	0.0	-0.0	-0.0	0.0245	0.0644	0.0435	0.1334	0.0201	0.0199	0.0711	0.071	0.552	0	0	1	0.0095
65	11	</s>	0.9953	0.0245	0.9708	-5.3434	3.6883	3.7034	1.0	3.7034	1.0	3.7034	1.0	3.7034	1.0	3.7034	1.0	0.0	0.0014	0.01	0.564	0.6161	0.0071	-0.0	-0.0	-0.0	0.0005	7.1988	0.0236	0.0628	0.0668	0.0763	0.0156	0.0139	0.0682	0.2146	0.4582	0	0	1	23.7695
66	0	fr_XX	1.0	0.0	1.0	-28.0948	19.4736	19.4723	1.0	19.4723	1.0	19.4723	1.0	19.4723	1.0	19.4723	1.0	9.2258	38.4183	40.8496	40.7687	43.0512	45.5257	53.4021	62.3133	62.0432	77.5176	99.4737										0	0	1	83.1883
66	1	▁C	0.3002	0.0	0.3002	-22.6259	14.9029	15.8585	1.0	15.8585	1.0	15.664	2.0	15.6137	3.0	15.4194	6.0	0.0	-0.0	0.0	0.0009	1.6958	50.8142	77.3734	72.05	63.4511	90.0105	94.5319	0.0465	0.1068	0.0688	0.3797	0.0293	0.0192	0.0696	0.2801	0.0	0	0	1	100.2799
