example_idx	token_idx	token	probability	contrast_prob	contrast_prob_diff	pcxmi	kl_divergence	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_ctx_attr	tgt_brk_attr	tgt_curr_attr	is_supporting_context	is_context_sensitive	is_example_correct
149	7	,	0.939	0.9696	-0.0307	0.0464	0.0663	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0014	0.2519	0.1118	0.1386	0.0194	0.0358	0.0196	0.3115	0.0218	0.0295	0.0458	0.536	0	0	1
149	8	▁f	0.0379	0.096	-0.0581	1.34	0.19	0.2466	3.0	0.2182	11.0	0.1865	24.0	0.1951	75.0	0.1962	653.0	-0.0	0.2683	0.109	0.0906	0.1075	0.0085	0.0614	0.0131	0.5637	0.0165	0.036	0.0106	0.2987	0	0	1
149	9	au	0.8839	0.9274	-0.0435	0.0693	0.0193	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0141	2.0	-0.0	0.0	0.0185	0.1386	0.0737	0.0779	0.0428	0.0135	0.3968	0.0176	0.0167	0.0302	0.4824	0	0	1
149	10	file	0.1538	0.2941	-0.1403	0.9356	0.2469	0.0	1.0	0.0	1.0	0.1868	1.0	0.2145	2.0	0.2479	3.0	0.0	0.0	0.0664	0.0716	0.0748	0.0692	0.0231	0.0061	0.1346	0.0128	0.0555	0.0172	0.7507	0	0	1
149	11	nt	0.9979	0.9931	0.0047	-0.0068	0.0024	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0003	0.4838	0.2034	0.0774	0.0025	0.0156	0.0056	0.079	0.0038	0.0228	0.0126	0.8605	0	0	1
149	12	▁les	0.899	0.9431	-0.0441	0.0691	0.0328	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0128	2.0	0.0	0.0	0.2759	0.145	0.1461	0.016	0.0284	0.0076	0.1351	0.008	0.032	0.0175	0.7714	0	0	1
149	13	▁maisons	0.9755	0.9799	-0.0044	0.0065	0.0062	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0073	0.1068	0.0827	0.0944	0.1226	0.0618	0.0082	0.1845	0.0102	0.1054	0.0184	0.6115	0	0	1
149	14	,	0.6379	0.7244	-0.0865	0.1834	0.0564	0.0	1.0	0.0	1.0	0.0	1.0	0.0321	2.0	0.0321	2.0	0.0	0.006	0.1518	0.122	0.097	0.0772	0.065	0.0125	0.1367	0.0185	0.0444	0.022	0.7009	0	0	1
149	15	▁et	0.9699	0.9757	-0.0058	0.0086	0.0036	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.3094	0.106	0.0854	0.0279	0.0003	0.0399	0.0083	0.1288	0.0109	0.0309	0.0266	0.7547	0	0	1
149	16	▁tu	0.9926	0.9844	0.0082	-0.0119	0.0049	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0052	0.074	0.0682	0.0738	0.0251	0.0533	0.008	0.188	0.0132	0.0525	0.0196	0.6654	0	0	1
149	17	ent	0.9996	0.9987	0.0009	-0.0013	0.0005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0389	0.0867	0.0915	0.047	0.0155	0.0065	0.0716	0.007	0.0151	0.0381	0.8464	0	0	1
149	18	▁les	0.9455	0.982	-0.0365	0.0546	0.0375	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.1046	0.0748	0.0476	0.0009	0.095	0.0081	0.2607	0.0347	0.1141	0.0168	0.4705	0	0	1
149	19	▁indigènes	0.69	0.9852	-0.2952	0.5138	0.9249	0.0	1.0	0.0	1.0	0.0	1.0	0.4275	2.0	0.7107	3.0	-0.0	0.0283	0.1939	0.1803	0.2087	0.6205	0.1265	0.0042	0.219	0.0189	0.2968	0.01	0.3245	0	0	1
149	20	.	0.9907	0.9609	0.0298	-0.0441	0.0221	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0036	0.1205	0.1153	0.3851	0.0773	0.0454	0.0066	0.1037	0.0116	0.037	0.0174	0.7783	0	0	1
149	21	</s>	0.998	0.9979	0.0001	-0.0001	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.4603	0.0828	0.0649	0.0054	0.0003	0.0451	0.023	0.0658	0.0111	0.0599	0.0463	0.7488	0	0	1
150	0	▁En	0.7173	0.8844	-0.1671	0.3021	0.268	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0444	2.0	25.2672	0.5111	0.3666	0.3823	1.0565	3.1018	0.143	0.0922	0.6873	0.031	0.0273	0.0191	0.0	0	0	1
150	1	▁Egypte	0.9432	0.9798	-0.0366	0.0549	0.0255	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0004	0.1767	0.1771	0.1217	0.1486	0.1814	0.0443	0.6132	0.0321	0.0737	0.018	0.0372	0	0	1
150	2	▁ancienne	0.3479	0.6443	-0.2964	0.889	0.2713	0.2877	1.0	0.2877	1.0	0.2877	2.0	0.2877	2.0	0.2634	3.0	-0.0	0.0085	0.1609	0.1515	0.1584	0.0883	0.0745	0.0427	0.4484	0.0184	0.0376	0.0233	0.3551	0	0	1
150	3	,	0.9601	0.964	-0.0038	0.0057	0.0329	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0002	0.1003	0.1515	0.0387	0.0027	0.1995	0.0485	0.1648	0.024	0.0828	0.0291	0.4513	0	0	1
150	4	▁il	0.8694	0.9948	-0.1254	0.1943	0.4614	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.3563	2.0	0.0	0.0797	0.1376	0.1173	0.1577	0.062	0.2706	0.0385	0.1391	0.0339	0.114	0.0408	0.3631	0	1	1
150	5	▁avait	0.9366	0.9698	-0.0332	0.0503	0.0372	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0013	0.1561	0.1088	0.0916	0.6692	0.1476	0.0303	0.2843	0.0626	0.0622	0.0134	0.3996	0	0	1
150	6	▁son	0.8615	0.8548	0.0067	-0.0113	0.0544	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.018	2.0	-0.0	0.007	0.1227	0.0907	0.1151	0.2121	0.1431	0.0324	0.2805	0.0515	0.0633	0.0193	0.4099	0	0	1
150	7	▁propre	0.8997	0.996	-0.0963	0.1467	0.2708	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.2541	2.0	0.0	0.0001	0.0887	0.0564	0.0018	0.0001	0.1401	0.0227	0.3843	0.0607	0.0396	0.0098	0.3428	0	0	1
150	8	▁hi	0.8983	0.5619	0.3364	-0.677	0.2925	0.0	1.0	0.0	1.0	0.0	1.0	0.276	1.0	0.276	2.0	-0.0	0.0001	0.071	0.0754	0.1521	0.0061	0.1497	0.0178	0.5805	0.0849	0.0225	0.0048	0.1399	0	0	1
150	9	é	1.0	0.9999	0.0001	-0.0001	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0001	0.0427	0.0681	0.0632	0.0439	0.0743	0.0111	0.3324	0.0407	0.0145	0.014	0.513	0	0	1
150	10	rog	0.9995	0.9992	0.0003	-0.0004	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.1162	0.0663	0.0631	0.0579	0.0609	0.0103	0.3274	0.0377	0.0302	0.0104	0.5231	0	0	1
150	11	ly	0.9998	0.9998	-0.0001	0.0001	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.1328	0.0635	0.0734	0.1031	0.0398	0.0053	0.2126	0.0316	0.0138	0.0031	0.6937	0	0	1
150	12	phe	0.9995	0.9997	-0.0002	0.0003	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0005	0.1094	0.0732	0.0714	0.0511	0.0472	0.0067	0.2137	0.0324	0.0086	0.0051	0.6864	0	0	1
150	13	.	0.9739	0.973	0.0009	-0.0014	0.0074	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0965	0.082	0.4704	0.0427	0.1309	0.0187	0.1355	0.0301	0.0271	0.0127	0.645	0	0	1
150	14	</s>	0.9963	0.9983	-0.0021	0.003	0.0015	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0744	0.1238	0.1021	0.0702	0.0006	0.1124	0.0306	0.0861	0.024	0.0747	0.0374	0.6348	0	0	1
151	0	▁elle	0.1914	0.9491	-0.7577	2.3098	3.5499	0.0	1.0	2.3961	2.0	2.7597	4.0	3.1961	7.0	3.4534	29.0	25.0166	0.4179	0.4242	0.4999	1.0028	4.5284	0.1735	0.2362	0.3021	0.0521	0.1365	0.0997	0.0	0	1	1
151	1	▁m	0.9804	0.9742	0.0062	-0.0091	0.0061	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.4335	0.282	0.2267	0.1808	0.1301	0.1142	0.4235	0.0761	0.0839	0.0844	0.0879	0	0	1
151	2	'	0.9985	0.9986	-0.0	0.0	0.0029	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.066	0.114	0.0255	0.0749	0.2889	0.0799	0.2178	0.0341	0.1275	0.0667	0.1851	0	0	1
151	3	a	0.8751	0.9311	-0.0561	0.0896	0.1751	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.143	2.0	0.0	0.1046	0.1774	0.1362	0.1202	0.0454	0.1086	0.0841	0.4918	0.0554	0.0848	0.0484	0.1269	0	0	1
151	4	▁inspiré	0.9669	0.9906	-0.0238	0.035	0.0304	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0052	0.1321	0.1517	0.1359	0.2116	0.1347	0.0739	0.4397	0.0437	0.0813	0.0444	0.1823	0	0	1
151	5	.	0.9753	0.9762	-0.0008	0.0012	0.0232	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0092	0.123	0.1567	0.4711	0.3914	0.105	0.0515	0.1222	0.0287	0.1196	0.0591	0.5139	0	0	1
151	6	</s>	0.9945	0.9955	-0.0009	0.0013	0.0015	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0843	0.2336	0.1578	0.0584	0.0024	0.1141	0.0969	0.141	0.0303	0.0885	0.0965	0.4326	0	0	1
152	0	▁un	0.0	0.0	0.0	-8.2397	0.3054	0.0	1.0	0.1506	2.0	0.1406	3.0	0.2503	7.0	0.294	15.0	24.8747	0.4474	0.3605	0.3932	1.0702	2.9646	0.1557	0.1523	0.4111	0.0658	0.1064	0.1086	0.0	0	0	1
152	1	k	0.0	0.0003	-0.0002	4.5623	1.7933	1.2618	2.0	1.9427	28.0	1.9483	102.0	1.9673	317.0	1.8816	1750.0	0.0	0.0002	0.2318	0.3155	0.3669	0.461	0.1236	0.0707	0.2274	0.0505	0.1462	0.1824	0.1992	0	0	1
152	2	>	0.0	0.0	0.0	-2.7229	2.2155	4.3319	2.0	2.6828	10.0	2.4138	36.0	2.325	166.0	2.2667	1720.0	0.0	0.0	0.0271	0.178	0.3839	0.9596	0.073	0.023	0.0815	0.018	0.0797	0.0965	0.6284	0	0	1
152	3	▁a	0.003	0.0007	0.0023	-2.1404	0.6345	0.0	1.0	0.261	3.0	0.4065	7.0	0.5506	22.0	0.6412	396.0	0.0	0.0005	0.2327	0.2284	0.2955	0.8533	0.0265	0.0245	0.0657	0.0128	0.0463	0.0484	0.7757	0	0	1
152	4	▁ne	0.0014	0.0015	-0.0001	0.0717	3.4619	6.3621	1.0	5.229	5.0	4.6619	29.0	4.1243	170.0	3.695	2053.0	0.0	0.0001	0.1389	0.1919	0.5916	3.232	0.0204	0.0134	0.0397	0.0086	0.0479	0.0572	0.8128	0	0	1
152	5	▁veut	0.0207	0.2149	-0.1943	3.3771	2.8478	1.2726	1.0	2.5918	5.0	2.8641	15.0	2.9478	72.0	2.9097	719.0	-0.0	0.0007	0.1053	0.1739	0.2273	0.9099	0.0239	0.0176	0.0611	0.011	0.0373	0.0378	0.8114	0	0	1
152	6	▁pas	0.8784	0.9599	-0.0815	0.1279	0.1385	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0721	2.0	0.0	0.0005	0.1402	0.1278	0.0026	0.0007	0.0334	0.0241	0.0884	0.0154	0.0557	0.072	0.711	0	0	1
152	7	▁dire	0.9282	0.9907	-0.0624	0.0939	0.153	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.1006	0.1182	0.2108	0.0305	0.0352	0.0198	0.0912	0.0165	0.0413	0.0374	0.7585	0	0	1
152	8	▁qu	0.888	0.9895	-0.1015	0.1562	0.2544	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1455	2.0	-0.0	0.0	0.1315	0.2251	0.3139	0.0996	0.0293	0.0161	0.0575	0.0102	0.0619	0.0451	0.78	0	0	1
152	9	'	0.9725	0.9978	-0.0253	0.0371	0.0812	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0002	0.0295	0.1152	0.0543	0.0351	0.029	0.0148	0.0428	0.0081	0.0346	0.034	0.8367	0	0	1
152	10	elles	0.4943	0.9728	-0.4785	0.9768	1.8203	0.0	1.0	0.0	1.0	1.7077	2.0	1.7077	2.0	1.9102	3.0	0.0	0.1017	0.1158	0.1203	0.2163	0.0786	0.058	0.0223	0.0792	0.0148	0.0492	0.0382	0.7382	0	1	1
152	11	▁ne	0.6152	0.6145	0.0007	-0.0016	0.0117	0.0	1.0	0.0	1.0	0.0	1.0	0.0002	2.0	0.0023	3.0	-0.0	0.03	0.0926	0.1163	0.1861	0.058	0.0366	0.0223	0.1328	0.025	0.0328	0.0278	0.7228	0	0	1
152	12	▁comptent	0.6538	0.5354	0.1184	-0.2882	0.0814	0.0	1.0	0.0	1.0	0.0	1.0	0.0504	2.0	0.0504	2.0	-0.0	0.0001	0.0707	0.1002	0.1376	0.0455	0.0455	0.014	0.246	0.0377	0.0337	0.022	0.6011	0	0	1
152	13	▁pas	0.9562	0.9701	-0.0138	0.0207	0.0105	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0192	0.0771	0.0951	0.0994	0.0001	0.0329	0.0203	0.0913	0.0299	0.0642	0.0307	0.7308	0	0	1
152	14	.	0.7975	0.8974	-0.0999	0.1703	0.0773	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0421	4.0	-0.0	0.0	0.0738	0.0998	0.2186	0.2006	0.0333	0.0223	0.0672	0.0176	0.0447	0.0386	0.7763	0	0	1
152	15	</s>	0.9719	0.9957	-0.0238	0.0349	0.035	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.1168	0.1326	0.0912	0.0095	0.0027	0.0183	0.0152	0.032	0.0094	0.0347	0.0365	0.8538	0	0	1
153	0	▁Ét	0.6031	0.5824	0.0207	-0.0503	0.5513	0.0	1.0	0.0	1.0	0.0	1.0	0.557	2.0	0.5514	10.0	25.0135	0.3971	0.3512	0.3847	0.9419	2.8105	0.1392	0.1136	0.5108	0.056	0.1198	0.0607	0.0	0	0	1
153	1	aient	0.9857	0.9915	-0.0057	0.0084	0.0088	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.1494	0.1906	0.1154	0.0681	0.0452	0.0294	0.1586	0.0141	0.0444	0.2297	0.4785	0	0	1
153	2	-	0.9912	0.9846	0.0066	-0.0097	0.0239	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0012	0.1368	0.132	0.0172	0.0001	0.095	0.0393	0.2188	0.0426	0.1918	0.0858	0.3268	0	0	1
153	3	elles	0.1699	0.9949	-0.825	2.5498	5.4555	5.3623	1.0	5.3623	1.0	5.3623	1.0	5.3623	1.0	5.3623	2.0	0.0	0.0002	0.2272	0.1414	0.1109	0.2389	0.075	0.038	0.2335	0.0321	0.0772	0.065	0.4792	0	1	1
153	4	▁dans	0.4011	0.2925	0.1086	-0.4554	0.1087	0.0	1.0	0.0	1.0	0.0335	2.0	0.0335	2.0	0.0566	8.0	-0.0	0.0047	0.2037	0.1958	0.141	0.1254	0.1292	0.037	0.4155	0.0478	0.0411	0.0381	0.2911	0	0	1
153	5	▁les	0.6385	0.6933	-0.0548	0.1188	0.0863	0.0	1.0	0.0	1.0	0.0	1.0	0.0002	2.0	0.041	3.0	-0.0	0.0001	0.0955	0.1234	0.1103	0.0912	0.1263	0.025	0.4327	0.0453	0.0446	0.0245	0.3016	0	0	1
153	6	▁bras	0.9898	0.9912	-0.0014	0.0021	0.0039	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0132	0.1292	0.1216	0.156	0.1205	0.1399	0.0211	0.4771	0.0519	0.0335	0.0202	0.2563	0	0	1
153	7	▁l	0.4585	0.6639	-0.2054	0.534	0.0956	0.0	1.0	0.0	1.0	0.0833	2.0	0.0833	2.0	0.0878	3.0	-0.0	0.0	0.033	0.1123	0.0896	0.163	0.1905	0.0225	0.3318	0.0402	0.0423	0.0261	0.3466	0	0	1
153	8	'	0.9981	0.9984	-0.0003	0.0004	0.0016	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0005	0.1759	0.0718	0.006	0.0161	0.0641	0.0169	0.1768	0.0233	0.0559	0.0334	0.6296	0	0	1
153	9	une	0.987	0.946	0.0411	-0.0613	0.0292	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.1654	0.1889	0.1334	0.072	0.0571	0.0544	0.0202	0.1924	0.0219	0.039	0.0505	0.6216	0	0	1
153	10	▁de	0.9845	0.9809	0.0036	-0.0053	0.0064	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0004	0.0817	0.0793	0.0715	0.0326	0.0519	0.0175	0.1632	0.0274	0.05	0.0271	0.6628	0	0	1
153	11	▁l	0.9989	0.9967	0.0022	-0.0032	0.0016	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0279	0.1356	0.108	0.0776	0.0012	0.0501	0.013	0.1301	0.0184	0.0594	0.03	0.699	0	0	1
153	12	'	0.9946	0.9799	0.0147	-0.0215	0.0078	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0011	0.1072	0.0709	0.0136	0.0007	0.0497	0.0146	0.147	0.0198	0.0319	0.0317	0.7052	0	0	1
153	13	autre	0.9998	0.9997	0.0001	-0.0001	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.084	0.1293	0.1544	0.0592	0.0017	0.0371	0.0113	0.1403	0.0137	0.0416	0.0318	0.7242	0	0	1
153	14	?	0.5205	0.803	-0.2825	0.6254	0.2121	0.0	1.0	0.0	1.0	0.0	1.0	0.2097	2.0	0.2097	2.0	0.0	0.0014	0.0739	0.088	0.2386	0.5502	0.1704	0.0256	0.1181	0.0366	0.2401	0.0183	0.3909	0	0	1
153	15	</s>	0.9954	0.9979	-0.0025	0.0036	0.0017	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0004	0.1009	0.1085	0.2351	0.0128	0.0795	0.0268	0.0755	0.0236	0.3528	0.0318	0.41	0	0	1
154	0	▁Eh	0.1886	0.6198	-0.4311	1.7161	1.2752	1.1126	1.0	1.1126	1.0	1.1126	2.0	1.3042	4.0	1.2761	15.0	24.1244	0.52	0.3625	0.3781	0.7715	2.4349	0.2245	0.117	0.3252	0.0265	0.233	0.0738	0.0	0	0	1
154	1	▁bien	0.9985	0.9982	0.0003	-0.0004	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0019	0.1433	0.1697	0.153	0.0	0.0704	0.0812	0.164	0.0129	0.0621	0.118	0.4913	0	0	1
154	2	,	0.9643	0.9957	-0.0314	0.0462	0.0752	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.1445	0.1761	0.1301	0.0023	0.1719	0.0737	0.2281	0.0197	0.1679	0.0546	0.2841	0	0	1
154	3	▁espérons	0.9572	0.9645	-0.0073	0.0109	0.0082	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.1639	0.1871	0.147	0.1597	0.1666	0.0904	0.0623	0.4232	0.0251	0.0617	0.0562	0.2812	0	0	1
154	4	▁qu	0.8482	0.891	-0.0428	0.071	0.0392	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0006	2.0	-0.0	0.0143	0.1788	0.1611	0.0496	0.0019	0.0503	0.0219	0.1296	0.0141	0.056	0.0447	0.6834	0	0	1
154	5	'	0.9992	0.9974	0.0018	-0.0026	0.0018	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0014	0.122	0.1411	0.0525	0.0159	0.0883	0.0331	0.2305	0.0226	0.0753	0.0296	0.5206	0	0	1
154	6	elles	0.1892	0.9797	-0.7905	2.3723	3.2016	3.2256	1.0	3.2256	1.0	3.2256	1.0	3.2256	1.0	3.2256	2.0	0.0	0.1268	0.2034	0.1356	0.1404	0.5007	0.2352	0.0232	0.1637	0.0219	0.1603	0.0171	0.3786	0	1	1
154	7	▁sont	0.2235	0.6925	-0.469	1.6315	0.7138	0.4729	1.0	0.4729	1.0	0.4729	1.0	0.4729	2.0	0.6984	3.0	-0.0	0.0837	0.113	0.1477	0.1499	0.5274	0.0391	0.0101	0.1902	0.0155	0.0422	0.029	0.6739	0	0	1
154	8	▁juste	0.269	0.4898	-0.2208	0.8645	0.1673	0.1442	1.0	0.1442	1.0	0.1442	1.0	0.1442	2.0	0.1364	4.0	-0.0	0.0067	0.1417	0.1068	0.1384	0.1685	0.0515	0.0151	0.6338	0.0362	0.0239	0.0159	0.2236	0	0	1
154	9	▁timide	0.9814	0.9853	-0.0039	0.0057	0.0028	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0401	0.138	0.1396	0.1033	0.0428	0.0064	0.7261	0.0198	0.0202	0.0067	0.1779	0	0	1
154	10	s	0.9612	0.9663	-0.0051	0.0076	0.0049	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0253	0.1809	0.1193	0.0154	0.0002	0.0473	0.0073	0.1962	0.0195	0.0351	0.0135	0.6811	0	0	1
154	11	,	0.9123	0.937	-0.0247	0.0386	0.0468	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0235	0.1553	0.1239	0.1082	0.0462	0.0638	0.0146	0.2769	0.0442	0.0465	0.0197	0.5344	0	0	1
154	12	▁pas	0.8281	0.7758	0.0523	-0.0941	0.0183	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.007	2.0	-0.0	0.3159	0.1212	0.1311	0.1412	0.0013	0.0831	0.0212	0.2834	0.0521	0.0442	0.018	0.498	0	0	1
154	13	▁mortes	0.9217	0.9035	0.0181	-0.0287	0.021	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.2656	0.1617	0.1773	0.094	0.1022	0.0097	0.2249	0.0333	0.0519	0.0153	0.5628	0	0	1
154	14	▁aussi	0.349	0.48	-0.131	0.4598	0.1356	0.1317	1.0	0.1317	1.0	0.1181	2.0	0.1181	2.0	0.1181	3.0	0.0	0.0424	0.1345	0.1168	0.1214	0.0379	0.061	0.0114	0.2122	0.0496	0.1008	0.0109	0.554	0	0	1
154	15	.	0.994	0.9883	0.0057	-0.0083	0.007	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.112	0.1061	0.2591	0.0128	0.0522	0.012	0.2144	0.0548	0.0356	0.0117	0.6194	0	0	1
154	16	</s>	0.9982	0.9989	-0.0007	0.001	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.5409	0.1256	0.0784	0.0057	0.0005	0.0584	0.0178	0.0765	0.019	0.0847	0.0257	0.7179	0	0	1
155	0	▁Je	0.1263	0.1897	-0.0634	0.5868	1.4567	1.8049	1.0	1.8049	1.0	1.4889	1.0	1.7081	3.0	1.5218	6.0	26.0182	0.6076	0.3736	0.3998	0.8621	2.4001	0.2537	0.1206	0.3727	0.0428	0.1485	0.0617	0.0	0	0	1
155	1	▁suppose	0.5382	0.568	-0.0298	0.0777	0.0221	0.0	1.0	0.0	1.0	0.0	1.0	0.0136	2.0	0.0192	3.0	-0.0	0.0031	0.3526	0.1345	0.1238	0.0349	0.0891	0.0734	0.5871	0.0411	0.0667	0.0607	0.082	0	0	1
155	2	▁qu	0.9898	0.9943	-0.0046	0.0066	0.0022	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0049	0.133	0.1212	0.0178	0.0031	0.1323	0.0859	0.3116	0.0324	0.0607	0.0544	0.3227	0	0	1
155	3	'	0.9985	0.9986	-0.0001	0.0002	0.0037	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0001	0.0324	0.0859	0.0082	0.0205	0.1881	0.0432	0.2494	0.0279	0.1087	0.052	0.3307	0	0	1
155	4	elles	0.0058	0.8985	-0.8926	7.2667	3.0115	3.1282	1.0	3.1282	1.0	3.1282	1.0	3.1282	1.0	3.1282	1.0	0.0	0.0851	0.1329	0.1159	0.0879	0.0674	0.1682	0.0507	0.2553	0.0353	0.1573	0.04	0.2932	0	1	1
155	5	▁ont	0.9367	0.8988	0.0378	-0.0595	0.0275	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0198	1.0	-0.0	0.0014	0.09	0.1163	0.1002	0.0134	0.0786	0.0742	0.3469	0.0344	0.0696	0.0507	0.3457	0	0	1
155	6	▁entendu	0.9701	0.976	-0.0058	0.0086	0.0067	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0018	0.0964	0.1019	0.1247	0.0913	0.1187	0.0376	0.3279	0.0253	0.1074	0.0386	0.3445	0	0	1
155	7	▁dire	0.3694	0.8306	-0.4612	1.1688	0.5405	0.5375	1.0	0.5375	1.0	0.5375	1.0	0.5375	2.0	0.5375	2.0	0.0	0.0001	0.2145	0.1004	0.1632	0.1529	0.0975	0.0294	0.1996	0.0174	0.0657	0.0357	0.5547	0	0	1
155	8	▁que	0.9866	0.9816	0.005	-0.0073	0.0047	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0354	0.2005	0.0251	0.0	0.1036	0.0207	0.3769	0.0216	0.077	0.0219	0.3782	0	0	1
