source_full	source_current	source_context	source_current_tagged	source_context_tagged	gold_target_full	gold_target_current	gold_target_context	gold_target_current_tagged	gold_target_context_tagged	gold_target_current_contrast	generated_target_full	generated_target_current	generated_target_context
So vote for Andie. I don't know if you noticed, but I bought out the whole restaurant. What do you think? Best boyfriend ever? (Chuckles) I also got flowers.<brk> Yeah, they're really great.	Yeah, they're really great.	So vote for Andie. I don't know if you noticed, but I bought out the whole restaurant. What do you think? Best boyfriend ever? (Chuckles) I also got flowers.	Yeah, <p>they</p>'re really great.	So vote for Andie. I don't know if you noticed, but I bought out the whole restaurant. What do you think? Best boyfriend ever? (Chuckles) I also got <hon>flowers<hoff>.	Alors vote pour Andie. Je ne sais pas si vous avez remarqué, mais j'ai acheté le restaurant en entier. Qu'est-ce que tu crois ? Meilleurs petit copain ? J'ai déjà les  fleurs .<brk> Ouais, elles sont géniales.	Ouais, elles sont géniales.	Alors vote pour Andie. Je ne sais pas si vous avez remarqué, mais j'ai acheté le restaurant en entier. Qu'est-ce que tu crois ? Meilleurs petit copain ? J'ai déjà les  fleurs .	Ouais, <p>elles</p> sont géniales.	Alors vote pour Andie. Je ne sais pas si vous avez remarqué, mais j'ai acheté le restaurant en entier. Qu'est-ce que tu crois ? Meilleurs petit copain ? J'ai déjà les  <hon>fleurs<hoff> .	Ouais, ils sont géniales.	Alors votez pour Andie. Je ne sais pas si vous avez remarqué, mais j'ai acheté tout le restaurant. Qu'en penses-tu? Le meilleur petit ami que j'aie jamais eu? (Coqueluche) J'ai aussi des fleurs.<brk> Ouais, elles sont vraiment super.	Ouais, elles sont vraiment super.	Alors votez pour Andie. Je ne sais pas si vous avez remarqué, mais j'ai acheté tout le restaurant. Qu'en penses-tu? Le meilleur petit ami que j'aie jamais eu? (Coqueluche) J'ai aussi des fleurs.
Never mention your work. What should I talk about then? You start... You start with... a joke. A joke always works. It's a good way to relax women.<brk> They relax, they laugh, things start moving.	They relax, they laugh, things start moving.	Never mention your work. What should I talk about then? You start... You start with... a joke. A joke always works. It's a good way to relax women.	They relax, <p>they</p> laugh, things start moving.	Never mention your work. What should I talk about then? You start... You start with... a joke. A joke always works. It's a good way to relax <hon>women<hoff>.	- Ne parle pas de ton boulot. - Je parle de quoi alors ? Tu commences... Tu commences avec... une blague. Ça marche toujours pour détendre les  femmes .<brk> Tout se relâche, elles rient, ça commence à bouger.	Tout se relâche, elles rient, ça commence à bouger.	- Ne parle pas de ton boulot. - Je parle de quoi alors ? Tu commences... Tu commences avec... une blague. Ça marche toujours pour détendre les  femmes .	Tout se relâche, <p>elles</p> rient, ça commence à bouger.	- Ne parle pas de ton boulot. - Je parle de quoi alors ? Tu commences... Tu commences avec... une blague. Ça marche toujours pour détendre les  <hon>femmes<hoff> .	Tout se relâche, ils rient, ça commence à bouger.	Ne mentionne jamais ton travail. De quoi devrais-je parler alors? Tu commences... Tu commences avec... une blague. Une blague marche toujours. C'est un bon moyen de relaxer les femmes.<brk> Elles se relaxent, elles rient, les choses bougent.	Elles se relaxent, elles rient, les choses bougent.	Ne mentionne jamais ton travail. De quoi devrais-je parler alors? Tu commences... Tu commences avec... une blague. Une blague marche toujours. C'est un bon moyen de relaxer les femmes.
Okay, now jump. I think we're almost there. Thank God. This cave is the worst. I know, I don't know what's more offensive... the actual racism or the insulting notion that it might somehow rub off on us. Jive turkeys!<brk> Kill them before they start multiplying!	Kill them before they start multiplying!	Okay, now jump. I think we're almost there. Thank God. This cave is the worst. I know, I don't know what's more offensive... the actual racism or the insulting notion that it might somehow rub off on us. Jive turkeys!	Kill them before <p>they</p> start multiplying!	Okay, now jump. I think we're almost there. Thank God. This cave is the worst. I know, I don't know what's more offensive... the actual racism or the insulting notion that it might somehow rub off on us. Jive <hon>turkeys<hoff>!	Ok, maintenant sautez. Je pense qu'on y est presque. Dieu merci, cette cave est horrible. Je sais, je ne sais pas ce qui est le plus offensant-- Le racisme latent ou l'injure ce qui pourrait de toute façon nous influencer. Attention! Des  dindes!<brk> Tuez-les avant qu'elles ne se multiplient!	Tuez-les avant qu'elles ne se multiplient!	Ok, maintenant sautez. Je pense qu'on y est presque. Dieu merci, cette cave est horrible. Je sais, je ne sais pas ce qui est le plus offensant-- Le racisme latent ou l'injure ce qui pourrait de toute façon nous influencer. Attention! Des  dindes!	Tuez-les avant qu'<p>elles</p> ne se multiplient!	Ok, maintenant sautez. Je pense qu'on y est presque. Dieu merci, cette cave est horrible. Je sais, je ne sais pas ce qui est le plus offensant-- Le racisme latent ou l'injure ce qui pourrait de toute façon nous influencer. Attention! Des  <hon>dindes<hoff>!	Tuez-les avant qu'ils ne se multiplient!	Bon, saute. Je crois qu'on est presque là. Dieu merci. Cette grotte est la pire. Je ne sais pas ce qui est le plus offensant... le racisme réel ou la notion insultante qu'il pourrait nous endommager. Tue les dindes!<brk> Tue-les avant qu'elles ne se multiplient!	Tue-les avant qu'elles ne se multiplient!	Bon, saute. Je crois qu'on est presque là. Dieu merci. Cette grotte est la pire. Je ne sais pas ce qui est le plus offensant... le racisme réel ou la notion insultante qu'il pourrait nous endommager. Tue les dindes!
A man could get robbed. Or even killed. You threaten my father again, I'll kill you myself... on this road. You hear me? My quarrel was with your father.<brk> Now it is with you as well.	Now it is with you as well.	A man could get robbed. Or even killed. You threaten my father again, I'll kill you myself... on this road. You hear me? My quarrel was with your father.	Now <p>it</p> is with you as well.	A man could get robbed. Or even killed. You threaten my father again, I'll kill you myself... on this road. You hear me? My <hon>quarrel<hoff> was with your father.	Un homme pourrait se faire voler. Voire tuer. Tu menaces encore mon père et c'est moi qui te tuerai sur cette route. Tu m'entends ? Ma  querelle  était avec ton père.<brk> Maintenant elle est aussi avec toi.	Maintenant elle est aussi avec toi.	Un homme pourrait se faire voler. Voire tuer. Tu menaces encore mon père et c'est moi qui te tuerai sur cette route. Tu m'entends ? Ma  querelle  était avec ton père.	Maintenant <p>elle</p> est aussi avec toi.	Un homme pourrait se faire voler. Voire tuer. Tu menaces encore mon père et c'est moi qui te tuerai sur cette route. Tu m'entends ? Ma  <hon>querelle<hoff>  était avec ton père.	Maintenant il est aussi avec toi.	Un homme peut se faire voler. Ou même tuer. Tu menaces encore mon père, je te tuerai moi-même... sur cette route. Tu m'entends? Ma querelle était avec ton père.<brk> Maintenant, elle est aussi avec toi.	Maintenant, elle est aussi avec toi.	Un homme peut se faire voler. Ou même tuer. Tu menaces encore mon père, je te tuerai moi-même... sur cette route. Tu m'entends? Ma querelle était avec ton père.
"See, I would have expected you to have an extra-special suit tailor-made just for this occasion. Oh, I did. I had my boy Timmy G make the perfect wedding suit. You ever heard of ""bespoke""? This suit was be-freaking-screamed.<brk> But then I tried it on this morning and it was uncomfortable and itchy and completely wrong."	But then I tried it on this morning and it was uncomfortable and itchy and completely wrong.	"See, I would have expected you to have an extra-special suit tailor-made just for this occasion. Oh, I did. I had my boy Timmy G make the perfect wedding suit. You ever heard of ""bespoke""? This suit was be-freaking-screamed."	But then I tried <p>it</p> on this morning and it was uncomfortable and itchy and completely wrong.	"See, I would have expected you to have an extra-special suit tailor-made just for this occasion. Oh, I did. I had my boy Timmy G make the perfect wedding suit. You ever heard of ""bespoke""? This <hon>suit<hoff> was be-freaking-screamed."	"Tu vois, je m'attendais à ce que tu aies un costume très spécial sur-mesure juste pour l'occasion. Oh, je l'ai fais. J'ai fait faire à mon gars Timmy G le costume de mariage parfait. Tu as déjà entendu parler de ""fait sur mesure"" ? Ce  costume  était ""mégafait sur mégamesure""<brk> Mais ensuite je l'ai essayé ce matin et il était inconfortable et il démangeait et était complétement mauvais."	Mais ensuite je l'ai essayé ce matin et il était inconfortable et il démangeait et était complétement mauvais.	"Tu vois, je m'attendais à ce que tu aies un costume très spécial sur-mesure juste pour l'occasion. Oh, je l'ai fais. J'ai fait faire à mon gars Timmy G le costume de mariage parfait. Tu as déjà entendu parler de ""fait sur mesure"" ? Ce  costume  était ""mégafait sur mégamesure"""	Mais ensuite je l'ai essayé ce matin et <p>il</p> était inconfortable et il démangeait et était complétement mauvais.	"Tu vois, je m'attendais à ce que tu aies un costume très spécial sur-mesure juste pour l'occasion. Oh, je l'ai fais. J'ai fait faire à mon gars Timmy G le costume de mariage parfait. Tu as déjà entendu parler de ""fait sur mesure"" ? Ce  <hon>costume<hoff>  était ""mégafait sur mégamesure"""	Mais ensuite je l'ai essayé ce matin et elle était inconfortable et il démangeait et était complétement mauvais.	"J'aurais voulu que tu avais un costume spécial, fait sur mesure pour cette occasion. Oh, je l'ai eu. J'ai demandé à mon fils Timmy G de faire le parfait costume de mariée. Tu as entendu parler de ""bespoke""? Ce costume était horriblement criant.<brk> Mais j'ai essayé ce matin et il était inconfortable et agité et complètement faux."	Mais j'ai essayé ce matin et il était inconfortable et agité et complètement faux.	"J'aurais voulu que tu avais un costume spécial, fait sur mesure pour cette occasion. Oh, je l'ai eu. J'ai demandé à mon fils Timmy G de faire le parfait costume de mariée. Tu as entendu parler de ""bespoke""? Ce costume était horriblement criant."
Rape. Years ago, when I was new here... ..there was this lady, Sally. Jacs didn't like her, saw her as competition, so wanted to take her out. They ganged her and Jacs forced me to watch. And I will never forget Sal lying on the floor of the workroom.<brk> And I tried to help her after they left.	And I tried to help her after they left.	Rape. Years ago, when I was new here... ..there was this lady, Sally. Jacs didn't like her, saw her as competition, so wanted to take her out. They ganged her and Jacs forced me to watch. And I will never forget Sal lying on the floor of the workroom.	And I tried to help her after <p>they</p> left.	Rape. Years ago, when I was new here... ..there was this lady, Sally. Jacs didn't like her, saw her as competition, so wanted to take her out. <hon>They<hoff> ganged her and Jacs forced me to watch. And I will never forget Sal lying on the floor of the workroom.	Viol. Il a des années, quand j'étais nouvelle ici, il y avait cette dame, Sally. Elle était vraiment gentille avec moi. Jacs ne l'aimait pas, elle a vu une rivale, elle a voulu la mettre hors jeu.  Elles  l'ont fait et Jacs m'a obligée à regarder. Je n'oublierai jamais Sal gisant sur le sol de l'atelier.<brk> Et j'ai essayé de l'aider après qu'elles soient parties.	Et j'ai essayé de l'aider après qu'elles soient parties.	Viol. Il a des années, quand j'étais nouvelle ici, il y avait cette dame, Sally. Elle était vraiment gentille avec moi. Jacs ne l'aimait pas, elle a vu une rivale, elle a voulu la mettre hors jeu.  Elles  l'ont fait et Jacs m'a obligée à regarder. Je n'oublierai jamais Sal gisant sur le sol de l'atelier.	Et j'ai essayé de l'aider après qu'<p>elles</p> soient parties.	Viol. Il a des années, quand j'étais nouvelle ici, il y avait cette dame, Sally. Elle était vraiment gentille avec moi. Jacs ne l'aimait pas, elle a vu une rivale, elle a voulu la mettre hors jeu.  <hon>Elles<hoff>  l'ont fait et Jacs m'a obligée à regarder. Je n'oublierai jamais Sal gisant sur le sol de l'atelier.	Et j'ai essayé de l'aider après qu'ils soient parties.	Viol. Il y a des années, quand j'étais nouveau ici.....il y avait cette dame, Sally. Les Jacs ne l'aimaient pas, la voyaient comme une compétition, donc voulaient l'enlever. Ils l'ont piégée et les Jacs m'ont forcée à la regarder. Et je n'oublierai jamais Sal allongé sur le sol de la salle de travail.<brk> Et j'ai essayé de l'aider après qu'ils soient partis.	Et j'ai essayé de l'aider après qu'ils soient partis.	Viol. Il y a des années, quand j'étais nouveau ici.....il y avait cette dame, Sally. Les Jacs ne l'aimaient pas, la voyaient comme une compétition, donc voulaient l'enlever. Ils l'ont piégée et les Jacs m'ont forcée à la regarder. Et je n'oublierai jamais Sal allongé sur le sol de la salle de travail.
You know, when I was a kid, I used to think that there were people in the radio. Like, these little itty-bitty people that climbed in and played on their mini instruments and sang into their tiny microphones! That's stupid. I used to put Scotch Tape around my dolls so I'd know if they moved when I was sleeping. They never did.<brk> But I always wondered if they were smart enough to go back to their exact positions and put the tape back on so I wouldn't know.	But I always wondered if they were smart enough to go back to their exact positions and put the tape back on so I wouldn't know.	You know, when I was a kid, I used to think that there were people in the radio. Like, these little itty-bitty people that climbed in and played on their mini instruments and sang into their tiny microphones! That's stupid. I used to put Scotch Tape around my dolls so I'd know if they moved when I was sleeping. They never did.	But I always wondered if <p>they</p> were smart enough to go back to their exact positions and put the tape back on so I wouldn't know.	You know, when I was a kid, I used to think that there were people in the radio. Like, these little itty-bitty people that climbed in and played on their mini instruments and sang into their tiny microphones! That's stupid. I used to put Scotch Tape around my <hon>dolls<hoff> so I'd know if they moved when I was sleeping. They never did.	Vous savez, quand j'étais petite, je croyais qu'il y avait des gens dans la radio. Des personnes minuscules qui grimpaient à l'intérieur, jouaient de leur mini-instrument et chantaient dans leur mini-micro ! C'est ridicule. Je mettais du ruban adhésif sur mes  poupées  pour voir si elles bougeaient pendant mon sommeil. Elles ne bougeaient jamais.<brk> Mais je me demandais si elles étaient assez futées pour retourner dans la même position et remettre le ruban pour que je ne sache rien.	Mais je me demandais si elles étaient assez futées pour retourner dans la même position et remettre le ruban pour que je ne sache rien.	Vous savez, quand j'étais petite, je croyais qu'il y avait des gens dans la radio. Des personnes minuscules qui grimpaient à l'intérieur, jouaient de leur mini-instrument et chantaient dans leur mini-micro ! C'est ridicule. Je mettais du ruban adhésif sur mes  poupées  pour voir si elles bougeaient pendant mon sommeil. Elles ne bougeaient jamais.	Mais je me demandais si <p>elles</p> étaient assez futées pour retourner dans la même position et remettre le ruban pour que je ne sache rien.	Vous savez, quand j'étais petite, je croyais qu'il y avait des gens dans la radio. Des personnes minuscules qui grimpaient à l'intérieur, jouaient de leur mini-instrument et chantaient dans leur mini-micro ! C'est ridicule. Je mettais du ruban adhésif sur mes  <hon>poupées<hoff>  pour voir si elles bougeaient pendant mon sommeil. Elles ne bougeaient jamais.	Mais je me demandais si ils étaient assez futées pour retourner dans la même position et remettre le ruban pour que je ne sache rien.	Tu sais, quand j'étais gosse, je pensais qu'il y avait des gens à la radio. Comme ces minuscules gens qui montaient et jouaient sur leurs mini instruments et chantaient dans leurs micros! C'est stupide. J'avais mis une Scotch Tape autour de mes poupées pour savoir si elles bougeaient pendant mon sommeil. Elles ne bougeaient jamais.<brk> Mais je me demandais si elles étaient assez intelligentes pour revenir à leur position exacte et remettre la cassette à son tour pour que je ne sache pas.	Mais je me demandais si elles étaient assez intelligentes pour revenir à leur position exacte et remettre la cassette à son tour pour que je ne sache pas.	Tu sais, quand j'étais gosse, je pensais qu'il y avait des gens à la radio. Comme ces minuscules gens qui montaient et jouaient sur leurs mini instruments et chantaient dans leurs micros! C'est stupide. J'avais mis une Scotch Tape autour de mes poupées pour savoir si elles bougeaient pendant mon sommeil. Elles ne bougeaient jamais.
"I am descendant from no god. Nor man of lofty note. I'm tolerated within the Senate solely for the wealth I have amassed through labor and dealings those with ""proper"" lineage deem beneath them. And you believe this singular cause why they hate you, hmm? Your campaign against Mithridates and um other adventures.<brk> Costly, were they not?"	Costly, were they not?	"I am descendant from no god. Nor man of lofty note. I'm tolerated within the Senate solely for the wealth I have amassed through labor and dealings those with ""proper"" lineage deem beneath them. And you believe this singular cause why they hate you, hmm? Your campaign against Mithridates and um other adventures."	Costly, were <p>they</p> not?	"I am descendant from no god. Nor man of lofty note. I'm tolerated within the Senate solely for the wealth I have amassed through labor and dealings those with ""proper"" lineage deem beneath them. And you believe this singular cause why they hate you, hmm? Your campaign against Mithridates and um other <hon>adventures<hoff>."	"Je ne descends d'aucun dieu. Ni d'une haute lignée. Je suis toléré au sein du Sénat uniquement pour la richesse que j'ai amassée par le travail et les relations avec ceux qui ont une lignée ""appropriée"" et me jugent en dessous d'eux. Et tu crois que c'est l'unique raison de leur aversion ? Votre campagne contre Mithridate et beaucoup d'autres  aventures .<brk> N'étaient-elles pas onéreuses ?"	N'étaient-elles pas onéreuses ?	"Je ne descends d'aucun dieu. Ni d'une haute lignée. Je suis toléré au sein du Sénat uniquement pour la richesse que j'ai amassée par le travail et les relations avec ceux qui ont une lignée ""appropriée"" et me jugent en dessous d'eux. Et tu crois que c'est l'unique raison de leur aversion ? Votre campagne contre Mithridate et beaucoup d'autres  aventures ."	N'étaient-<p>elles</p> pas onéreuses ?	"Je ne descends d'aucun dieu. Ni d'une haute lignée. Je suis toléré au sein du Sénat uniquement pour la richesse que j'ai amassée par le travail et les relations avec ceux qui ont une lignée ""appropriée"" et me jugent en dessous d'eux. Et tu crois que c'est l'unique raison de leur aversion ? Votre campagne contre Mithridate et beaucoup d'autres  <hon>aventures<hoff> ."	N'étaient-ils pas onéreuses ?	"Je ne descends de aucun dieu. Ni d'un homme de noblesse. Je ne suis toléré au Sénat que pour les biens que j'ai rassemblés à travers le travail et les rapports avec ceux qui ont une lignée ""propre"". Et vous croyez à cette cause unique pour laquelle ils vous haïssent, hum? Votre campagne contre les Mithridates et les autres aventures.<brk> Cher, n'est-ce pas?"	Cher, n'est-ce pas?	"Je ne descends de aucun dieu. Ni d'un homme de noblesse. Je ne suis toléré au Sénat que pour les biens que j'ai rassemblés à travers le travail et les rapports avec ceux qui ont une lignée ""propre"". Et vous croyez à cette cause unique pour laquelle ils vous haïssent, hum? Votre campagne contre les Mithridates et les autres aventures."
In the past three months, two women in their late 20s were killed. Both of these women were strangled, their bodies both found in a dense wooded area. However, we were unable to find any other evidence which connected these two women. Until we found this. Both of these women had profiles<brk> Now, in addition, they dated a cross section of these six men in common.	Now, in addition, they dated a cross section of these six men in common.	In the past three months, two women in their late 20s were killed. Both of these women were strangled, their bodies both found in a dense wooded area. However, we were unable to find any other evidence which connected these two women. Until we found this. Both of these women had profiles	Now, in addition, <p>they</p> dated a cross section of these six men in common.	In the past three months, two women in their late 20s were killed. Both of these <hon>women<hoff> were strangled, their bodies both found in a dense wooded area. However, we were unable to find any other evidence which connected these two <hon>women<hoff>. Until we found this. Both of these <hon>women<hoff> had profiles	Dans les trois derniers mois, deux femmes près de la trentaine ont été tuées. Les deux femmes ont été étranglées, leurs corps ont été trouvés dans une dense zone forestière. Cependant, nous avons été incapables de trouver d'autres preuves qui relieraient ces deux femmes. Jusqu'à ce qu'on trouve ça. Les deux  femmes  avaient un profil<brk> Maintenant, en plus de cela, elles ont eu des rendez vous avec six hommes en commun.	Maintenant, en plus de cela, elles ont eu des rendez vous avec six hommes en commun.	Dans les trois derniers mois, deux femmes près de la trentaine ont été tuées. Les deux femmes ont été étranglées, leurs corps ont été trouvés dans une dense zone forestière. Cependant, nous avons été incapables de trouver d'autres preuves qui relieraient ces deux femmes. Jusqu'à ce qu'on trouve ça. Les deux  femmes  avaient un profil	Maintenant, en plus de cela, <p>elles</p> ont eu des rendez vous avec six hommes en commun.	Dans les trois derniers mois, deux femmes près de la trentaine ont été tuées. Les deux <hon>femmes<hoff> ont été étranglées, leurs corps ont été trouvés dans une dense zone forestière. Cependant, nous avons été incapables de trouver d'autres preuves qui relieraient ces deux <hon>femmes<hoff>. Jusqu'à ce qu'on trouve ça. Les deux  <hon>femmes<hoff>  avaient un profil	Maintenant, en plus de cela, ils ont eu des rendez vous avec six hommes en commun.	Ces trois derniers mois, deux femmes de la vingtaine ont été tuées. Elles ont été étranglées, les corps trouvés dans un endroit dense et boisé. Nous avons été incapables de trouver d'autres preuves qui reliaient ces deux femmes. Jusqu'à ce qu'on trouve ça. Ces deux femmes avaient un profil.<brk> En outre, elles avaient un extrait de ces six hommes en commun.	En outre, elles avaient un extrait de ces six hommes en commun.	Ces trois derniers mois, deux femmes de la vingtaine ont été tuées. Elles ont été étranglées, les corps trouvés dans un endroit dense et boisé. Nous avons été incapables de trouver d'autres preuves qui reliaient ces deux femmes. Jusqu'à ce qu'on trouve ça. Ces deux femmes avaient un profil.
Oh, my god. That was so dull. It was... boring. You did... you did warn me, but, I mean... that joke... what was that joke? The proctologist and the flowers.<brk> Yeah, did it even have a punch line?	Yeah, did it even have a punch line?	Oh, my god. That was so dull. It was... boring. You did... you did warn me, but, I mean... that joke... what was that joke? The proctologist and the flowers.	Yeah, did <p>it</p> even have a punch line?	Oh, my god. That was so dull. It was... boring. You did... you did warn me, but, I mean... that joke... what was that <hon>joke<hoff>? The proctologist and the flowers.	Oh, mon Dieu. C'était tellement assommant. C'était... ennuyeux. Tu m'as... tu m'as prévenu, mais, je veux dire... cette blague... C'était quoi cette  blague  ? Le proctologue et les fleurs.<brk> Oui, est-ce qu'elle avait une chute au moins ?	Oui, est-ce qu'elle avait une chute au moins ?	Oh, mon Dieu. C'était tellement assommant. C'était... ennuyeux. Tu m'as... tu m'as prévenu, mais, je veux dire... cette blague... C'était quoi cette  blague  ? Le proctologue et les fleurs.	Oui, est-ce qu'<p>elle</p> avait une chute au moins ?	Oh, mon Dieu. C'était tellement assommant. C'était... ennuyeux. Tu m'as... tu m'as prévenu, mais, je veux dire... cette blague... C'était quoi cette  <hon>blague<hoff>  ? Le proctologue et les fleurs.	Oui, est-ce qu'il avait une chute au moins ?	Oh, mon Dieu. C'était si terne. C'était... ennuyeux. Tu m'as bien prévenu, mais, je veux dire... cette blague... quelle était cette blague? Le proctologiste et les fleurs.<brk> Oui, avait-il même une phrase de passage?	Oui, avait-il même une phrase de passage?	Oh, mon Dieu. C'était si terne. C'était... ennuyeux. Tu m'as bien prévenu, mais, je veux dire... cette blague... quelle était cette blague? Le proctologiste et les fleurs.
This Dinner for Free Speech was in fact dinner for Julian's sex offense defense fund. No one knows now whether money given to WikiLeaks is going to Julian or elsewhere. Julian's legal troubles made him more famous than ever, but they also intensified his differences with his former media partners. They defended his right to publish but began to turn on Assange himself. I've been close enough to see the wasps around the jam here.<brk> He stirred the nest and they've come to sting him rather more than perhaps he expected.	He stirred the nest and they've come to sting him rather more than perhaps he expected.	This Dinner for Free Speech was in fact dinner for Julian's sex offense defense fund. No one knows now whether money given to WikiLeaks is going to Julian or elsewhere. Julian's legal troubles made him more famous than ever, but they also intensified his differences with his former media partners. They defended his right to publish but began to turn on Assange himself. I've been close enough to see the wasps around the jam here.	He stirred the nest and <p>they</p>'ve come to sting him rather more than perhaps he expected.	This Dinner for Free Speech was in fact dinner for Julian's sex offense defense fund. No one knows now whether money given to WikiLeaks is going to Julian or elsewhere. Julian's legal troubles made him more famous than ever, but they also intensified his differences with his former media partners. They defended his right to publish but began to turn on Assange himself. I've been close enough to see the <hon>wasps<hoff> around the jam here.	Le souper pour la liberté de parole servait en fait à payer la défense de Julian contre les accusations de viol. Personne ne sait combien d'argent amassé par WikiLeaks est versé à Julian ou à d'autres. Les ennuis juridiques de Julian l'ont rendu plus célèbre, mais ont aussi intensifié ses différends avec ses anciens partenaires médiatiques. Ils avaient défendu son droit à publier, mais se retournaient maintenant contre Assange. J'ai été assez proche pour voir les  guêpes  s'approcher de la confiture.<brk> Il avait dérangé leur nid, et elles venaient le piquer plus qu'il n'avait prévu.	Il avait dérangé leur nid, et elles venaient le piquer plus qu'il n'avait prévu.	Le souper pour la liberté de parole servait en fait à payer la défense de Julian contre les accusations de viol. Personne ne sait combien d'argent amassé par WikiLeaks est versé à Julian ou à d'autres. Les ennuis juridiques de Julian l'ont rendu plus célèbre, mais ont aussi intensifié ses différends avec ses anciens partenaires médiatiques. Ils avaient défendu son droit à publier, mais se retournaient maintenant contre Assange. J'ai été assez proche pour voir les  guêpes  s'approcher de la confiture.	Il avait dérangé leur nid, et <p>elles</p> venaient le piquer plus qu'il n'avait prévu.	Le souper pour la liberté de parole servait en fait à payer la défense de Julian contre les accusations de viol. Personne ne sait combien d'argent amassé par WikiLeaks est versé à Julian ou à d'autres. Les ennuis juridiques de Julian l'ont rendu plus célèbre, mais ont aussi intensifié ses différends avec ses anciens partenaires médiatiques. Ils avaient défendu son droit à publier, mais se retournaient maintenant contre Assange. J'ai été assez proche pour voir les  <hon>guêpes<hoff>  s'approcher de la confiture.	Il avait dérangé leur nid, et ils venaient le piquer plus qu'il n'avait prévu.	Ce dîner pour le libre discours était en fait un dîner pour le fonds de défense contre les délits sexuels de Julian. Personne ne sait maintenant si l'argent donné à Wikileaks va à Julian ou ailleurs. Les problèmes juridiques de Julian l'ont rendu plus célèbre que jamais, mais ils ont aussi accentué ses différends avec ses anciens partenaires de média. Ils ont défendu son droit à publier mais ont commencé à tourner le dos à Assange lui-même. J'ai été assez près pour voir les bouillis autour du bouillon ici.<brk> Il a remué le nid et ils sont venus le piquer plus que peut-être qu'il ne s'y attendait.	Il a remué le nid et ils sont venus le piquer plus que peut-être qu'il ne s'y attendait.	Ce dîner pour le libre discours était en fait un dîner pour le fonds de défense contre les délits sexuels de Julian. Personne ne sait maintenant si l'argent donné à Wikileaks va à Julian ou ailleurs. Les problèmes juridiques de Julian l'ont rendu plus célèbre que jamais, mais ils ont aussi accentué ses différends avec ses anciens partenaires de média. Ils ont défendu son droit à publier mais ont commencé à tourner le dos à Assange lui-même. J'ai été assez près pour voir les bouillis autour du bouillon ici.
Jakes put him on a boat. He's probably on another continent by now. You're not gonna find Briggs on any map. I'm trying to find him up here. Did you know that there was another house before this?<brk> It was called the estate, and it burned down.	It was called the estate, and it burned down.	Jakes put him on a boat. He's probably on another continent by now. You're not gonna find Briggs on any map. I'm trying to find him up here. Did you know that there was another house before this?	<p>It</p> was called the estate, and it burned down.	Jakes put him on a boat. He's probably on another continent by now. You're not gonna find Briggs on any map. I'm trying to find him up here. Did you know that there was another <hon>house<hoff> before <hon>this<hoff>?	Jakes l'a mis dans un bateau. À l'heure qu'il est, il doit être sur un autre continent. Tu ne trouveras pas Briggs sur une carte. J'essaie de le trouver ici. Tu savais qu'il y avait une autre  maison  avant celle-là ?<brk> Elle s'appelait l'Estate, elle a brûlé.	Elle s'appelait l'Estate, elle a brûlé.	Jakes l'a mis dans un bateau. À l'heure qu'il est, il doit être sur un autre continent. Tu ne trouveras pas Briggs sur une carte. J'essaie de le trouver ici. Tu savais qu'il y avait une autre  maison  avant celle-là ?	<p>Elle</p> s'appelait l'Estate, elle a brûlé.	Jakes l'a mis dans un bateau. À l'heure qu'il est, il doit être sur un autre continent. Tu ne trouveras pas Briggs sur une carte. J'essaie de le trouver ici. Tu savais qu'il y avait une autre  <hon>maison<hoff>  avant <hon>celle<hoff>-là ?	Il s'appelait l'Estate, elle a brûlé.	Jakes l'a mis sur un bateau. Il est probablement sur un autre continent. Tu ne vas pas trouver Briggs sur aucune carte. J'essaie de le trouver ici. Sais-tu qu'il y avait une autre maison avant ça?<brk> Elle s'appelait le domaine, et elle a brûlé.	Elle s'appelait le domaine, et elle a brûlé.	Jakes l'a mis sur un bateau. Il est probablement sur un autre continent. Tu ne vas pas trouver Briggs sur aucune carte. J'essaie de le trouver ici. Sais-tu qu'il y avait une autre maison avant ça?
The prophecy is coming true. And we have less time than I thought. That demon that was in you, it wants you. But not like before. I think it loves you.<brk> And it's powerless without you.	And it's powerless without you.	The prophecy is coming true. And we have less time than I thought. That demon that was in you, it wants you. But not like before. I think it loves you.	And <p>it</p>'s powerless without you.	The prophecy is coming true. And we have less time than I thought. That <hon>demon<hoff> that was in you, <hon>it<hoff> wants you. But not like before. I think <hon>it<hoff> loves you.	La prophétie se réalise. Et on a moins de temps que je ne pensais. Le  démon  qui était en toi, il te veut. Mais pas comme avant. Je crois... qu'il t'aime.<brk> Et il est impuissant sans toi.	Et il est impuissant sans toi.	La prophétie se réalise. Et on a moins de temps que je ne pensais. Le  démon  qui était en toi, il te veut. Mais pas comme avant. Je crois... qu'il t'aime.	Et <p>il</p> est impuissant sans toi.	La prophétie se réalise. Et on a moins de temps que je ne pensais. Le  <hon>démon<hoff>  qui était en toi, <hon>il<hoff> te veut. Mais pas comme avant. Je crois... qu'<hon>il<hoff> t'aime.	Et elle est impuissant sans toi.	La prophétie se réalise. Et nous avons moins de temps que je ne le pensais. Ce démon qui était en toi, il te veut. Mais pas comme avant. Je pense qu'il t'aime.<brk> Et il est impuissant sans toi.	Et il est impuissant sans toi.	La prophétie se réalise. Et nous avons moins de temps que je ne le pensais. Ce démon qui était en toi, il te veut. Mais pas comme avant. Je pense qu'il t'aime.
