src_en	tgt_fr	src_en_ctx	tgt_fr_ctx	src_en_with_tags	orig_fr	orig_fr_with_tags
But they aren't gonna be maids.	 Mais elles ne seront pas des femmes de ménage.	He's one of the best taxidermy artists on the west coast. But enough about stuffing dead animals. Sit down. I'm gonna tell you a little story about real, living things. Four girls from Shunyi, China, get told that, if they come to America illegally and work as housemaids, they will get citizenship in seven years.<brk> But they aren't gonna be maids.	 C'est un des meilleurs taxiers de la côte ouest. Mais ça suffit pour empailler les cadavres d'animaux. Asseyez-vous. Je vais vous raconter une petite histoire sur les êtres vivants. On dit à quatre filles de Shunyi, qu'elles viennent illégalement en Amérique et travaillent comme femmes de ménage, qu'elles obtiendront la citoyenneté dans sept ans.<brk>	But <p>they</p> aren't gonna be maids.	Mais elles ne vont pas être domestiques.	Mais <p>elles</p> ne vont pas être domestiques.
Yes, and had I known it belonged to Nasse House, I should have come ashore there, but I didn't.	 Oui, et si j'avais su qu'elle appartenait à la maison Nasse, j'aurais dû venir ici, mais je ne l'ai pas fait.	I heard her say he was a bad man. Oh. Do you think her fear was real? If it was not, she is an actress very clever. You came ashore in a launch at Nassecombe Quay. Did you see a small wooden boathouse on your way?<brk> Yes, and had I known it belonged to Nasse House, I should have come ashore there, but I didn't.	 Je l'ai entendu dire que c'était un homme mauvais. Oh. Vous pensez que sa peur était réelle? Si elle ne l'était pas, c'est une actrice très intelligente. Vous êtes venue à terre lors d'un lancement à Nassecombe Quay. Avez-vous vu une petite cabane en bois sur votre chemin?<brk>	Yes, and had I known <p>it</p> belonged to Nasse House, I should have come ashore there, but I didn't.	Oui, et si j'avais su qu'il appartenait à la propriété, j'y aurais mis l'ancre, mais je ne savais pas.	Oui, et si j'avais su qu'<p>il</p> appartenait à la propriété, j'y aurais mis l'ancre, mais je ne savais pas.
How many tickets are they gonna buy?	 Combien de billets vont-ils acheter?	Did you see that? I think they just cut. What? They can't do that. Oh, my God.<brk> How many tickets are they gonna buy?	 Tu as vu ça? Je crois qu'ils ont juste coupé. Quoi? Ils ne peuvent pas faire ça. Oh, mon Dieu.<brk>	How many tickets are <p>they</p> gonna buy?	Combien de places elles vont acheter ?	Combien de places <p>elles</p> vont acheter ?
Because they're gonna die soon anyway.	 Parce qu'elles vont mourir bientôt de toute façon.	There's not a day that goes by that I don't regret leaving him there. What do you think the girls are gonna say when I tell them that you left their brother behind? - Stop it. - Oh, that's right. It doesn't really matter, does it?<brk> Because they're gonna die soon anyway.	 Aucun jour ne passe sans que je ne regrette de l'avoir laissé là. Que vont dire les filles quand je leur dirai que tu as laissé leur frère? - Arrête. - Oh, c'est vrai. Peu importe, n'est-ce pas?<brk>	Because <p>they</p>'re gonna die soon anyway.	Parce qu'elles vont bientôt mourir de toute façon.	Parce qu'<p>elles</p> vont bientôt mourir de toute façon.
I guess they thought they could fix me.	 Je suppose qu'elles pensaient qu'elles pourraient me soigner.	- Well, good. Then this won't take long. Robert? Robert, are you here? Why were you the one the girls would bring home?<brk> I guess they thought they could fix me.	 - Bien. Alors, ça ne prendra pas longtemps. Robert? Robert, es-tu là? Pourquoi es-tu celle que les filles ramèneraient?<brk>	I guess <p>they</p> thought they could fix me.	Je crois qu'elles pensaient pouvoir me guérir.	Je crois qu'<p>elles</p> pensaient pouvoir me guérir.
So I think they'll notice by dinnertime...	 Alors je pense qu'elles le remarqueront à l'heure du dîner...	So we have to wait for them to fix the bug? Or for someone in the real world to remove the NerveGear from us. But I live alone. What about you? I have a mom and a sister.<brk> So I think they'll notice by dinnertime...	 Alors il faut qu'on attende qu'ils réparent le virus? Ou qu'une personne dans le monde réel nous enlève le NerveGear. Mais je vis seule. Et toi? J'ai une mère et une sœur.<brk>	So I think <p>they</p>'ll notice by dinnertime...	J'imagine qu'elles s'en rendront compte au moment du dîner.	J'imagine qu'<p>elles</p> s'en rendront compte au moment du dîner.
What did it represent?	 Qu'est-ce qu'elle représente?	What do you want me to talk about then? An interesting exhibition, your work... Some entertainment. I visited the Monet exhibition in the Grand Palais. I saw a piece which threw me down yesterday.<brk> What did it represent?	 De quoi voulez-vous que je parle? Une exposition intéressante, votre travail... Un peu de divertissement. J'ai visité l'exposition Monet au Grand Palais. J'ai vu une pièce qui m'a démoli hier.<brk>	What did <p>it</p> represent?	Qu'est-ce qu'il représentait ?	Qu'est-ce qu'<p>il</p> représentait ?
And every second it remains causes Niklaus untold suffering.	 Et chaque seconde qu'il reste provoque une souffrance incalculable à Niklaus.	The hex on him is getting worse by the day. My brother has a mystical torture device buried in his chest, and the mother of his child is inexplicably missing. So, I can assure you, I have no time to play any games, either. What do you need me to do? The dagger the witch gave me is inside of him?<brk> And every second it remains causes Niklaus untold suffering.	 La hache s'aggrave de jour en jour. Mon frère a un dispositif de torture mystique enfoui dans sa poitrine, et la mère de son enfant est inexplicablement absente. Alors, je peux vous assurer que je n'ai pas le temps de jouer à des jeux non plus. Que voulez-vous que je fasse? Le poignard que la sorcière m'a donné est en lui?<brk>	And every second <p>it</p> remains causes Niklaus untold suffering.	Et chaque seconde qu'il reste lui provoque d'indicibles souffrances.	Et chaque seconde qu'<p>il</p> reste lui provoque d'indicibles souffrances.
"""Otherwise it would rotate at maximum speed until it destroyed itself."""	" ""Si non, elle tournerait à vitesse maximale jusqu'à ce qu'elle se détruise."""	"Father! I have the answer! - We must build a centrifugal governor. - A what? A centrifugal governor. It's in this book. Look. ""Centrifugal force activates a joint-and-lever mechanism ""that throttles the steam pressure when the machine starts running too fast.<brk> ""Otherwise it would rotate at maximum speed until it destroyed itself."""	" Père! J'ai la réponse! - Nous devons construire un régulateur centrifuge. - Quoi? Un régulateur centrifuge. C'est dans ce livre. ""Regardez. ""La force centrifuge active un mécanisme d'articulation et d'effet de levier ""qui freine la pression de vapeur quand la machine commence à tourner trop vite.<brk>"	"""Otherwise <p>it</p> would rotate at maximum speed until it destroyed itself."""	"""Sans cela, elle tournerait à la vitesse maximale jusqu'à s'autodétruire."""	"""Sans cela, <p>elle</p> tournerait à la vitesse maximale jusqu'à s'autodétruire."""
Yeah, it was on the ground.	 Oui, elle était par terre.	Paul Montgomery was alive when he was dragged. And it turns out Paul worked the late shift nearby. My officers found blood around his vehicle. He was probably blitz attacked when he left work. Did we find his cell?<brk> Yeah, it was on the ground.	 Paul Montgomery était en vie quand il a été traîné. Et il s'avère que Paul travaillait sur le dernier garde-fou à proximité. Mes officiers ont trouvé du sang autour de son véhicule. Il a probablement été attaqué en quittant son travail. Avons-nous trouvé sa cellule?<brk>	Yeah, <p>it</p> was on the ground.	Ouais, il était par terre.	Ouais, <p>il</p> était par terre.
Eventually, it erases a person's oldest and most precious memories.	 Finalement, elle efface les souvenirs les plus anciens et les plus précieux d'une personne.	Remember? The story of Alzheimer's is never about one person. My PhD thesis film posits that this insidious disease not only destroys the patient, but has a physiological influence on the primary caregiver. Alzheimer's occurs when abnormal protein fragments accumulate in the hippocampus, killing neurons. The disease then creeps towards the front of the brain, wiping out neurons responsible for logical thought and problem solving. It then assaults the sensory region, sparking terrifying hallucinations.<brk> Eventually, it erases a person's oldest and most precious memories.	 Tu te souviens? L'histoire d'Alzheimer ne parle jamais d'une seule personne. Ma thèse postule que cette maladie insidieuse détruit non seulement le patient, mais a une influence physiologique sur le soignant principal. La maladie d'Alzheimer se produit quand des fragments de protéines anormales s'accumulent dans l'hippocampe, tuant les neurones. La maladie se propage alors vers l'avant du cerveau, effaçant les neurones responsables de la pensée logique et de la résolution des problèmes. Elle attaque alors la région sensorielle, déclenchant des hallucinations terrifiantes.<brk>	Eventually, <p>it</p> erases a person's oldest and most precious memories.	Finalement, elle efface les souvenirs les plus vieux et précieux d'une personne.	Finalement, <p>elle</p> efface les souvenirs les plus vieux et précieux d'une personne.
And it presents me the opportunity to correct that error.	 Et elle me donne l'opportunité de corriger cette erreur.	Ridiculous. I am the knowledge and strength of 10,000 worlds. I am flesh and machine. I am becoming everything. And you, your arrival is no more than a rare opportunity for entertainment.<brk> And it presents me the opportunity to correct that error.	 C'est ridicule. Je suis la connaissance et la force de 10,000 mondes. Je suis chair et machine. Je deviens tout. Et toi, ton arrivée n'est qu'une rare opportunité de divertissement.<brk>	And <p>it</p> presents me the opportunity to correct that error.	Et elle me permet de corriger l'erreur que j'ai commise.	Et <p>elle</p> me permet de corriger l'erreur que j'ai commise.
Let's make it a happy one.	 Faisons-en un heureux.	Besides, we get to go to Miami. That's a fun place, right? I guess. So cheer up. This is gonna be our last case together.<brk> Let's make it a happy one.	 De plus, nous allons à Miami. C'est un endroit sympa, non? Je suppose. Alors réveille-toi. Ce sera notre dernier cas.<brk>	Let's make <p>it</p> a happy one.	Faisons en sorte qu'elle soit joyeuse.	Faisons en sorte qu'<p>elle</p> soit joyeuse.
So that they aren't outside, messing up the blueberries.	 Pour qu'elles ne soient pas dehors, à gâcher les myrtilles.	Yeah, hold the pickle, ha-ha! And that's how you pick the weeds! Which ones are the weeds? They all are. Why are the weeds inside?<brk> So that they aren't outside, messing up the blueberries.	 Tenez le cornichon, ha-ha! Et c'est comme ça que vous avez cueilli les herbes! Lesquelles sont les herbes? Elles le sont toutes. Pourquoi les herbes sont-elles à l'intérieur?<brk>	So that <p>they</p> aren't outside, messing up the blueberries.	Comme ça elles ne sont pas dehors, à se disputer avec les myrtilles.	Comme ça <p>elles</p> ne sont pas dehors, à se disputer avec les myrtilles.
Oh, it landed on the deck-.	 Oh, elle a atterri sur le pont.	"♪ It's a celebration ♪ So, this is how you can still have fun while at sea. Totally alone, on Guppy. ♪ It's a celebration M"" And now... I gonna offer... my pancake to Neptune! The moment is here!<brk> Oh, it landed on the deck-."	 <unk> C'est une fête <unk> Alors, c'est comme ça que tu peux encore t'amuser en mer. Complètement seul, sur Guppy. <unk> C'est une fête M' Et maintenant... Je vais offrir... ma crêpe à Neptune! Le moment est arrivé!<brk>	Oh, <p>it</p> landed on the deck-.	Oh, elle a atteri sur le pont Encore une fois	Oh, <p>elle</p> a atteri sur le pont Encore une fois
He knows they're vulnerable.	 Il sait qu'elles sont vulnérables.	- Go ahead. - Thank you. Something you might want to see inside. Same M.O. Gets himself invited in for coffee, then blinds them with something. He picked up both women at grief support meetings.<brk> He knows they're vulnerable.	 - Allez-y. - Merci. Quelque chose que vous pourriez vouloir voir à l'intérieur. Le même O.M. s'est fait inviter pour le café, puis les aveugle avec quelque chose. Il a pris les deux femmes aux réunions de soutien au chagrin.<brk>	He knows <p>they</p>'re vulnerable.	Il sait qu'elles sont vulnérables.	Il sait qu'<p>elles</p> sont vulnérables.
Well, then, you're aware that it lets fans vote on who will win the fight, that the players actually have fight cards	 Alors, vous savez qu'il laisse les fans voter sur qui gagnera le combat, que les joueurs ont en fait des cartes de combat.	And that's it-- no pressure. Nobody's doing anything wrong here, Alicia. This is how America works. So you're familiar with this Web site? It's not sanctioned by our league.<brk> Well, then, you're aware that it lets fans vote on who will win the fight, that the players actually have fight cards	 Et c'est... pas de pression. Personne ne fait quelque chose de mal ici, Alicia. C'est comme ça que marche l'Amérique. Vous connaissez ce site web? Il n'est pas approuvé par notre ligue.<brk>	Well, then, you're aware that <p>it</p> lets fans vote on who will win the fight, that the players actually have fight cards	Très bien, alors, vous savez qu'il laisse les fans voter sur qui gagnera la bagarre, que les joueurs ont en fait des cartes de combat	Très bien, alors, vous savez qu'<p>il</p> laisse les fans voter sur qui gagnera la bagarre, que les joueurs ont en fait des cartes de combat
Correct me if I'm wrong, but they were sitting next to each other.	 Corrigez-moi si je me trompe, mais elles étaient assises l'une à côté de l'autre.	Seven live rounds, one empty. So who's the car registered to? Rob Martin. You said you wanted to see us. Yeah, I'm trying to figure out how Carrie and Donna were positioned when they were shot.<brk> Correct me if I'm wrong, but they were sitting next to each other.	 Sept balles en direct, une vide. Alors, à qui est la voiture? Rob Martin. Vous avez dit que vous vouliez nous voir. Ouais, j'essaie de comprendre comment Carrie et Donna ont été placées quand elles ont été tuées.<brk>	Correct me if I'm wrong, but <p>they</p> were sitting next to each other.	Corrige moi si je me trompe, mais elles étaient assises l'une à côté de l'autre.	Corrige moi si je me trompe, mais <p>elles</p> étaient assises l'une à côté de l'autre.
Making it dangerous. and embark on an expedition outside the walls.	 Il est dangereux et vous embarquez pour une expédition à l'extérieur des murs.	But what will you do? Anyone persecuting him should also consider that fact. Do you really think you can kill him? I have a proposal. What is it? The details of Eren's Titan power remain uncertain.<brk> Making it dangerous. and embark on an expedition outside the walls.	 Mais que ferez-vous? Quiconque le persécute devrait aussi prendre cela en compte. Vous croyez vraiment pouvoir le tuer? J'ai une proposition. Qu'y a-t-il? Les détails du pouvoir d'Eren sur Titan restent incertains.<brk>	Making <p>it</p> dangerous. and embark on an expedition outside the walls.	Elle représente toujours un danger. Je propose de confier la garde d'Eren à Rivaille et de partir en exploration hors du mur. Vous voulez emmener Eren ?	<p>Elle</p> représente toujours un danger. Je propose de confier la garde d'Eren à Rivaille et de partir en exploration hors du mur. Vous voulez emmener Eren ?
You know, whenever I hit a red light, I used to pray it wouldn't crap out on me.	 Tu sais, à chaque fois que je tirais un feu rouge, je priais pour qu'il ne m'énerve pas.	It was certainly in a lot better shape than our old hunk of junk. Much nicer paint job. No bullet holes in the door. That thing was a nightmare, huh? It was primitive.<brk> You know, whenever I hit a red light, I used to pray it wouldn't crap out on me.	 C'était certainement en bien meilleure forme que notre vieille épave. Un beau travail de peinture. Pas de trou de balle dans la porte. Ce truc était un cauchemar, hein? C'était primitif.<brk>	You know, whenever I hit a red light, I used to pray <p>it</p> wouldn't crap out on me.	Quand j'arrivais à un feu rouge, je priais pour qu'il me lâche pas.	Quand j'arrivais à un feu rouge, je priais pour qu'<p>il</p> me lâche pas.
The way they look at me.	 La façon dont elles me regardent.	Not even mom. But I understand. So wait. While--while we're sitting here talking, are you thinking about-- Killing you won't make me feel any better. It's those women.<brk> The way they look at me.	 Même pas maman. Mais je comprends. Alors attendez. Pendant que nous sommes assis ici à parler, est-ce que vous pensez à... Tuer vous ne me fera pas me sentir mieux. Ce sont ces femmes.<brk>	The way <p>they</p> look at me.	La façon dont elles me regardent.	La façon dont <p>elles</p> me regardent.
Where did they come from?	 D'où elles viennent?	Can't. I'm masturbating! Caroline, what are you doing? Are those new shoes? Uh, yes.<brk> Where did they come from?	 Impossible. Je me masturbe! Qu'est-ce que tu fais? Ce sont des nouvelles chaussures? Oui.<brk>	Where did <p>they</p> come from?	Elles viennent d'où ?	<p>Elles</p> viennent d'où ?
If it launches, the Ark will be crippled, and everyone left on board will die.	 S'il lance, l'Arche sera handicapée, et tous les survivants mourront.	We have to get out of here while we still got the chance. I love you. Not the way that I want to be loved, not the way that you love Clarke. It's over, Finn. The dropship is still tied in to all of our major systems.<brk> If it launches, the Ark will be crippled, and everyone left on board will die.	 Il faut qu'on parte tant qu'on en a encore la chance. Je t'aime. Pas comme je veux être aimé, pas comme tu aimes Clarke. C'est fini, Finn. Le vaisseau est toujours lié à tous nos gros systèmes.<brk>	If <p>it</p> launches, the Ark will be crippled, and everyone left on board will die.	Si elle est lancée‎, l'Arche sera affaiblie‎, et tout le monde à bord mourra‎.	Si <p>elle</p> est lancée‎, l'Arche sera affaiblie‎, et tout le monde à bord mourra‎.
I'd say they bathed shortly before the attacks occurred.	 Je dirais qu'elles se sont lavées peu de temps avant l'attaque.	There's no defensive wounds. Her larynx was completely crushed. Hey, Rossi, take a look at her fingernails. For a woman who lives on the streets, she appears well-groomed. Yeah, it was the same with both victims.<brk> I'd say they bathed shortly before the attacks occurred.	 Il n'y a pas de blessures défensives. Son larynx était complètement écrasé. Hé, Rossi, jette un oeil à ses ongles. Pour une femme qui vit dans les rues, elle semble bien balayée. Oui, c'était la même chose avec les deux victimes.<brk>	I'd say <p>they</p> bathed shortly before the attacks occurred.	Je dirais qu'elles se sont baignés avant l'agression.	Je dirais qu'<p>elles</p> se sont baignés avant l'agression.
No, seriously, I think it followed me home.	 Non, sérieusement, je crois qu'elle m'a suivi à la maison.	Okay, dummy. Okay, Han, I can't hold you up anymore. Max, I think I just saw the murder car go by, out the bathroom window. - What exactly did you see? - A car.<brk> No, seriously, I think it followed me home.	 Okay, idiot. Okay, Han, je ne peux plus te tenir debout. Max, je crois que j'ai vu la voiture du meurtre passer par la fenêtre de la salle de bain. - Qu'est-ce que tu as vu exactement? - Une voiture.<brk>	No, seriously, I think <p>it</p> followed me home.	Sérieusement, je pense qu'elle m'a suivie jusqu'ici.	Sérieusement, je pense qu'<p>elle</p> m'a suivie jusqu'ici.
Is it heading toward Eren?	 Elle se dirige vers Eren?	Look... That big bitch got scared and decided to go home! No... Why? That's toward the center rear.<brk> Is it heading toward Eren?	 Regarde... Cette salope a eu peur et a décidé de rentrer! Non... Pourquoi? C'est vers le centre arrière.<brk>	Is <p>it</p> heading toward Eren?	Elle irait en direction d'Eren ?	<p>Elle</p> irait en direction d'Eren ?
Doesn't mean they shouldn't get a smoke.	 <unk> a ne veut pas dire qu'ils ne devraient pas fumer.	Got something for me? Oh. So, here's the thing. No. Maybe you'd care to explain. Not everyone had stamps. They didn't know you was gonna be looking for 'em.<brk> Doesn't mean they shouldn't get a smoke.	 Tu as quelque chose pour moi? Oh. Alors, voilà. Non. Tu devrais peut-être m'expliquer. Tout le monde n'avait pas de timbres. Ils ne savaient pas que tu les chercherais.<brk>	Doesn't mean <p>they</p> shouldn't get a smoke.	Ça ne veut pas dire qu'elles ne peuvent pas fumer.	Ça ne veut pas dire qu'<p>elles</p> ne peuvent pas fumer.
I swear, it felt like it was trying to kill me.	 Je jure, elle avait l'impression d'essayer de me tuer.	All the safety mechanisms seem to be working. So what does that mean? Clearly, there's an issue. I-I'm gonna talk to Gavin about it. That thing was possessed.<brk> I swear, it felt like it was trying to kill me.	 Tous les mécanismes de sécurité semblent fonctionner. Alors qu'est-ce que ça veut dire? Il y a clairement un problème. Je vais parler à Gavin. Cette chose était possédée.<brk>	I swear, it felt like <p>it</p> was trying to kill me.	Je t'assure que j'ai eu l'impression qu'il essayait de me tuer.	Je t'assure que j'ai eu l'impression qu'<p>il</p> essayait de me tuer.
Well, it's a carrier, but its virus count is low, so it's not fully developed.	 Eh bien, il est porteur, mais son nombre de virus est faible, donc il n'est pas complètement développé.	I know it looked suspicious, arriving like that. It came from a former employee. It'll just be a few days. But a zombie is a zombie, right? But this one is almost human.<brk> Well, it's a carrier, but its virus count is low, so it's not fully developed.	 Je sais qu'il avait l'air suspect, arrivant comme ça. Il vient d'un ancien employé. Ce ne sera que quelques jours. Mais un zombie est un zombie, non? Mais celui-ci est presque humain.<brk>	Well, <p>it</p>'s a carrier, but its virus count is low, so it's not fully developed.	Eh bien, il est un support mais il est dans la phase initiale, n'a pas perdu son humanité.	Eh bien, <p>il</p> est un support mais il est dans la phase initiale, n'a pas perdu son humanité.
Today it is buying your workers, but it always pays - the poor with thin air.	 Aujourd'hui elle achète vos ouvriers, mais elle paie toujours - les pauvres avec peu d'air.	The bishop is no fool. He offered money to the Indians who baptised - their children. - They must have been easily persuaded. There were 60 conversions in a week. A miracle! In the Middle Ages, the Church distributed indulgences.<brk> Today it is buying your workers, but it always pays - the poor with thin air.	 L'évêque n'est pas un imbécile. Il a offert de l'argent aux Indiens qui avaient baptisé - leurs enfants. - Ils ont dû être facilement persuadés. Il y avait 60 conversions en une semaine. Un miracle! Au Moyen-Age, l'Eglise distribuait des indulgences.<brk>	Today <p>it</p> is buying your workers, but it always pays - the poor with thin air.	Aujourd'hui, elle achète votre main-d'oeuvre mais elle paie toujours les pauvres avec du vent.	Aujourd'hui, <p>elle</p> achète votre main-d'oeuvre mais <p>elle</p> paie toujours les pauvres avec du vent.
- Well, if you did what I told you, it should be accessing the Navy missions flown by the President.	 - Eh bien, si vous avez fait ce que je vous ai dit, il devrait accéder aux missions de la Navy pilotées par le Président.	He's gonna send agents after us. We're running out of time. I have a program that could help, but it's on my office computer. (Whirring) What exactly is this program supposed to do? - Because it's not doing it.<brk> - Well, if you did what I told you, it should be accessing the Navy missions flown by the President.	 Il va envoyer des agents après nous. Nous n'avons plus de temps. J'ai un programme qui pourrait m'aider, mais il est sur mon ordinateur de bureau. Qu'est-ce que ce programme est censé faire exactement? - Parce qu'il ne le fait pas.<brk>	- Well, if you did what I told you, <p>it</p> should be accessing the Navy missions flown by the President.	- Si tu as fait ce que j'ai dit, il devrait accéder aux missions du président pour l'armée.	- Si tu as fait ce que j'ai dit, <p>il</p> devrait accéder aux missions du président pour l'armée.
So they GPS the location, bulldoze the homes, and kill the natives.	 Donc elles localisent les coordonnées GPS, faufilent les maisons, et tuent les indigènes.	Well, an opportunity has come up to turn that fantasy into reality. For those of you who care enough to join us. In two weeks, an untouched jungle in the Peruvian Amazon will be destroyed forever. And so will the natives inside it. The companies want the natural gas in the ground under the villages.<brk> So they GPS the location, bulldoze the homes, and kill the natives.	 Et bien, une opportunité s'est présentée pour transformer ce fantasme en réalité. Pour ceux d'entre vous qui se soucient assez de se joindre à nous. Dans deux semaines, une jungle vierge en Amazonie péruvienne sera détruite à jamais. Et les indigènes y prendront part aussi. Les compagnies veulent le gaz naturel dans le sol sous les villages.<brk>	So <p>they</p> GPS the location, bulldoze the homes, and kill the natives.	Elles repèrent l'endroit, détruisent les maisons et tuent les indigènes.	<p>Elles</p> repèrent l'endroit, détruisent les maisons et tuent les indigènes.
In ancient Egypt, it had its own hieroglyph.	 En Egypte ancienne, il avait son propre hiéroglyphe.	Lexy, get down from there! That was Hotch. The doctor told him the placenta was scraped completely out of the victim's uterus. Every bit of it. You know, the placenta does carry special significance in many cultures.<brk> In ancient Egypt, it had its own hieroglyph.	 Lexy, descends de là! C'était Hotch. Le docteur lui a dit que le placenta avait été complètement retiré de l'utérus de la victime. Dans tous ses détails. Vous savez, le placenta a une signification particulière dans de nombreuses cultures.<brk>	In ancient Egypt, <p>it</p> had its own hieroglyph.	Dans l'Égypte ancienne, il avait son propre hiéroglyphe.	Dans l'Égypte ancienne, <p>il</p> avait son propre hiéroglyphe.
it inspired me.	 elle m'a inspiré.	Come in and shut the door. You wanna tell me what's going on? I don't know what you mean. Well, since when does a 250-word obit turn into a 2-column expose on cold war espionage? This Mr. Diebold story, it...<brk> it inspired me.	 Entrez et fermez la porte. Vous voulez me dire ce qui se passe? Je ne vois pas ce que vous voulez dire. Eh bien, depuis quand un obit de 250 mots se transforme-t-il en un exposé à deux colonnes sur l'espionnage de la guerre froide? Cette histoire de M. Diebold, elle...<brk>	<p>it</p> inspired me.	elle m'a inspiré.	<p>elle</p> m'a inspiré.
Doesn't mean they're not important.	 <unk> a ne veut pas dire qu'elles ne comptent pas.	Okay, Batman. I'd appreciate it if you didn't tell anyone. Let me guess, you're keeping it pure, right? You want to make it about the art and not about the artist. Some things are easy to make fun of.<brk> Doesn't mean they're not important.	 D'accord, Batman. J'apprécierais que tu ne le dise à personne. Laisse-moi deviner, tu gardes ça pur, non? Tu veux en parler de l'art et pas de l'artiste. Certaines choses sont faciles à se moquer.<brk>	Doesn't mean <p>they</p>'re not important.	Cela ne veut pas dire qu'elles ne sont pas importantes.	Cela ne veut pas dire qu'<p>elles</p> ne sont pas importantes.
Were they in each others' arms?	 Étaient-elles dans les bras l'une de l'autre?	"Let's see what this is about. ""Silver rush... grubstakes..."" Mikey, I don't mean to alarm you, but-- I know, I know. Eh? Two women died in the house.<brk> Were they in each others' arms?"	" Voyons de quoi il s'agit. ""La ruée vers l'argent... les grubstakes..."" Mikey, je ne veux pas vous alarmer, mais... Je sais, je sais. Hein? Deux femmes sont mortes dans la maison.<brk>"	Were <p>they</p> in each others' arms?	Elles étaient dans les bras l'une de l'autre ?	<p>Elles</p> étaient dans les bras l'une de l'autre ?
Well, let's hope they're just shy, not dead, too.	 Eh bien, espérons qu'elles sont juste timides, pas mortes aussi.	What do we know? 11 women have come forward to report they were snipped by this guy. Including the dead girl? Yeah. I got my guys doing welfare checks on the other ten. But we need to assume that there are more women out there that didn't report it.<brk> Well, let's hope they're just shy, not dead, too.	 Qu'est-ce qu'on sait? 11 femmes se sont présentées pour signaler qu'elles ont été stupéfaites par cet homme. Y compris la fille morte? Ouais. J'ai mes gars qui font des contrôles sociaux sur les 10 autres. Mais nous devons supposer qu'il y a plus de femmes qui ne l'ont pas signalé.<brk>	Well, let's hope <p>they</p>'re just shy, not dead, too.	Eh bien, espérons qu'elles sont timides, et pas mortes elles-aussi.	Eh bien, espérons qu'<p>elles</p> sont timides, et pas mortes elles-aussi.
I guess they heard that George Tucker is back on the market.	 Je suppose qu'elles ont entendu dire que George Tucker est de retour sur le marché.	Last week, I had my yearly tax seminar. It's usually only attended by Dash and Sergeant Jeffries and Shula. Standing room only. All single women. Well,<brk> I guess they heard that George Tucker is back on the market.	 La semaine dernière, j'ai eu mon séminaire annuel sur les impôts. En général, il n'y a que Dash, le sergent Jeffries et Shula. Salle debout seulement. Toutes des femmes célibataires.<brk>	I guess <p>they</p> heard that George Tucker is back on the market.	Je suppose qu'elles ont apprient que George Tucker est de retour sur le marché.	Je suppose qu'<p>elles</p> ont apprient que George Tucker est de retour sur le marché.
Just, they're like the human version of pleated pants.	 Ils sont comme la version humaine des pantalons plissables.	- Yes, my... Oh, I have a bubbe. - Uh, my bubbe is in a home. - Yeah. Old people freak me out. With their hands and their legs.<brk> Just, they're like the human version of pleated pants.	 - Oui, mon... Oh, j'ai un bouc émissaire. - Mon bouc émissaire est dans une maison. - Oui. Les vieux me font flipper. Avec leurs mains et leurs jambes.<brk>	Just, <p>they</p>'re like the human version of pleated pants.	Elles ont l'air d'être des versions humaines de plantes en pot.	<p>Elles</p> ont l'air d'être des versions humaines de plantes en pot.
they were all-powerful, in a way.	 elles étaient toutes puissantes, dans un sens.	It's high. I would need to do a number of vocal exercises before I attempted that. I think the lyrics so much sum up the recording business. Rock 'n' roll, man. # You're gonna go far. # The record companies were...<brk> they were all-powerful, in a way.	 C'est élevé. J'aurais besoin de faire un certain nombre d'exercices de chant avant de tenter ça. Je pense que les paroles résument tellement les affaires d'enregistrement. Rock 'n' roll, man. <unk> Tu vas aller loin. <unk> Les maisons de disques étaient...<brk>	<p>they</p> were all-powerful, in a way.	Elles étaient toutes-puissantes.	<p>Elles</p> étaient toutes-puissantes.
Well, if it wasn't, it is now!	 S'il ne l'était pas, il l'est maintenant!	Is it a tandem Speedo for two men? Eh, even this is too loose. Mark, hop in here! Did they get this on sale? Was this the floor model?<brk> Well, if it wasn't, it is now!	 Est-ce un Speedo en tandem pour deux hommes? Même ça, c'est trop lâche. Mark, saute ici! Ils ont mis ça en vente? C'était le modèle par terre?<brk>	Well, if <p>it</p> wasn't, it is now!	S'il ne l'était pas, maintenant il l'est.	S'<p>il</p> ne l'était pas, maintenant il l'est.
They're small, they're rubbery, and they got no flavor.	 Elles sont petites, elles sont caoutchouteuses, et elles n'ont pas de goût.	All right, first of all, cross your legs. Okay, second of all, I don't know how Excuse me, brotha. you managed this, but I am not signing for this food. You tell 'em, sister. Bruddah, you call these jumbo shrimp?<brk> They're small, they're rubbery, and they got no flavor.	 D'accord, d'abord, croisez vos jambes. Ok, d'abord, je ne sais pas comment tu as fait, brotha. Mais je ne signe pas pour ce repas. Dis-leur, soeur. Bruddah, tu appelles ces crevettes jumbo?<brk>	<p>They</p>'re small, they're rubbery, and they got no flavor.	Elles sont petites, elles sont caoutchouteuses, et elles n'ont pas de gout.	<p>Elles</p> sont petites, elles sont caoutchouteuses, et elles n'ont pas de gout.
