src_en	tgt_fr	src_en_ctx	tgt_fr_ctx	src_en_with_tags	orig_fr	orig_fr_with_tags
And yet the vast desert it created is a source of life half a world away.	 Et pourtant, le vaste désert qu'il a créé est une source de vie à moitié un monde plus loin.	Something has to change. The silver ant is the hardiest of all desert inhabitants. Even so, it can only survive outside in the middle of the day for a matter of minutes. Now, the desert belongs to the sun alone. The sun has scorched life from the Sahara.<brk> And yet the vast desert it created is a source of life half a world away.	 Quelque chose doit changer. La fourmi d'argent est la plus dure de tous les habitants du désert. Pourtant, elle ne peut survivre dehors qu'en pleine journée pour quelques minutes. Maintenant, le désert appartient au soleil seul. Le soleil a brûlé la vie du Sahara.<brk>	And yet the vast desert <p>it</p> created is a source of life half a world away.	Mais le vaste désert qu'il a créé est une source de vie à l'autre bout du monde.	Mais le vaste désert qu'<p>il</p> a créé est une source de vie à l'autre bout du monde.
They love me 'cause they know I would do anything to make her happy.	 Elles m'aiment parce qu'elles savent que je ferais n'importe quoi pour la rendre heureuse.	Who introduced you? A tiny Jamaican crab? I should get going. Look, that was never gonna work. Women don't love me because I have a girlfriend.<brk> They love me 'cause they know I would do anything to make her happy.	 Qui t'a présentée? Un petit crabe jamaïcain? Je devrais y aller. Ecoutez, ça ne marchera jamais. Les femmes ne m'aiment pas parce que j'ai une copine.<brk>	<p>They</p> love me 'cause they know I would do anything to make her happy.	Elles m'aiment parce qu'elles savent que je ferais n'importe quoi pour la rendre heureuse.	<p>Elles</p> m'aiment parce qu'elles savent que je ferais n'importe quoi pour la rendre heureuse.
No, they can't.	 Non, elles ne le peuvent pas.	It should be built somewhere where the 9/11 families don't have to feel the agony of having a shrine to their loved ones stomped upon. All over America we're seeing the influence of creeping Islam. We are? What about those who would impose Sharia law? Women can be stoned to death for committing adultery.<brk> No, they can't.	 Il devrait être construit quelque part où les familles du 11 septembre n'ont pas à ressentir l'agonie d'avoir un sanctuaire pour leurs proches explosés. Dans toute l'Amérique, nous voyons l'influence de l'Islam bouillant. Nous le sommes? Et ceux qui imposeraient la charia? Les femmes peuvent être lapidées à mort pour avoir commis l'adultère.<brk>	No, <p>they</p> can't.	Non, elles ne peuvent pas.	Non, <p>elles</p> ne peuvent pas.
Even if it was, its essential core would be the same and that is what I test for. Well, what if you're wrong?	 Même si elle l'était, son noyau essentiel serait le même et c'est ce que je teste. Et si vous avez tort?	It doesn't work like that. If he'd been exposed, it would present itself in his blood... within a few hours, if not a few minutes. All right, everybody. Let's put our panties back on and see how we can help our friend. You said the virus mutates. How do you know the strain in Nicaragua wasn't different... from the other ones you've seen?<brk> Even if it was, its essential core would be the same and that is what I test for. Well, what if you're wrong?	 Ça ne marche pas comme ça. S'il avait été exposé, il se montrerait dans son sang... dans quelques heures, si ce n'est dans quelques minutes. D'accord, tout le monde. Remettons notre culotte et voyons comment nous pouvons aider notre ami. Vous avez dit que le virus mute. Comment savez-vous que la souche au Nicaragua n'était pas différente... des autres que vous avez vues?<brk>	Even if <p>it</p> was, its essential core would be the same and that is what I test for. Well, what if you're wrong?	Même si elle l'était, son noyau essentiel serait le même, et c'est pour ça que je fais des expériences.	Même si <p>elle</p> l'était, son noyau essentiel serait le même, et c'est pour ça que je fais des expériences.
If they like his territory, they might stay a while.	 S'ils aiment son territoire, ils pourraient rester un moment.	Like the macaques, his forebears were refugees from the advancing Sahara. The land is scrubby and dry. But this stallion has claimed it as his own. He's been waiting months for visitors. Female visitors.<brk> If they like his territory, they might stay a while.	 Comme les macaques, ses ancêtres étaient des réfugiés du Sahara avancé. La terre est rasée et aride. Mais cet étalon l'a prétendu comme si c'était le sien. Il attend des visiteurs depuis des mois. Des visiteurs féminins.<brk>	If <p>they</p> like his territory, they might stay a while.	Si elles aiment son territoire, elles pourraient prolonger leur séjour.	Si <p>elles</p> aiment son territoire, elles pourraient prolonger leur séjour.
Apparently it also killed their counterparts on the other side.	 Apparemment, il a aussi tué leurs homologues de l'autre côté.	I understand. But this level of surveillance comes with a lot of red tape. I'll cut through it. In the meantime, I need you on something else. A charter plane crashed in New Jersey this morning, killing everyone on board.<brk> Apparently it also killed their counterparts on the other side.	 Je comprends. Mais ce niveau de surveillance comporte beaucoup de paperasseries. Je vais l'ignorer. En attendant, j'ai besoin de toi sur quelque chose d'autre. Un avion spécial s'est écrasé dans le New Jersey ce matin, tuant tout le monde à bord.<brk>	Apparently <p>it</p> also killed their counterparts on the other side.	Apparemment, il a également tué leurs doubles de l'autre côté.	Apparemment, <p>il</p> a également tué leurs doubles de l'autre côté.
But they aren't gonna be maids.	 Mais elles ne seront pas femmes de chambre.	He's one of the best taxidermy artists on the west coast. But enough about stuffing dead animals. Sit down. I'm gonna tell you a little story about real, living things. Four girls from Shunyi, China, get told that, if they come to America illegally and work as housemaids, they will get citizenship in seven years.<brk> But they aren't gonna be maids.	 C'est l'un des meilleurs taxidermes de la côte ouest. Mais assez pour empiler des animaux morts. Asseyez-vous. Je vais vous raconter une petite histoire sur des choses réelles et vivantes. Quatre filles de Sunnyi, en Chine, se font dire que, si elles viennent illégalement en Amérique et travaillent comme mères de famille, elles auront la citoyenneté dans sept ans.<brk>	But <p>they</p> aren't gonna be maids.	Mais elles ne vont pas être domestiques.	Mais <p>elles</p> ne vont pas être domestiques.
Yes, and had I known it belonged to Nasse House, I should have come ashore there, but I didn't.	 Oui, et si j'avais su qu'il appartenait à Nasse House, j'aurais dû venir ici, mais je ne l'ai pas fait.	I heard her say he was a bad man. Oh. Do you think her fear was real? If it was not, she is an actress very clever. You came ashore in a launch at Nassecombe Quay. Did you see a small wooden boathouse on your way?<brk> Yes, and had I known it belonged to Nasse House, I should have come ashore there, but I didn't.	 Je l'ai entendu dire qu'il était mauvais. Tu crois que sa peur était réelle? Si ce n'était pas le cas, c'est une actrice très intelligente. Tu as débarqué dans un lancement à Nassecombe Quay. Tu as vu un petit bateau en bois en chemin?<brk>	Yes, and had I known <p>it</p> belonged to Nasse House, I should have come ashore there, but I didn't.	Oui, et si j'avais su qu'il appartenait à la propriété, j'y aurais mis l'ancre, mais je ne savais pas.	Oui, et si j'avais su qu'<p>il</p> appartenait à la propriété, j'y aurais mis l'ancre, mais je ne savais pas.
How many tickets are they gonna buy?	 Combien de billets vont-ils acheter?	Did you see that? I think they just cut. What? They can't do that. Oh, my God.<brk> How many tickets are they gonna buy?	 Tu as vu ça? Je crois qu'ils se contentent de couper. Quoi? Ils ne peuvent pas faire ça. Oh, mon Dieu.<brk>	How many tickets are <p>they</p> gonna buy?	Combien de places elles vont acheter ?	Combien de places <p>elles</p> vont acheter ?
Because they're gonna die soon anyway.	 Parce qu'elles vont bientôt mourir de toute façon.	There's not a day that goes by that I don't regret leaving him there. What do you think the girls are gonna say when I tell them that you left their brother behind? - Stop it. - Oh, that's right. It doesn't really matter, does it?<brk> Because they're gonna die soon anyway.	 Il n'y a pas un jour qui passe que je ne regrette pas de l'avoir laissé là-bas. Que pensez-vous que les filles vont dire quand je leur dirai que vous avez laissé leur frère derrière vous? - Arrêtez. - Oh, c'est vrai. Ca n'a pas vraiment d'importance, n'est-ce pas?<brk>	Because <p>they</p>'re gonna die soon anyway.	Parce qu'elles vont bientôt mourir de toute façon.	Parce qu'<p>elles</p> vont bientôt mourir de toute façon.
I guess they thought they could fix me.	 Je suppose qu'elles pensaient qu'elles pourraient me réparer.	- Well, good. Then this won't take long. Robert? Robert, are you here? Why were you the one the girls would bring home?<brk> I guess they thought they could fix me.	 - Bien, bien. Alors ça ne prendra pas longtemps. Robert? Robert, tu es là? Pourquoi étais-tu celui que les filles ramèneraient à la maison?<brk>	I guess <p>they</p> thought they could fix me.	Je crois qu'elles pensaient pouvoir me guérir.	Je crois qu'<p>elles</p> pensaient pouvoir me guérir.
So I think they'll notice by dinnertime...	 Alors je pense qu'ils le remarqueront à l'heure du dîner...	So we have to wait for them to fix the bug? Or for someone in the real world to remove the NerveGear from us. But I live alone. What about you? I have a mom and a sister.<brk> So I think they'll notice by dinnertime...	 Donc, nous devons attendre qu'ils réparent le virus? Ou que quelqu'un dans le monde réel nous enlève le NerveGear. Mais je vis seul. Et toi? J'ai une mère et une soeur.<brk>	So I think <p>they</p>'ll notice by dinnertime...	J'imagine qu'elles s'en rendront compte au moment du dîner.	J'imagine qu'<p>elles</p> s'en rendront compte au moment du dîner.
What did it represent?	 Qu'est-ce qu'elle représente?	What do you want me to talk about then? An interesting exhibition, your work... Some entertainment. I visited the Monet exhibition in the Grand Palais. I saw a piece which threw me down yesterday.<brk> What did it represent?	 De quoi veux-tu que je parle? Une exposition intéressante, ton travail... Un peu de divertissement. J'ai visité l'exposition Monet au Grand Palais. J'ai vu une œuvre qui m'a jetée hier.<brk>	What did <p>it</p> represent?	Qu'est-ce qu'il représentait ?	Qu'est-ce qu'<p>il</p> représentait ?
And every second it remains causes Niklaus untold suffering.	 Et chaque seconde elle reste cause l'indible souffrance de Niklaus.	The hex on him is getting worse by the day. My brother has a mystical torture device buried in his chest, and the mother of his child is inexplicably missing. So, I can assure you, I have no time to play any games, either. What do you need me to do? The dagger the witch gave me is inside of him?<brk> And every second it remains causes Niklaus untold suffering.	 L'hex sur lui s'aggrave de jour en jour. Mon frère a un instrument mystique de torture enfoui dans sa poitrine, et la mère de son enfant est inexplicablement manquante. Donc, je peux vous assurer, je n'ai pas le temps de jouer, non plus. Que voulez-vous que je fasse? La dague que la sorcière m'a donné est en lui?<brk>	And every second <p>it</p> remains causes Niklaus untold suffering.	Et chaque seconde qu'il reste lui provoque d'indicibles souffrances.	Et chaque seconde qu'<p>il</p> reste lui provoque d'indicibles souffrances.
"""Otherwise it would rotate at maximum speed until it destroyed itself."""	" Sinon elle tourne à vitesse maximale jusqu'à ce qu'elle se détruise."""	"Father! I have the answer! - We must build a centrifugal governor. - A what? A centrifugal governor. It's in this book. Look. ""Centrifugal force activates a joint-and-lever mechanism ""that throttles the steam pressure when the machine starts running too fast.<brk> ""Otherwise it would rotate at maximum speed until it destroyed itself."""	" Père! J'ai la réponse! - Nous devons construire un gouverneur centrifuge. - Un quoi? Un gouverneur centrifuge. C'est dans ce livre. ""La force centrifuge active un mécanisme articulaire qui agite la pression de vapeur quand la machine commence à tourner trop vite.<brk>"	"""Otherwise <p>it</p> would rotate at maximum speed until it destroyed itself."""	"""Sans cela, elle tournerait à la vitesse maximale jusqu'à s'autodétruire."""	"""Sans cela, <p>elle</p> tournerait à la vitesse maximale jusqu'à s'autodétruire."""
Yeah, it was on the ground.	 Oui, elle était par terre.	Paul Montgomery was alive when he was dragged. And it turns out Paul worked the late shift nearby. My officers found blood around his vehicle. He was probably blitz attacked when he left work. Did we find his cell?<brk> Yeah, it was on the ground.	 Paul Montgomery était en vie quand il a été traîné. Et il s'avère que Paul travaillait tard dans la garde à proximité. Mes officiers ont trouvé du sang autour de son véhicule. Il a probablement été attaqué quand il a quitté le travail. Avons-nous trouvé sa cellule?<brk>	Yeah, <p>it</p> was on the ground.	Ouais, il était par terre.	Ouais, <p>il</p> était par terre.
Eventually, it erases a person's oldest and most precious memories.	 Finalement, elle efface les plus vieux et les plus précieux souvenirs d'une personne.	Remember? The story of Alzheimer's is never about one person. My PhD thesis film posits that this insidious disease not only destroys the patient, but has a physiological influence on the primary caregiver. Alzheimer's occurs when abnormal protein fragments accumulate in the hippocampus, killing neurons. The disease then creeps towards the front of the brain, wiping out neurons responsible for logical thought and problem solving. It then assaults the sensory region, sparking terrifying hallucinations.<brk> Eventually, it erases a person's oldest and most precious memories.	 Tu te souviens? L'histoire d'Alzheimer n'a jamais affaire à une seule personne. Mon doctorat suggère que cette maladie insidieuse non seulement détruit le patient, mais a une influence physiologique sur le principal soignant. La maladie d'Alzheimer se produit quand des fragments de protéine anormale s'accumulent dans l'hippocampe, tuant les neurones. La maladie s'introduit ensuite vers l'avant du cerveau, éliminant les neurones responsables de la pensée logique et de la résolution des problèmes. Elle agresse ensuite la région sensorielle, déclenchant des hallucinations terrifiantes.<brk>	Eventually, <p>it</p> erases a person's oldest and most precious memories.	Finalement, elle efface les souvenirs les plus vieux et précieux d'une personne.	Finalement, <p>elle</p> efface les souvenirs les plus vieux et précieux d'une personne.
And it presents me the opportunity to correct that error.	 Et elle me présente l'occasion de corriger cette erreur.	Ridiculous. I am the knowledge and strength of 10,000 worlds. I am flesh and machine. I am becoming everything. And you, your arrival is no more than a rare opportunity for entertainment.<brk> And it presents me the opportunity to correct that error.	 C'est ridicule. Je suis la connaissance et la force de 10 000 mondes. Je suis chair et machine. Je deviens tout. Et vous, votre arrivée n'est qu'une occasion de divertissement.<brk>	And <p>it</p> presents me the opportunity to correct that error.	Et elle me permet de corriger l'erreur que j'ai commise.	Et <p>elle</p> me permet de corriger l'erreur que j'ai commise.
Let's make it a happy one.	 Faisons-en un heureux.	Besides, we get to go to Miami. That's a fun place, right? I guess. So cheer up. This is gonna be our last case together.<brk> Let's make it a happy one.	 D'ailleurs, on va aller à Miami. C'est un endroit sympa, non? Je suppose. Alors réveillez-vous. Ce sera notre dernier cas ensemble.<brk>	Let's make <p>it</p> a happy one.	Faisons en sorte qu'elle soit joyeuse.	Faisons en sorte qu'<p>elle</p> soit joyeuse.
So that they aren't outside, messing up the blueberries.	 Pour qu'elles ne soient pas dehors, en train de bousiller les myrtilles.	Yeah, hold the pickle, ha-ha! And that's how you pick the weeds! Which ones are the weeds? They all are. Why are the weeds inside?<brk> So that they aren't outside, messing up the blueberries.	 Oui, tenez le cornichon, ha-ha! Et c'est comme ça que vous choisissez les herbes! Lesquelles sont les herbes? Elles le sont toutes. Pourquoi les herbes sont à l'intérieur?<brk>	So that <p>they</p> aren't outside, messing up the blueberries.	Comme ça elles ne sont pas dehors, à se disputer avec les myrtilles.	Comme ça <p>elles</p> ne sont pas dehors, à se disputer avec les myrtilles.
Oh, it landed on the deck-.	 Oh, il a atterri sur le pont...	"♪ It's a celebration ♪ So, this is how you can still have fun while at sea. Totally alone, on Guppy. ♪ It's a celebration M"" And now... I gonna offer... my pancake to Neptune! The moment is here!<brk> Oh, it landed on the deck-."	" ♪ C'est une célébration ♪ Donc, c'est comme ça que tu peux encore t'amuser en mer. Totalement seule, sur Guppy. ♪ C'est une célébration M"" Et maintenant... Je vais offrir... mon crêpe à Neptune! Le moment est là!<brk>"	Oh, <p>it</p> landed on the deck-.	Oh, elle a atteri sur le pont Encore une fois	Oh, <p>elle</p> a atteri sur le pont Encore une fois
He knows they're vulnerable.	 Il sait qu'elles sont vulnérables.	- Go ahead. - Thank you. Something you might want to see inside. Same M.O. Gets himself invited in for coffee, then blinds them with something. He picked up both women at grief support meetings.<brk> He knows they're vulnerable.	 - Allez-y. - Merci. Quelque chose que vous pourriez vouloir voir à l'intérieur. Le même médecin se fait inviter pour le café, puis les aveugle avec quelque chose. Il a pris les deux femmes aux réunions de soutien du chagrin.<brk>	He knows <p>they</p>'re vulnerable.	Il sait qu'elles sont vulnérables.	Il sait qu'<p>elles</p> sont vulnérables.
Well, then, you're aware that it lets fans vote on who will win the fight, that the players actually have fight cards	 Eh bien, vous savez qu'il permet aux fans de voter sur qui gagnera le combat, que les joueurs ont en fait des cartes de combat	And that's it-- no pressure. Nobody's doing anything wrong here, Alicia. This is how America works. So you're familiar with this Web site? It's not sanctioned by our league.<brk> Well, then, you're aware that it lets fans vote on who will win the fight, that the players actually have fight cards	 Et c'est ça, pas de pression. Personne ne fait de mal ici, Alicia. C'est comme ça que marche l'Amérique. Vous connaissez ce site web? Il n'est pas accepté par notre ligue.<brk>	Well, then, you're aware that <p>it</p> lets fans vote on who will win the fight, that the players actually have fight cards	Très bien, alors, vous savez qu'il laisse les fans voter sur qui gagnera la bagarre, que les joueurs ont en fait des cartes de combat	Très bien, alors, vous savez qu'<p>il</p> laisse les fans voter sur qui gagnera la bagarre, que les joueurs ont en fait des cartes de combat
Correct me if I'm wrong, but they were sitting next to each other.	 Corrigez-moi si je me trompe, mais elles étaient assises l'une à côté de l'autre.	Seven live rounds, one empty. So who's the car registered to? Rob Martin. You said you wanted to see us. Yeah, I'm trying to figure out how Carrie and Donna were positioned when they were shot.<brk> Correct me if I'm wrong, but they were sitting next to each other.	 Sept balles, une vide. Pour qui est la voiture? Rob Martin. Tu as dit que tu voulais nous voir. Ouais, j'essaie de comprendre comment Carrie et Donna ont été placées quand on les a tiré dessus.<brk>	Correct me if I'm wrong, but <p>they</p> were sitting next to each other.	Corrige moi si je me trompe, mais elles étaient assises l'une à côté de l'autre.	Corrige moi si je me trompe, mais <p>elles</p> étaient assises l'une à côté de l'autre.
Making it dangerous. and embark on an expedition outside the walls.	 Le rendre dangereux et embarquer dans une expédition hors des murs.	But what will you do? Anyone persecuting him should also consider that fact. Do you really think you can kill him? I have a proposal. What is it? The details of Eren's Titan power remain uncertain.<brk> Making it dangerous. and embark on an expedition outside the walls.	 Mais qu'allez-vous faire? Quelqu'un qui le persécute devrait aussi prendre en considération ce fait. Vous croyez vraiment pouvoir le tuer? J'ai une proposition. Qu'est-ce que c'est? Les détails du pouvoir Titan d'Eren demeurent incertains.<brk>	Making <p>it</p> dangerous. and embark on an expedition outside the walls.	Elle représente toujours un danger. Je propose de confier la garde d'Eren à Rivaille et de partir en exploration hors du mur. Vous voulez emmener Eren ?	<p>Elle</p> représente toujours un danger. Je propose de confier la garde d'Eren à Rivaille et de partir en exploration hors du mur. Vous voulez emmener Eren ?
You know, whenever I hit a red light, I used to pray it wouldn't crap out on me.	 Tu sais, quand j'ai touché une lumière rouge, je priais qu'elle ne me foute pas la trouille.	It was certainly in a lot better shape than our old hunk of junk. Much nicer paint job. No bullet holes in the door. That thing was a nightmare, huh? It was primitive.<brk> You know, whenever I hit a red light, I used to pray it wouldn't crap out on me.	 C'était certainement dans une bien meilleure forme que notre vieille merde. Beaucoup plus joli travail de peinture. Pas de trous de balles dans la porte. Cette chose était un cauchemar, hein? C'était primitif.<brk>	You know, whenever I hit a red light, I used to pray <p>it</p> wouldn't crap out on me.	Quand j'arrivais à un feu rouge, je priais pour qu'il me lâche pas.	Quand j'arrivais à un feu rouge, je priais pour qu'<p>il</p> me lâche pas.
The way they look at me.	 La façon dont elles me regardent.	Not even mom. But I understand. So wait. While--while we're sitting here talking, are you thinking about-- Killing you won't make me feel any better. It's those women.<brk> The way they look at me.	 Pas même maman. Mais je comprends. Attends. Pendant ce temps que nous sommes assis ici à parler, tu penses à-- Tu ne me feras pas me sentir mieux. Ce sont ces femmes.<brk>	The way <p>they</p> look at me.	La façon dont elles me regardent.	La façon dont <p>elles</p> me regardent.
Where did they come from?	 D'où viennent-elles?	Can't. I'm masturbating! Caroline, what are you doing? Are those new shoes? Uh, yes.<brk> Where did they come from?	 C'est impossible. Je me masturbe! Que fais-tu? Ce sont de nouvelles chaussures? Euh, oui.<brk>	Where did <p>they</p> come from?	Elles viennent d'où ?	<p>Elles</p> viennent d'où ?
If it launches, the Ark will be crippled, and everyone left on board will die.	 S'il décolle, l'Arche sera infirme, et tous ceux qui sont partis à bord mourront.	We have to get out of here while we still got the chance. I love you. Not the way that I want to be loved, not the way that you love Clarke. It's over, Finn. The dropship is still tied in to all of our major systems.<brk> If it launches, the Ark will be crippled, and everyone left on board will die.	 On doit partir tant qu'on en a encore l'occasion. Je t'aime. Pas comme je veux être aimé, pas comme tu aimes Clarke. C'est fini, Finn. Le vaisseau est toujours lié à tous nos systèmes importants.<brk>	If <p>it</p> launches, the Ark will be crippled, and everyone left on board will die.	Si elle est lancée‎, l'Arche sera affaiblie‎, et tout le monde à bord mourra‎.	Si <p>elle</p> est lancée‎, l'Arche sera affaiblie‎, et tout le monde à bord mourra‎.
I'd say they bathed shortly before the attacks occurred.	 Je dirais qu'elles se sont baignées peu de temps avant les attaques.	There's no defensive wounds. Her larynx was completely crushed. Hey, Rossi, take a look at her fingernails. For a woman who lives on the streets, she appears well-groomed. Yeah, it was the same with both victims.<brk> I'd say they bathed shortly before the attacks occurred.	 Il n'y a pas de blessures défensives. Son larynx a été complètement abîmé. Regarde ses ongles. Pour une femme qui vit dans la rue, elle semble bien gâchée. Oui, c'était pareil avec les deux victimes.<brk>	I'd say <p>they</p> bathed shortly before the attacks occurred.	Je dirais qu'elles se sont baignés avant l'agression.	Je dirais qu'<p>elles</p> se sont baignés avant l'agression.
No, seriously, I think it followed me home.	 Non, sérieusement, je pense qu'elle m'a suivi à la maison.	Okay, dummy. Okay, Han, I can't hold you up anymore. Max, I think I just saw the murder car go by, out the bathroom window. - What exactly did you see? - A car.<brk> No, seriously, I think it followed me home.	 Okay, crétin. Okay, Han, je ne peux plus te retenir. Max, je crois que je viens de voir la voiture de meurtre passer, par la fenêtre de la salle de bains. - Qu'est-ce que tu as vu exactement? - Une voiture.<brk>	No, seriously, I think <p>it</p> followed me home.	Sérieusement, je pense qu'elle m'a suivie jusqu'ici.	Sérieusement, je pense qu'<p>elle</p> m'a suivie jusqu'ici.
Is it heading toward Eren?	 Est-ce qu'elle se dirige vers Eren?	Look... That big bitch got scared and decided to go home! No... Why? That's toward the center rear.<brk> Is it heading toward Eren?	 Ecoute... Cette grosse salope a eu peur et a décidé de rentrer à la maison! Non... Pourquoi? C'est vers l'arrière-plan central.<brk>	Is <p>it</p> heading toward Eren?	Elle irait en direction d'Eren ?	<p>Elle</p> irait en direction d'Eren ?
Doesn't mean they shouldn't get a smoke.	 Ça ne veut pas dire qu'ils ne devraient pas prendre de fumée.	Got something for me? Oh. So, here's the thing. No. Maybe you'd care to explain. Not everyone had stamps. They didn't know you was gonna be looking for 'em.<brk> Doesn't mean they shouldn't get a smoke.	 Tu as quelque chose pour moi? Oh. Alors, voilà le truc. Non. Peut-être que tu ferais bien d'expliquer. Pas tout le monde avait des timbres. Ils ne savaient pas que tu les chercherais.<brk>	Doesn't mean <p>they</p> shouldn't get a smoke.	Ça ne veut pas dire qu'elles ne peuvent pas fumer.	Ça ne veut pas dire qu'<p>elles</p> ne peuvent pas fumer.
I swear, it felt like it was trying to kill me.	 Je le jure, elle avait l'impression d'essayer de me tuer.	All the safety mechanisms seem to be working. So what does that mean? Clearly, there's an issue. I-I'm gonna talk to Gavin about it. That thing was possessed.<brk> I swear, it felt like it was trying to kill me.	 Tous les mécanismes de sécurité semblent fonctionner. Qu'est-ce que ça veut dire? Clairement, il y a un problème. Je vais en parler à Gavin. Cette chose était possédée.<brk>	I swear, it felt like <p>it</p> was trying to kill me.	Je t'assure que j'ai eu l'impression qu'il essayait de me tuer.	Je t'assure que j'ai eu l'impression qu'<p>il</p> essayait de me tuer.
Well, it's a carrier, but its virus count is low, so it's not fully developed.	 Eh bien, il est porteur, mais son nombre de virus est faible, donc il n'est pas complètement développé.	I know it looked suspicious, arriving like that. It came from a former employee. It'll just be a few days. But a zombie is a zombie, right? But this one is almost human.<brk> Well, it's a carrier, but its virus count is low, so it's not fully developed.	 Je sais qu'il avait l'air suspect, d'arriver comme ça. Il venait d'un ancien employé. Ce ne sera que quelques jours. Mais un zombie est un zombie, non? Mais celui-ci est presque humain.<brk>	Well, <p>it</p>'s a carrier, but its virus count is low, so it's not fully developed.	Eh bien, il est un support mais il est dans la phase initiale, n'a pas perdu son humanité.	Eh bien, <p>il</p> est un support mais il est dans la phase initiale, n'a pas perdu son humanité.
Today it is buying your workers, but it always pays - the poor with thin air.	 Aujourd'hui, elle achète vos ouvriers, mais elle paie toujours - les pauvres avec peu d'air.	The bishop is no fool. He offered money to the Indians who baptised - their children. - They must have been easily persuaded. There were 60 conversions in a week. A miracle! In the Middle Ages, the Church distributed indulgences.<brk> Today it is buying your workers, but it always pays - the poor with thin air.	 L'évêque n'est pas idiot. Il a offert de l'argent aux Indiens qui baptisaient - leurs enfants. - Ils ont dû être facilement persuadés. Il y a eu 60 conversions en une semaine. Un miracle! Au Moyen-Âge, l'Église partageait des indulgences.<brk>	Today <p>it</p> is buying your workers, but it always pays - the poor with thin air.	Aujourd'hui, elle achète votre main-d'oeuvre mais elle paie toujours les pauvres avec du vent.	Aujourd'hui, <p>elle</p> achète votre main-d'oeuvre mais <p>elle</p> paie toujours les pauvres avec du vent.
- Well, if you did what I told you, it should be accessing the Navy missions flown by the President.	 - Eh bien, si vous avez fait ce que je vous ai dit, il devrait accéder aux missions de la Navy conduites par le Président.	He's gonna send agents after us. We're running out of time. I have a program that could help, but it's on my office computer. (Whirring) What exactly is this program supposed to do? - Because it's not doing it.<brk> - Well, if you did what I told you, it should be accessing the Navy missions flown by the President.	 Il nous envoie des agents après nous. Nous n'avons plus de temps. J'ai un programme qui peut aider, mais il est sur mon ordinateur de bureau. Qu'est-ce que ce programme est censé faire exactement? - Parce qu'il ne le fait pas.<brk>	- Well, if you did what I told you, <p>it</p> should be accessing the Navy missions flown by the President.	- Si tu as fait ce que j'ai dit, il devrait accéder aux missions du président pour l'armée.	- Si tu as fait ce que j'ai dit, <p>il</p> devrait accéder aux missions du président pour l'armée.
So they GPS the location, bulldoze the homes, and kill the natives.	 Alors elles GPS l'endroit, bulldozer les maisons, et tuer les indigènes.	Well, an opportunity has come up to turn that fantasy into reality. For those of you who care enough to join us. In two weeks, an untouched jungle in the Peruvian Amazon will be destroyed forever. And so will the natives inside it. The companies want the natural gas in the ground under the villages.<brk> So they GPS the location, bulldoze the homes, and kill the natives.	 Eh bien, une occasion est venue de transformer ce fantasme en réalité. Pour ceux d'entre vous qui s'y intéressent assez pour nous rejoindre. Dans deux semaines, une jungle intouchée en Amazonie péruvienne sera détruite pour toujours. Et les indigènes à l'intérieur. Les compagnies veulent le gaz naturel dans le sol sous les villages.<brk>	So <p>they</p> GPS the location, bulldoze the homes, and kill the natives.	Elles repèrent l'endroit, détruisent les maisons et tuent les indigènes.	<p>Elles</p> repèrent l'endroit, détruisent les maisons et tuent les indigènes.
In ancient Egypt, it had its own hieroglyph.	 Dans l'Egypte ancienne, il avait son propre hiéroglyphe.	Lexy, get down from there! That was Hotch. The doctor told him the placenta was scraped completely out of the victim's uterus. Every bit of it. You know, the placenta does carry special significance in many cultures.<brk> In ancient Egypt, it had its own hieroglyph.	 Lexy, descends de là! C'était Hotch. Le médecin lui a dit que le placenta a été complètement arraché de l'utérus de la victime. Tout. Vous savez, le placenta a une signification particulière dans beaucoup de cultures.<brk>	In ancient Egypt, <p>it</p> had its own hieroglyph.	Dans l'Égypte ancienne, il avait son propre hiéroglyphe.	Dans l'Égypte ancienne, <p>il</p> avait son propre hiéroglyphe.
it inspired me.	 elle m'a inspiré.	Come in and shut the door. You wanna tell me what's going on? I don't know what you mean. Well, since when does a 250-word obit turn into a 2-column expose on cold war espionage? This Mr. Diebold story, it...<brk> it inspired me.	 Entrez et fermez la porte. Vous voulez me dire ce qui se passe? Je ne vois pas ce que vous voulez dire. Eh bien, depuis quand un obit de 250 mots se transforme en une révélation à deuxcolonnes sur l'espionnage de la guerre froide? Cette histoire de M. Diebold, elle...<brk>	<p>it</p> inspired me.	elle m'a inspiré.	<p>elle</p> m'a inspiré.
Doesn't mean they're not important.	 Ça ne veut pas dire qu'elles ne sont pas importantes.	Okay, Batman. I'd appreciate it if you didn't tell anyone. Let me guess, you're keeping it pure, right? You want to make it about the art and not about the artist. Some things are easy to make fun of.<brk> Doesn't mean they're not important.	 Ok, Batman. J'apprécierais que vous ne le disiez à personne. Laisse-moi deviner, tu le gardes pur, n'est-ce pas? Tu veux en venir à l'art et pas à l'artiste. Certaines choses sont faciles à se moquer.<brk>	Doesn't mean <p>they</p>'re not important.	Cela ne veut pas dire qu'elles ne sont pas importantes.	Cela ne veut pas dire qu'<p>elles</p> ne sont pas importantes.
