src_en	tgt_fr	src_en_ctx	tgt_fr_ctx	src_en_with_tags	orig_fr	orig_fr_with_tags
No, seriously, I think it followed me home.	Non, sérieusement, je crois qu'elle m'a suivi à la maison.	Okay, dummy. Okay, Han, I can't hold you up anymore. Max, I think I just saw the murder car go by, out the bathroom window. - What exactly did you see? - A car.<brk> No, seriously, I think it followed me home.		No, seriously, I think <p>it</p> followed me home.	Sérieusement, je pense qu'elle m'a suivie jusqu'ici.	Sérieusement, je pense qu'<p>elle</p> m'a suivie jusqu'ici.
Is it heading toward Eren?	Elle se dirige vers Eren?	Look... That big bitch got scared and decided to go home! No... Why? That's toward the center rear.<brk> Is it heading toward Eren?		Is <p>it</p> heading toward Eren?	Elle irait en direction d'Eren ?	<p>Elle</p> irait en direction d'Eren ?
Doesn't mean they shouldn't get a smoke.	a ne veut pas dire qu'ils ne devraient pas fumer.	Got something for me? Oh. So, here's the thing. No. Maybe you'd care to explain. Not everyone had stamps. They didn't know you was gonna be looking for 'em.<brk> Doesn't mean they shouldn't get a smoke.		Doesn't mean <p>they</p> shouldn't get a smoke.	Ça ne veut pas dire qu'elles ne peuvent pas fumer.	Ça ne veut pas dire qu'<p>elles</p> ne peuvent pas fumer.
I swear, it felt like it was trying to kill me.	Je le jure, j'avais l'impression qu'elle tentait de me tuer.	All the safety mechanisms seem to be working. So what does that mean? Clearly, there's an issue. I-I'm gonna talk to Gavin about it. That thing was possessed.<brk> I swear, it felt like it was trying to kill me.		I swear, it felt like <p>it</p> was trying to kill me.	Je t'assure que j'ai eu l'impression qu'il essayait de me tuer.	Je t'assure que j'ai eu l'impression qu'<p>il</p> essayait de me tuer.
Well, it's a carrier, but its virus count is low, so it's not fully developed.	Eh bien, il est porteur, mais son nombre de virus est faible, donc il n'est pas complètement développé.	I know it looked suspicious, arriving like that. It came from a former employee. It'll just be a few days. But a zombie is a zombie, right? But this one is almost human.<brk> Well, it's a carrier, but its virus count is low, so it's not fully developed.		Well, <p>it</p>'s a carrier, but its virus count is low, so it's not fully developed.	Eh bien, il est un support mais il est dans la phase initiale, n'a pas perdu son humanité.	Eh bien, <p>il</p> est un support mais il est dans la phase initiale, n'a pas perdu son humanité.
Today it is buying your workers, but it always pays - the poor with thin air.	Aujourd'hui, elle achète vos ouvriers, mais elle paie toujours... les pauvres en l'air.	The bishop is no fool. He offered money to the Indians who baptised - their children. - They must have been easily persuaded. There were 60 conversions in a week. A miracle! In the Middle Ages, the Church distributed indulgences.<brk> Today it is buying your workers, but it always pays - the poor with thin air.		Today <p>it</p> is buying your workers, but it always pays - the poor with thin air.	Aujourd'hui, elle achète votre main-d'oeuvre mais elle paie toujours les pauvres avec du vent.	Aujourd'hui, <p>elle</p> achète votre main-d'oeuvre mais <p>elle</p> paie toujours les pauvres avec du vent.
- Well, if you did what I told you, it should be accessing the Navy missions flown by the President.	- Eh bien, si vous avez fait ce que je vous ai dit, il devrait accéder aux missions de la Marine menées par le Président.	He's gonna send agents after us. We're running out of time. I have a program that could help, but it's on my office computer. (Whirring) What exactly is this program supposed to do? - Because it's not doing it.<brk> - Well, if you did what I told you, it should be accessing the Navy missions flown by the President.		- Well, if you did what I told you, <p>it</p> should be accessing the Navy missions flown by the President.	- Si tu as fait ce que j'ai dit, il devrait accéder aux missions du président pour l'armée.	- Si tu as fait ce que j'ai dit, <p>il</p> devrait accéder aux missions du président pour l'armée.
So they GPS the location, bulldoze the homes, and kill the natives.	Elles localisent les maisons par GPS et tuent les indigènes.	Well, an opportunity has come up to turn that fantasy into reality. For those of you who care enough to join us. In two weeks, an untouched jungle in the Peruvian Amazon will be destroyed forever. And so will the natives inside it. The companies want the natural gas in the ground under the villages.<brk> So they GPS the location, bulldoze the homes, and kill the natives.		So <p>they</p> GPS the location, bulldoze the homes, and kill the natives.	Elles repèrent l'endroit, détruisent les maisons et tuent les indigènes.	<p>Elles</p> repèrent l'endroit, détruisent les maisons et tuent les indigènes.
In ancient Egypt, it had its own hieroglyph.	En Egypte antique, il avait son propre hiéroglyphe.	Lexy, get down from there! That was Hotch. The doctor told him the placenta was scraped completely out of the victim's uterus. Every bit of it. You know, the placenta does carry special significance in many cultures.<brk> In ancient Egypt, it had its own hieroglyph.		In ancient Egypt, <p>it</p> had its own hieroglyph.	Dans l'Égypte ancienne, il avait son propre hiéroglyphe.	Dans l'Égypte ancienne, <p>il</p> avait son propre hiéroglyphe.
it inspired me.	elle m'a inspiré.	Come in and shut the door. You wanna tell me what's going on? I don't know what you mean. Well, since when does a 250-word obit turn into a 2-column expose on cold war espionage? This Mr. Diebold story, it...<brk> it inspired me.		<p>it</p> inspired me.	elle m'a inspiré.	<p>elle</p> m'a inspiré.
Doesn't mean they're not important.	a ne veut pas dire qu'elles ne sont pas importantes.	Okay, Batman. I'd appreciate it if you didn't tell anyone. Let me guess, you're keeping it pure, right? You want to make it about the art and not about the artist. Some things are easy to make fun of.<brk> Doesn't mean they're not important.		Doesn't mean <p>they</p>'re not important.	Cela ne veut pas dire qu'elles ne sont pas importantes.	Cela ne veut pas dire qu'<p>elles</p> ne sont pas importantes.
Were they in each others' arms?	Étaient-elles dans les bras l'une de l'autre?	"Let's see what this is about. ""Silver rush... grubstakes..."" Mikey, I don't mean to alarm you, but-- I know, I know. Eh? Two women died in the house.<brk> Were they in each others' arms?"		Were <p>they</p> in each others' arms?	Elles étaient dans les bras l'une de l'autre ?	<p>Elles</p> étaient dans les bras l'une de l'autre ?
Well, let's hope they're just shy, not dead, too.	J'espère qu'elles sont timides et pas mortes.	What do we know? 11 women have come forward to report they were snipped by this guy. Including the dead girl? Yeah. I got my guys doing welfare checks on the other ten. But we need to assume that there are more women out there that didn't report it.<brk> Well, let's hope they're just shy, not dead, too.		Well, let's hope <p>they</p>'re just shy, not dead, too.	Eh bien, espérons qu'elles sont timides, et pas mortes elles-aussi.	Eh bien, espérons qu'<p>elles</p> sont timides, et pas mortes elles-aussi.
I guess they heard that George Tucker is back on the market.	Je suppose qu'elles ont entendu que George Tucker est de retour sur le marché.	Last week, I had my yearly tax seminar. It's usually only attended by Dash and Sergeant Jeffries and Shula. Standing room only. All single women. Well,<brk> I guess they heard that George Tucker is back on the market.		I guess <p>they</p> heard that George Tucker is back on the market.	Je suppose qu'elles ont apprient que George Tucker est de retour sur le marché.	Je suppose qu'<p>elles</p> ont apprient que George Tucker est de retour sur le marché.
Just, they're like the human version of pleated pants.	C'est juste qu'ils sont comme la version humaine du pantalon pliable.	- Yes, my... Oh, I have a bubbe. - Uh, my bubbe is in a home. - Yeah. Old people freak me out. With their hands and their legs.<brk> Just, they're like the human version of pleated pants.		Just, <p>they</p>'re like the human version of pleated pants.	Elles ont l'air d'être des versions humaines de plantes en pot.	<p>Elles</p> ont l'air d'être des versions humaines de plantes en pot.
they were all-powerful, in a way.	Elles étaient toutes puissantes, d'une certaine façon.	It's high. I would need to do a number of vocal exercises before I attempted that. I think the lyrics so much sum up the recording business. Rock 'n' roll, man. # You're gonna go far. # The record companies were...<brk> they were all-powerful, in a way.		<p>they</p> were all-powerful, in a way.	Elles étaient toutes-puissantes.	<p>Elles</p> étaient toutes-puissantes.
Well, if it wasn't, it is now!	S'il ne l'était pas, il l'est maintenant!	Is it a tandem Speedo for two men? Eh, even this is too loose. Mark, hop in here! Did they get this on sale? Was this the floor model?<brk> Well, if it wasn't, it is now!		Well, if <p>it</p> wasn't, it is now!	S'il ne l'était pas, maintenant il l'est.	S'<p>il</p> ne l'était pas, maintenant il l'est.
They're small, they're rubbery, and they got no flavor.	Elles sont petites, elles sont élastiques, et elles n'ont pas de goût.	All right, first of all, cross your legs. Okay, second of all, I don't know how Excuse me, brotha. you managed this, but I am not signing for this food. You tell 'em, sister. Bruddah, you call these jumbo shrimp?<brk> They're small, they're rubbery, and they got no flavor.		<p>They</p>'re small, they're rubbery, and they got no flavor.	Elles sont petites, elles sont caoutchouteuses, et elles n'ont pas de gout.	<p>Elles</p> sont petites, elles sont caoutchouteuses, et elles n'ont pas de gout.
If it's there, the lights might scare it out of hiding.	Si elle est là, les lumières vont l'effrayer de se cacher.	Lincoln, do you copy? Hello? Peter, it's me. Yeah, yeah, yeah. Turn on the lights. The creature is nocturnal.<brk> If it's there, the lights might scare it out of hiding.		If <p>it</p>'s there, the lights might scare it out of hiding.	Si elle est là, les lumières pourraient la faire sortir de sa cachette.	Si <p>elle</p> est là, les lumières pourraient la faire sortir de sa cachette.
they chart the same course, invade the same cells, wreak the same havoc.	Elles tracent la même trajectoire, envahissent les mêmes cellules, déchaînent les mêmes ravages.	How about I let you think about it? I don't need to. I want at least a chance to see my grandson graduate. Like you said... it's big. In medicine, we predict outcomes largely based on precedent because diseases tend to be unoriginal;<brk> they chart the same course, invade the same cells, wreak the same havoc.		<p>they</p> chart the same course, invade the same cells, wreak the same havoc.	Elles prennent le même chemin, envahissent les mêmes cellules, sèment le même chaos.	<p>Elles</p> prennent le même chemin, envahissent les mêmes cellules, sèment le même chaos.
They were exactly where her source had said they would be.	Elles étaient exactement là où sa source avait dit qu'elles seraient.	What kind of mood was she in? I mean, she looked worried or something? No, she was... just Anne-Marie, you know? A little awkward, a lot efficient. Her information on the trafficked women was very good.<brk> They were exactly where her source had said they would be.		<p>They</p> were exactly where her source had said they would be.	Elles se trouvaient exactement là où sa source avait dit qu'elles seraient.	<p>Elles</p> se trouvaient exactement là où sa source avait dit qu'elles seraient.
No-one worked without a record deal in those days, so they had a lot of power.	Personne n'a travaillé sans contrat à l'époque, donc elles avaient beaucoup de pouvoir.	I would need to do a number of vocal exercises before I attempted that. I think the lyrics so much sum up the recording business. Rock 'n' roll, man. # You're gonna go far. # The record companies were... they were all-powerful, in a way.<brk> No-one worked without a record deal in those days, so they had a lot of power.		No-one worked without a record deal in those days, so <p>they</p> had a lot of power.	Personne ne travaillait sans contrat, à l'époque. Elles étaient très puissantes.	Personne ne travaillait sans contrat, à l'époque. <p>Elles</p> étaient très puissantes.
Yeah, it was black, a woman driver.	Ouais, il était noir, une femme pilote.	Why, what happened? Well, I take my son to family time while my wife does yoga, but last week, when I walked Evan back, she noticed a truck driving behind us. Like following you? Yeah. You remember what the truck looked like?<brk> Yeah, it was black, a woman driver.		Yeah, <p>it</p> was black, a woman driver.	Oui, il était noir, une femme au volant.	Oui, <p>il</p> était noir, une femme au volant.
What if I lift the couch and it starts flipping around?	Et si je soulève le divan et qu'il se met à tourner?	Did you call an ambulance? You have to come over. It went under the couch. I can't even look. What if it's still alive?<brk> What if I lift the couch and it starts flipping around?		What if I lift the couch and <p>it</p> starts flipping around?	Et si je soulève le canapé et il panique dans tous les sens?	Et si je soulève le canapé et <p>il</p> panique dans tous les sens?
It kills her, as it killed her noble kinsman.	Il l'a tuée, tout comme il a tué sa noble famille.	"Say quick: Does she now think I am a murderer? She weeps and weeps. And lies upon her bed, and... and then jumps up and cries out, ""Tybalt,"" and then, ""Romeo."" My name was fatal to her from the start.<brk> It kills her, as it killed her noble kinsman."		<p>It</p> kills her, as it killed her noble kinsman.	Il la tue, comme il a tué son noble parent.	<p>Il</p> la tue, comme il a tué son noble parent.
What does it say?	Qu'est-ce qu'il dit?	Jordy just told me Maggie Kester is one of them. She's lying. Maggie's one of them. Maggie, you're getting a message.<brk> What does it say?		What does <p>it</p> say?	Qu'est-ce qu'il dit?	Qu'est-ce qu'<p>il</p> dit?
In my experience, it wouldn't.	D'après mon expérience, il ne le ferait pas.	- It's Pennsylvania. What I can't tell you is what kind of animal left Lisa Willoughby here or what direction it came from. Of course, there's been nearly a week for the tracks to degrade, but... we're still talking about an animal of sufficient size to drag a 60-pound load an unknown distance. And that... officers... is very weird. In your experience, why would an animal do that?<brk> In my experience, it wouldn't.		In my experience, <p>it</p> wouldn't.	Celons moi, il ne voudrait pas.	Celons moi, <p>il</p> ne voudrait pas.
We're looking at where they cross.	On regarde où elles se croisent.	Millie? Lipstick. Lucy, can you mark them up? Each journey, please. Now, we're not looking at the lines.<brk> We're looking at where they cross.		We're looking at where <p>they</p> cross.	Mais où elles se croisent.	Mais où <p>elles</p> se croisent.
And then they ride off into the sunset with someone... ..slightly less handsome than ourselves.	Et puis elles partent au coucher du soleil avec quelqu'un... légèrement moins beau que nous.	How's your night? Yeah, pretty... Pretty shit. Just found out me best mate's been having sex with... probably the only girl I've ever really loved. Women don't know what they do to us.<brk> And then they ride off into the sunset with someone... ..slightly less handsome than ourselves.		And then <p>they</p> ride off into the sunset with someone... ..slightly less handsome than ourselves.	Et puis elles partent au coucher du soleil avec quelqu'un légèrement moins beau que nous.	Et puis <p>elles</p> partent au coucher du soleil avec quelqu'un légèrement moins beau que nous.
And they like Bea.	Et elles aiment Bea.	Miss Davidson, we know the rules are there for a reason. But it doesn't mean they're always right. Like the wet cells. You fixed that. Now, all the women are cut up about what happened to Debbie.<brk> And they like Bea.		And <p>they</p> like Bea.	Et elles aiment Bea.	Et <p>elles</p> aiment Bea.
Whenever you say it, they start controlling you.	Quand tu le dis, elles commencent à te contrôler.	It's spacious, safe, gives good mileage.. ...and it's a practical car. Yeah, practical. Beautiful. That's the favorite word of the girls.<brk> Whenever you say it, they start controlling you.		Whenever you say it, <p>they</p> start controlling you.	Elles entendent ce mot et elles se mettent à te contrôler.	<p>Elles</p> entendent ce mot et elles se mettent à te contrôler.
And it seats six, so they extended the invitation to all of hankmed.	Et il peut accueillir six personnes, alors ils ont étendu l'invitation à tous les hankmed.	Until she found her new boyfriend Marcello. Can you believe it? My mother has a boyfriend. And he's insisting that I leave today to spend a long weekend with them at his villa in Tuscany. He sent his jet.<brk> And it seats six, so they extended the invitation to all of hankmed.		And <p>it</p> seats six, so they extended the invitation to all of hankmed.	et il a six places donc ils ont étendu leur invitation à tout Hankmed.	et <p>il</p> a six places donc ils ont étendu leur invitation à tout Hankmed.
From where was it obtained, may I ask?	D'où elle vient?	He was electrocuted. Oui, bien sur. Regarde. The table is clamped to the floor, so the current passes through it. It is, en effet, the killing machine most elaborate.<brk> From where was it obtained, may I ask?		From where was <p>it</p> obtained, may I ask?	Puis-je savoir d'où elle provient ?	Puis-je savoir d'où <p>elle</p> provient ?
Ladies and gentlemen, it appears they have Otis.	Mesdames et messieurs, il semblerait qu'ils aient Otistis.	It's Coach Mclntire. Ladies and gentlemen, welcome to the 2012 - Women's Gymnastics Trials. Please welcome our special guests, and fellow Olympians, the United States 2012 Men's Gymnastics Team, the US Women's Volleyball Team, the US BMX Cycling Team, the US Men's Wrestling Team, the US Men's and Women's Rifle Shooting Team, the US Men's Water Polo Team, the US Women's Swimming Team, and the reason we're here today, the candidates for the United States 2012 Women's Gymnastics Team. - - And would you look at that.<brk> Ladies and gentlemen, it appears they have Otis.		Ladies and gentlemen, it appears <p>they</p> have Otis.	Mesdames et Messieurs, il semblerait qu'elles aient amené Otis.	Mesdames et Messieurs, il semblerait qu'<p>elles</p> aient amené Otis.
And it wasn't open before.	Et elle n'a pas été ouverte avant.	Mom. Hey, Morn! Sit down. I'm gonna close the window. And she wasn't here. And then I heard a sound from my room, and I-- I came in and the window was open. And....<brk> And it wasn't open before.		And <p>it</p> wasn't open before.	Elle n'était pas ouverte avant.	<p>Elle</p> n'était pas ouverte avant.
Is it big enough?	Il est assez gros?	We've been out for a drink. That's it. Tom, you know your ship? - Yeah. - Could it beat a whale?<brk> Is it big enough?		Is <p>it</p> big enough?	Est-ce qu'il est assez gros ?	Est-ce qu'<p>il</p> est assez gros ?
They're just afraid if they come over here right now, they're gonna get attached.	Elles ont juste peur qu'elles viennent ici tout de suite, qu'elles s'attachent.	I'm so sorry. Well, what are you up to right now? Stop it. Okay. Don't beat yourself up. It's a numbers game. And you've only called, like, what, 25 girls?<brk> They're just afraid if they come over here right now, they're gonna get attached.		<p>They</p>'re just afraid if they come over here right now, they're gonna get attached.	Elles ont juste peur que si elles viennent, elles vont s'attacher.	<p>Elles</p> ont juste peur que si elles viennent, elles vont s'attacher.
There's only three dumps it could have wound up in.	Il n'y a que trois décharges dans lesquelles il aurait pu finir.	Can we be done with this now? Where'd you dump the carpeting that you pulled up that night? I thought you said you had it. No, I said we're gonna test it. Well, how can you test it if you don't have it?<brk> There's only three dumps it could have wound up in.		There's only three dumps <p>it</p> could have wound up in.	Il y a seulement trois décharges dans lesquelles elle pourrait avoir fini.	Il y a seulement trois décharges dans lesquelles <p>elle</p> pourrait avoir fini.
But they are fantastic, so I'm gonna call my friend at the New York Times and see if they want to order up reporting.	Mais elles sont fantastiques, alors je vais appeler mon amie du New York Times pour voir si elles veulent commander des reportages.	Janet's writing a total puff piece. And we run those sometimes. Why? Does Boyd's company buy a lot of ads or something? Look, Sara, we can't use these pictures, okay?<brk> But they are fantastic, so I'm gonna call my friend at the New York Times and see if they want to order up reporting.		But <p>they</p> are fantastic, so I'm gonna call my friend at the New York Times and see if they want to order up reporting.	Mais elles sont magnifiques, donc je vais appeler mon ami du New York Times et voir s'ils veulent ordonner un rapport.	Mais <p>elles</p> sont magnifiques, donc je vais appeler mon ami du New York Times et voir s'ils veulent ordonner un rapport.
I'd almost say yes, they're so lovely.	Je dirais presque oui, elles sont si jolies.	If they ask you, we walked home together and stayed out for a while. We went home together. Good afternoon, madam. I hope this is the right address. We brought you flowers because you called the police... and thereby saved the life of one of our best friends.<brk> I'd almost say yes, they're so lovely.		I'd almost say yes, <p>they</p>'re so lovely.	J'aimerai dire oui, elles sont si jolies.	J'aimerai dire oui, <p>elles</p> sont si jolies.
"I didn't say they ""don't grow more attractive,"""	Je n'ai pas dit qu'elles ne deviennent pas plus attirantes.	"- Well, Y'see? Odds're against you there, babe. Mom believes women don't grow more attractive with age. Oh, I disagree, I.. - No..<brk> I didn't say they ""don't grow more attractive,"""		"I didn't say <p>they</p> ""don't grow more attractive,"""	J'ai pas dit qu'elles ne pouvaient pas être séduisantes	J'ai pas dit qu'<p>elles</p> ne pouvaient pas être séduisantes
Like, they don't know what they want.	Ils ne savent pas ce qu'ils veulent.	Dummy, I didn't know you were working out. Rose is one of my closest friends. She's always there for me. She's always looking out for my best interest, and when I'm going through things, she always has my back. I think that people think bisexuals are slutty, you know what I mean?<brk> Like, they don't know what they want.		Like, <p>they</p> don't know what they want.	Genre, elles ne savent pas ce qu'elles veulent.	Genre, <p>elles</p> ne savent pas ce qu'elles veulent.
- Where are they now?	- Où sont-elles maintenant?	Meantime, we located that cabbie. He says two female passengers saw the attack on a video call. They told him to call 911. Then they bolted from the cab. But he gave us the building where he picked the girls up, and the doorman there I.D.'d them.<brk> - Where are they now?		- Where are <p>they</p> now?	- Où sont-elles maintenant ?	- Où sont-<p>elles</p> maintenant ?
When they smell your pheromones, their claws come out.	Quand elles sentent vos phéromones, leurs griffes sortent.	Hang with me, Mellish. I know you can. We have been concentrating this whole time on the men these women are dating. But what if, what if... it's one of the other women. One who's jealous. Women.<brk> When they smell your pheromones, their claws come out.		When <p>they</p> smell your pheromones, their claws come out.	Quand elles sentent nos phéromones, elles sortent leurs griffes.	Quand <p>elles</p> sentent nos phéromones, elles sortent leurs griffes.
But it still wouldn't have this effect on his organs.	Mais il n'aurait pas cet effet sur ses organes.	That a technical term? It is when your organs look like this. Oh. Really? Deterioration happened recently and very fast. Tox reports came back clean, except for the presence of Paxil, a common antidepressant.<brk> But it still wouldn't have this effect on his organs.		But <p>it</p> still wouldn't have this effect on his organs.	Mais il ne pourrait pas avoir eu ces effets sur ses organes.	Mais <p>il</p> ne pourrait pas avoir eu ces effets sur ses organes.
You hurt it, it heals.	Il guérit.	So when can we have the bullet? I'll take it from here, doctor. Why didn't he answer my question? He just did, but it went over your shiny little head. The heart is like any other tissue.<brk> You hurt it, it heals.		You hurt it, <p>it</p> heals.	Vous l'abimez, il se cicatrise.	Vous l'abimez, <p>il</p> se cicatrise.
Ultimately, it collides against the bottom and returns to the waters to the surface, where the weather warms up.	En fin de compte, elle heurte le fond et retourne dans les eaux à la surface, où le temps se réchauffe.	The ocean is everywhere furrowed by whirlpools, some of which run for years. This movement spreads heat from the surface of the blue planet. The warm water from the tropics rises toward the poles. This water cools, becomes even more compact and is loaded with salt back into the depths. The water travels through the depths towards the bottom of the ocean, propelled by its own weight.<brk> Ultimately, it collides against the bottom and returns to the waters to the surface, where the weather warms up.		Ultimately, <p>it</p> collides against the bottom and returns to the waters to the surface, where the weather warms up.	Un jour, elle bute sur le relief, retrouve à nouveau les eaux de surface où elle se réchauffera.	Un jour, <p>elle</p> bute sur le relief, retrouve à nouveau les eaux de surface où elle se réchauffera.
- Could it beat a whale?	- Il pourrait battre une baleine?	He's a nice guy. We've been out for a drink. That's it. Tom, you know your ship? - Yeah.<brk> - Could it beat a whale?		- Could <p>it</p> beat a whale?	-Est-ce qu'il peut battre une baleine ?	-Est-ce qu'<p>il</p> peut battre une baleine ?
Make sure they're ready.	Vérifiez qu'elles sont prêtes.	She's the one drawing the crowd. You said she'd speak, Liz. She changed her mind. Come on. Focus on the other women.<brk> Make sure they're ready.		Make sure <p>they</p>'re ready.	Assure-toi qu'elles soient prêtes.	Assure-toi qu'<p>elles</p> soient prêtes.
But it also began a criminal investigation.	Mais elle a aussi commencé une enquête criminelle.	"Eventually I went out and bought a bunch of Post-its and kind of tried to figure out what it was we needed to do. My horrific task was to go through the entire movie and pull out the stills to put on the website. And at the same time I was learning who these people were that I could see their flesh being torn off their bodies. Photographs taken by US soldier The Army claimed it was engaged in ""combat operations against a hostile force.""<brk> But it also began a criminal investigation."		But <p>it</p> also began a criminal investigation.	Elle a toutefois aussi lancé une enquête criminelle.	<p>Elle</p> a toutefois aussi lancé une enquête criminelle.
Perhaps it lies in you.	Peut-être qu'il repose en vous.	She loves the Grand Canyon, but for me, this... This is stunning. Great and audacious, humbling in its ambition and heart. You are that symbol. After the events of Pakistan and your actions against Indian imperialism, to the many who question where the heart of America lies, it's felt.<brk> Perhaps it lies in you.		Perhaps <p>it</p> lies in you.	Peut-être qu'il gît en vous.	Peut-être qu'<p>il</p> gît en vous.
Listen, you may as well relax, because whatever it is they're asking for, honey, it's not for you.	Ecoute, tu peux aussi te relaxer, parce que quoi que ce soit qu'elles demandent, chérie, ce n'est pas pour toi.	I am a woman, and therefore a lesbian. We talk in different tones. We don't all agree. We have the right to define our own differences. Now I would like to ask Germaine Greer... I really don't know what women are asking for. Now, suppose I wanted to give it to them.<brk> Listen, you may as well relax, because whatever it is they're asking for, honey, it's not for you.		Listen, you may as well relax, because whatever it is <p>they</p>'re asking for, honey, it's not for you.	Détendez-vous. Quoi qu'elles veuillent, chéri, ce n'est sûrement pas vous.	Détendez-vous. Quoi qu'<p>elles</p> veuillent, chéri, ce n'est sûrement pas vous.
I wish they were all like you.	J'aimerais qu'elles soient comme toi.	She went back to Delhi. What do you think? Does Vasudha also think it's my fault? If I wouldn't have bought the monastery, someone else would have. Girls, I tell you.<brk> I wish they were all like you.		I wish <p>they</p> were all like you.	Si seulement elles étaient comme toi!	Si seulement <p>elles</p> étaient comme toi!
According to the flight plan, it passed right over your location before it went down.	Selon le plan de vol, il est passé au-dessus de votre position avant qu'il ne tombe.	So what, he jumped out of a plane? Why? Maybe because it was going down. You're right, Danny. Yesterday, a small plane ashed in the jungle out five miles west of you.<brk> According to the flight plan, it passed right over your location before it went down.		According to the flight plan, <p>it</p> passed right over your location before it went down.	Selon le plan de vol, il est passé au dessus de vous avant de se crasher.	Selon le plan de vol, <p>il</p> est passé au dessus de vous avant de se crasher.
Why, is it sick?	Il est malade?	- We're very well off. Well, I can do a 24-hour hold for a $200 deposit. And that's cash or check. Mom, write the check right now. Mr. Braverman, look, I got to be honest here, this puppy's not gonna last long.<brk> Why, is it sick?		Why, is <p>it</p> sick?	Pourquoi, il est malade ?	Pourquoi, <p>il</p> est malade ?
Yeah, they're really great.	Ouais, elles sont vraiment super.	So vote for Andie. I don't know if you noticed, but I bought out the whole restaurant. What do you think? Best boyfriend ever? (Chuckles) I also got flowers.<brk> Yeah, they're really great.		Yeah, <p>they</p>'re really great.	Ouais, elles sont géniales.	Ouais, <p>elles</p> sont géniales.
They relax, they laugh, things start moving.	Elles se détendent, rient, les choses bougent.	Never mention your work. What should I talk about then? You start... You start with... a joke. A joke always works. It's a good way to relax women.<brk> They relax, they laugh, things start moving.		They relax, <p>they</p> laugh, things start moving.	Tout se relâche, elles rient, ça commence à bouger.	Tout se relâche, <p>elles</p> rient, ça commence à bouger.
Kill them before they start multiplying!	Tue-les avant qu'elles se multiplient!	Okay, now jump. I think we're almost there. Thank God. This cave is the worst. I know, I don't know what's more offensive... the actual racism or the insulting notion that it might somehow rub off on us. Jive turkeys!<brk> Kill them before they start multiplying!		Kill them before <p>they</p> start multiplying!	Des  dindes ! Tuez-les avant qu'elles ne se multiplient!	Des  <hon>dindes<hoff> ! Tuez-les avant qu'<p>elles</p> ne se multiplient!
Now it is with you as well.	Maintenant, elle est avec vous aussi.	A man could get robbed. Or even killed. You threaten my father again, I'll kill you myself... on this road. You hear me? My quarrel was with your father.<brk> Now it is with you as well.		Now <p>it</p> is with you as well.	Maintenant elle est aussi avec toi.	Maintenant <p>elle</p> est aussi avec toi.
But then I tried it on this morning and it was uncomfortable and itchy and completely wrong.	Mais j'ai essayé ce matin et il était inconfortable et humide et complètement faux.	"See, I would have expected you to have an extra-special suit tailor-made just for this occasion. Oh, I did. I had my boy Timmy G make the perfect wedding suit. You ever heard of ""bespoke""? This suit was be-freaking-screamed.<brk> But then I tried it on this morning and it was uncomfortable and itchy and completely wrong."		But then I tried <p>it</p> on this morning and it was uncomfortable and itchy and completely wrong.	Mais ensuite je l'ai essayé ce matin et il était inconfortable et il démangeait et était complétement mauvais.	Mais ensuite je l'ai essayé ce matin et <p>il</p> était inconfortable et il démangeait et était complétement mauvais.
And I tried to help her after they left.	Et j'ai essayé de l'aider après qu'ils soient partis.	Rape. Years ago, when I was new here... ..there was this lady, Sally. Jacs didn't like her, saw her as competition, so wanted to take her out. They ganged her and Jacs forced me to watch. And I will never forget Sal lying on the floor of the workroom.<brk> And I tried to help her after they left.		And I tried to help her after <p>they</p> left.	Et j'ai essayé de l'aider après qu'elles soient parties.	Et j'ai essayé de l'aider après qu'<p>elles</p> soient parties.
But I always wondered if they were smart enough to go back to their exact positions and put the tape back on so I wouldn't know.	Mais je me suis toujours demandé si elles étaient assez intelligentes pour revenir à leur position exacte et remettre la bande sur afin que je ne sache pas.	You know, when I was a kid, I used to think that there were people in the radio. Like, these little itty-bitty people that climbed in and played on their mini instruments and sang into their tiny microphones! That's stupid. I used to put Scotch Tape around my dolls so I'd know if they moved when I was sleeping. They never did.<brk> But I always wondered if they were smart enough to go back to their exact positions and put the tape back on so I wouldn't know.		But I always wondered if <p>they</p> were smart enough to go back to their exact positions and put the tape back on so I wouldn't know.	Mais je me demandais si elles étaient assez futées pour retourner dans la même position et remettre le ruban pour que je ne sache rien.	Mais je me demandais si <p>elles</p> étaient assez futées pour retourner dans la même position et remettre le ruban pour que je ne sache rien.
Costly, were they not?	Coûteux, n'étaient-ils pas?	"I am descendant from no god. Nor man of lofty note. I'm tolerated within the Senate solely for the wealth I have amassed through labor and dealings those with ""proper"" lineage deem beneath them. And you believe this singular cause why they hate you, hmm? Your campaign against Mithridates and um other adventures.<brk> Costly, were they not?"		Costly, were <p>they</p> not?	N'étaient-elles pas onéreuses ?	N'étaient-<p>elles</p> pas onéreuses ?
