source_full	source_current	source_context	source_current_tagged	source_context_tagged	gold_target_full	gold_target_current	gold_target_context	gold_target_current_tagged	gold_target_context_tagged	gold_target_current_contrast	generated_target_full	generated_target_current	generated_target_context
So, I went and saw my mother. She's being sued by a dance mom. Honestly, I'm surprised it hasn't happened earlier. I mean, she made me cry in class a lot. Disney princesses made you cry.<brk> Because they're all orphans!	Because they're all orphans!	So, I went and saw my mother. She's being sued by a dance mom. Honestly, I'm surprised it hasn't happened earlier. I mean, she made me cry in class a lot. Disney princesses made you cry.	Because <p>they</p>'re all orphans!	So, I went and saw my mother. She's being sued by a dance mom. Honestly, I'm surprised it hasn't happened earlier. I mean, she made me cry in class a lot. Disney <hon>princesses<hoff> made you cry.	Donc, je suis allée voir ma mère. La mère d'une danseuse a porté plainte contre elle. Honnêtement, je suis surprise que ça ne ce soit pas produit plus tôt. Elle me faisait beaucoup pleurer. Les  princesses  Disney te font pleurer.<brk> Parce qu'elles sont toutes orphelines !	Parce qu'elles sont toutes orphelines !	Donc, je suis allée voir ma mère. La mère d'une danseuse a porté plainte contre elle. Honnêtement, je suis surprise que ça ne ce soit pas produit plus tôt. Elle me faisait beaucoup pleurer. Les  princesses  Disney te font pleurer.	Parce qu'<p>elles</p> sont toutes orphelines !	Donc, je suis allée voir ma mère. La mère d'une danseuse a porté plainte contre elle. Honnêtement, je suis surprise que ça ne ce soit pas produit plus tôt. Elle me faisait beaucoup pleurer. Les  <hon>princesses<hoff>  Disney te font pleurer.	Parce qu'ils sont toutes orphelines !	Alors, je suis allé voir ma mère. Elle est poursuivie par une mère danseuse. Honnêtement, je suis surpris que ça ne soit pas arrivé avant. Je veux dire, elle m'a fait pleurer beaucoup en classe. Les princesses Disney t'ont fait pleurer. <brk> Parce qu'elles sont toutes orphelins!	Parce qu'elles sont toutes orphelins!	Alors, je suis allé voir ma mère. Elle est poursuivie par une mère danseuse. Honnêtement, je suis surpris que ça ne soit pas arrivé avant. Je veux dire, elle m'a fait pleurer beaucoup en classe. Les princesses Disney t'ont fait pleurer.
Or what if it doesn't within ten years? Or within 20 years? And, uh, good old Pincus is pissing in his diaper in a nursing home somewhere unable to afford his pudding cup. The law is gonna change, Jeannie. Unless it doesn't.<brk> Well, it will, because politicos won't be able to resist the potential tax revenues.	Well, it will, because politicos won't be able to resist the potential tax revenues.	Or what if it doesn't within ten years? Or within 20 years? And, uh, good old Pincus is pissing in his diaper in a nursing home somewhere unable to afford his pudding cup. The law is gonna change, Jeannie. Unless it doesn't.	Well, <p>it</p> will, because politicos won't be able to resist the potential tax revenues.	Or what if it doesn't within ten years? Or within 20 years? And, uh, good old Pincus is pissing in his diaper in a nursing home somewhere unable to afford his pudding cup. The <hon>law<hoff> is gonna change, Jeannie. Unless <hon>it<hoff> doesn't.	Ou si ça ne change pas dans les dix ans ? Ou dans les vingt ans ? Et, hum, avant que le bon vieux Pincus pisse dans sa couche-culotte dans sa maison de retraite quelque part incapable de manger sa coupe de pudding. La  loi  va changer, Jeannie. A moins qu'elle ne change pas.<brk> Bien, elle va changer, parce que les politiciens ne seront pas capables de résister à des potentiels revenus fiscaux.	Bien, elle va changer, parce que les politiciens ne seront pas capables de résister à des potentiels revenus fiscaux.	Ou si ça ne change pas dans les dix ans ? Ou dans les vingt ans ? Et, hum, avant que le bon vieux Pincus pisse dans sa couche-culotte dans sa maison de retraite quelque part incapable de manger sa coupe de pudding. La  loi  va changer, Jeannie. A moins qu'elle ne change pas.	Bien, <p>elle</p> va changer, parce que les politiciens ne seront pas capables de résister à des potentiels revenus fiscaux.	Ou si ça ne change pas dans les dix ans ? Ou dans les vingt ans ? Et, hum, avant que le bon vieux Pincus pisse dans sa couche-culotte dans sa maison de retraite quelque part incapable de manger sa coupe de pudding. La  <hon>loi<hoff>  va changer, Jeannie. A moins qu'<hon>elle<hoff> ne change pas.	Bien, il va changer, parce que les politiciens ne seront pas capables de résister à des potentiels revenus fiscaux.	Et si ce n'était pas le cas dans les 10 ans? Ou dans les 20 ans? Et, euh, le bon vieux Pincus pisse dans ses couches dans une maison de retraite quelque part, incapable de payer son pudding. La loi va changer, Jeannie. Si elle ne change pas. <brk> Eh bien, elle le fera, parce que les politicos ne pourront pas résister aux rentrées d'impôts potentielles.	Eh bien, elle le fera, parce que les politicos ne pourront pas résister aux rentrées d'impôts potentielles.	Et si ce n'était pas le cas dans les 10 ans? Ou dans les 20 ans? Et, euh, le bon vieux Pincus pisse dans ses couches dans une maison de retraite quelque part, incapable de payer son pudding. La loi va changer, Jeannie. Si elle ne change pas.
They're... they're doing a story on us. We're not gonna be paying for those afterwards. Hi, me again. Where are the bathrooms? Are they by the, uh, elevators to the important offices?<brk> Um, no, they're right there behind the security desk.	Um, no, they're right there behind the security desk.	They're... they're doing a story on us. We're not gonna be paying for those afterwards. Hi, me again. Where are the bathrooms? Are they by the, uh, elevators to the important offices?	Um, no, <p>they</p>'re right there behind the security desk.	They're... they're doing a story on us. We're not gonna be paying for those afterwards. Hi, me again. Where are the <hon>bathrooms<hoff>? Are <hon>they<hoff> by the, uh, elevators to the important offices?	Ils... ils écrivent un reportage sur nous. Nous ne paierons pas pour ces photos. Salut, encore moi. Où sont les  toilettes  ? Elles sont près des ascenseurs pour les bureaux importants ?<brk> Non, elles sont derrière le bureau de la sécurité.	Non, elles sont derrière le bureau de la sécurité.	Ils... ils écrivent un reportage sur nous. Nous ne paierons pas pour ces photos. Salut, encore moi. Où sont les  toilettes  ? Elles sont près des ascenseurs pour les bureaux importants ?	Non, <p>elles</p> sont derrière le bureau de la sécurité.	Ils... ils écrivent un reportage sur nous. Nous ne paierons pas pour ces photos. Salut, encore moi. Où sont les  <hon>toilettes<hoff>  ? <hon>Elles<hoff> sont près des ascenseurs pour les bureaux importants ?	Non, ils sont derrière le bureau de la sécurité.	Ils font une histoire sur nous. On ne paiera pas pour ça après. Salut, encore moi. Où sont les toilettes? Elles sont près des ascenseurs des bureaux importants? <brk> Euh, non, elles sont juste là derrière le bureau de sécurité.	Euh, non, elles sont juste là derrière le bureau de sécurité.	Ils font une histoire sur nous. On ne paiera pas pour ça après. Salut, encore moi. Où sont les toilettes? Elles sont près des ascenseurs des bureaux importants?
"- Looks like you already did. - Ah, ""five star service, and I was very impressed that my mechanic spoke fluent Mandarin."" Oh! You're more than kind. Thank you. I was obsessed with the death mask for so long,<brk> I think I just came to believe it had malevolent power."	I think I just came to believe it had malevolent power.	"- Looks like you already did. - Ah, ""five star service, and I was very impressed that my mechanic spoke fluent Mandarin."" Oh! You're more than kind. Thank you. I was obsessed with the death mask for so long,"	I think I just came to believe <p>it</p> had malevolent power.	"- Looks like you already did. - Ah, ""five star service, and I was very impressed that my mechanic spoke fluent Mandarin."" Oh! You're more than kind. Thank you. I was obsessed with the death <hon>mask<hoff> for so long,"	"- On dirait que vous l'avez déjà fait. - ""Cinq étoiles pour le service, et j'étais vraiment impressionné que mon mécanicien parle couramment chinois."" Vous êtes plus que gentil. Merci. J'ai été obsédé par le  masque  mortuaire pendant si longtemps,<brk> Je commence à croire qu'il a un pouvoir maléfique."	Je commence à croire qu'il a un pouvoir maléfique.	"- On dirait que vous l'avez déjà fait. - ""Cinq étoiles pour le service, et j'étais vraiment impressionné que mon mécanicien parle couramment chinois."" Vous êtes plus que gentil. Merci. J'ai été obsédé par le  masque  mortuaire pendant si longtemps,"	Je commence à croire qu'<p>il</p> a un pouvoir maléfique.	"- On dirait que vous l'avez déjà fait. - ""Cinq étoiles pour le service, et j'étais vraiment impressionné que mon mécanicien parle couramment chinois."" Vous êtes plus que gentil. Merci. J'ai été obsédé par le  <hon>masque<hoff>  mortuaire pendant si longtemps,"	Je commence à croire qu'elle a un pouvoir maléfique.	"- On dirait que vous l'avez déjà fait. - Ah, ""service à cinq étoiles,"" et j'ai été très impressionné par mon mécanicien parlant couramment le mandarin. Oh! Vous êtes plus que gentil. Merci. J'étais obsédé par le masque de mort depuis si longtemps, <brk> Je pense que je suis venu à croire qu'il avait la puissance malveillante."	Je pense que je suis venu à croire qu'il avait la puissance malveillante.	"- On dirait que vous l'avez déjà fait. - Ah, ""service à cinq étoiles,"" et j'ai été très impressionné par mon mécanicien parlant couramment le mandarin. Oh! Vous êtes plus que gentil. Merci. J'étais obsédé par le masque de mort depuis si longtemps,"
You know that live nerves are better than dead ones. Even I know that, and I'm an intern. And you. You put me in a really awkward position today. You just threw me to the wolves. Not that I'm comparing your sisters to wolves. But oh, my god. They're out for blood. They are furious with you that you didn't call them yourself.<brk> And they told me some things. Okay? Unkind things.	And they told me some things. Okay? Unkind things.	You know that live nerves are better than dead ones. Even I know that, and I'm an intern. And you. You put me in a really awkward position today. You just threw me to the wolves. Not that I'm comparing your sisters to wolves. But oh, my god. They're out for blood. They are furious with you that you didn't call them yourself.	And <p>they</p> told me some things. Okay? Unkind things.	You know that live nerves are better than dead ones. Even I know that, and I'm an intern. And you. You put me in a really awkward position today. You just threw me to the wolves. Not that I'm comparing your <hon>sisters<hoff> to wolves. But oh, my god. <hon>They<hoff>'re out for blood. <hon>They<hoff> are furious with you that you didn't call them yourself.	Les nerfs vivants sont mieux que les morts. Même moi, je le sais. Vous m'avez embarrassée en me jetant aux loups. Je compare pas vos  sœurs  à des loups, mais elles sont attirées par le sang. Elles sont furieuses que vous ne les ayez pas appelées.<brk> Elles m'ont raconté des choses pas sympas.	Elles m'ont raconté des choses pas sympas.	Les nerfs vivants sont mieux que les morts. Même moi, je le sais. Vous m'avez embarrassée en me jetant aux loups. Je compare pas vos  sœurs  à des loups, mais elles sont attirées par le sang. Elles sont furieuses que vous ne les ayez pas appelées.	<p>Elles</p> m'ont raconté des choses pas sympas.	Les nerfs vivants sont mieux que les morts. Même moi, je le sais. Vous m'avez embarrassée en me jetant aux loups. Je compare pas vos  <hon>sœurs<hoff>  à des loups, mais <hon>elles<hoff> sont attirées par le sang. <hon>Elles<hoff> sont furieuses que vous ne les ayez pas appelées.	Ils m'ont raconté des choses pas sympas.	Tu sais que les nerfs vivants sont meilleurs que les morts. Même moi je le sais, et je suis interne. Et toi. Tu m'as mis dans une position vraiment délicate aujourd'hui. Tu m'as jeté aux loups. Pas que je compare tes soeurs aux loups. Mais oh, mon Dieu. Elles sont pour le sang. Elles sont furieuses contre toi que tu ne les appelles pas toi-même. <brk> Et elles m'ont dit des choses.	Et elles m'ont dit des choses.	Tu sais que les nerfs vivants sont meilleurs que les morts. Même moi je le sais, et je suis interne. Et toi. Tu m'as mis dans une position vraiment délicate aujourd'hui. Tu m'as jeté aux loups. Pas que je compare tes soeurs aux loups. Mais oh, mon Dieu. Elles sont pour le sang. Elles sont furieuses contre toi que tu ne les appelles pas toi-même.
Excuse me? What this firm did to that woman was unconscionable. You piece of shit. Monica Eton deserved to get fired. Huh. The eight women I'm gonna stack the jury with might disagree with that.<brk> Not once they learn she was sleeping with you while you were embezzling from this firm.	Not once they learn she was sleeping with you while you were embezzling from this firm.	Excuse me? What this firm did to that woman was unconscionable. You piece of shit. Monica Eton deserved to get fired. Huh. The eight women I'm gonna stack the jury with might disagree with that.	Not once <p>they</p> learn she was sleeping with you while you were embezzling from this firm.	Excuse me? What this firm did to that woman was unconscionable. You piece of shit. Monica Eton deserved to get fired. Huh. The eight <hon>women<hoff> I'm gonna stack the jury with might disagree with that.	Pardon ? Ce que cette firme a fait à cette femme est inadmissible. Espèce de petite merde. Monica Elton méritait d'être renvoyée. Les 8  femmes  que je sélectionnerai dans le jury pourraient être en désaccord avec ça.<brk> Pas une fois qu'elles auront appris qu'elle couchait avec toi alors que tu détournais des fonds de cette entreprise.	Pas une fois qu'elles auront appris qu'elle couchait avec toi alors que tu détournais des fonds de cette entreprise.	Pardon ? Ce que cette firme a fait à cette femme est inadmissible. Espèce de petite merde. Monica Elton méritait d'être renvoyée. Les 8  femmes  que je sélectionnerai dans le jury pourraient être en désaccord avec ça.	Pas une fois qu'<p>elles</p> auront appris qu'elle couchait avec toi alors que tu détournais des fonds de cette entreprise.	Pardon ? Ce que cette firme a fait à cette femme est inadmissible. Espèce de petite merde. Monica Elton méritait d'être renvoyée. Les 8  <hon>femmes<hoff>  que je sélectionnerai dans le jury pourraient être en désaccord avec ça.	Pas une fois qu'ils auront appris qu'elle couchait avec toi alors que tu détournais des fonds de cette entreprise.	Excusez-moi? Ce que cette entreprise a fait à cette femme était inadmissible. Merde. Monica Eton méritait d'être virée. Les huit femmes avec qui je vais empiler le jury pourraient ne pas être d'accord. <brk> Pas une fois qu'elles ont appris qu'elle dormait avec toi alors que tu déviais de cette entreprise.	Pas une fois qu'elles ont appris qu'elle dormait avec toi alors que tu déviais de cette entreprise.	Excusez-moi? Ce que cette entreprise a fait à cette femme était inadmissible. Merde. Monica Eton méritait d'être virée. Les huit femmes avec qui je vais empiler le jury pourraient ne pas être d'accord.
- I love to do that. But it's tricky out there. It's not like when you were... Women are scary now. They're no different than they were when I was young.<brk> Oh, yes, they are, with their hair and their thoughts, and...	Oh, yes, they are, with their hair and their thoughts, and...	- I love to do that. But it's tricky out there. It's not like when you were... Women are scary now. They're no different than they were when I was young.	Oh, yes, <p>they</p> are, with their hair and their thoughts, and...	- I love to do that. But it's tricky out there. It's not like when you were... <hon>Women<hoff> are scary now. <hon>They<hoff>'re no different than they were when I was young.	- J'adore ça. Mais c'est délicat. Ce n'est pas comme quand tu étais... Les  femmes  sont effrayantes maintenant. Elles n'ont pas changé depuis mon enfance.<brk> Oh, si, elles ont changé, leurs cheveux, leurs pensées, et...	Oh, si, elles ont changé, leurs cheveux, leurs pensées, et...	- J'adore ça. Mais c'est délicat. Ce n'est pas comme quand tu étais... Les  femmes  sont effrayantes maintenant. Elles n'ont pas changé depuis mon enfance.	Oh, si, <p>elles</p> ont changé, leurs cheveux, leurs pensées, et...	- J'adore ça. Mais c'est délicat. Ce n'est pas comme quand tu étais... Les  <hon>femmes<hoff>  sont effrayantes maintenant. <hon>Elles<hoff> n'ont pas changé depuis mon enfance.	Oh, si, ils ont changé, leurs cheveux, leurs pensées, et...	- J'adore faire ça. Mais c'est délicat. Ce n'est pas comme quand tu étais... Les femmes font peur maintenant. Elles ne sont pas différentes de ce qu'elles étaient quand j'étais jeune. <brk> Oh, oui, elles le sont, avec leurs cheveux et leurs pensées, et...	Oh, oui, elles le sont, avec leurs cheveux et leurs pensées, et...	- J'adore faire ça. Mais c'est délicat. Ce n'est pas comme quand tu étais... Les femmes font peur maintenant. Elles ne sont pas différentes de ce qu'elles étaient quand j'étais jeune.
But even he can't take it any more. To survive longer, you would need a spacesuit. And in a way, that's what these insects have. Silver ants' armoured skin reflects light. They can tolerate temperatures that would kill any other land animal.<brk> Even so, they can only survive for less than ten minutes in the midday sun.	Even so, they can only survive for less than ten minutes in the midday sun.	But even he can't take it any more. To survive longer, you would need a spacesuit. And in a way, that's what these insects have. Silver ants' armoured skin reflects light. They can tolerate temperatures that would kill any other land animal.	Even so, <p>they</p> can only survive for less than ten minutes in the midday sun.	But even he can't take it any more. To survive longer, you would need a spacesuit. And in a way, that's what these insects have. Silver <hon>ants<hoff>' armoured skin reflects light. <hon>They<hoff> can tolerate temperatures that would kill any other land animal.	Mais même lui, il n'en peut plus. Pour survive plus longtemps, il faudrait une combinaison spatiale. D'une certaine façon, c'est ce que possèdent ces insectes. La peau cuirassée des  fourmis  argentées réfléchit la lumière. Elles peuvent donc tolérer des températures mortelles pour tout autre animal.<brk> Et encore, elles ne peuvent survivre que dix minutes sous le soleil de midi.	Et encore, elles ne peuvent survivre que dix minutes sous le soleil de midi.	Mais même lui, il n'en peut plus. Pour survive plus longtemps, il faudrait une combinaison spatiale. D'une certaine façon, c'est ce que possèdent ces insectes. La peau cuirassée des  fourmis  argentées réfléchit la lumière. Elles peuvent donc tolérer des températures mortelles pour tout autre animal.	Et encore, <p>elles</p> ne peuvent survivre que dix minutes sous le soleil de midi.	Mais même lui, il n'en peut plus. Pour survive plus longtemps, il faudrait une combinaison spatiale. D'une certaine façon, c'est ce que possèdent ces insectes. La peau cuirassée des  <hon>fourmis<hoff>  argentées réfléchit la lumière. <hon>Elles<hoff> peuvent donc tolérer des températures mortelles pour tout autre animal.	Et encore, ils ne peuvent survivre que dix minutes sous le soleil de midi.	Mais même lui n'en peut plus. Pour survivre plus longtemps, vous auriez besoin d'une combinaison spatiale. Et d'une certaine façon, c'est ce que ces insectes ont. La peau blindée des fourmis argentées reflète la lumière. Elles peuvent tolérer des températures qui tueraient tout autre animal terrestre. <brk> Malgré ça, elles ne peuvent survivre que moins de dix minutes sous le soleil de midi.	Malgré ça, elles ne peuvent survivre que moins de dix minutes sous le soleil de midi.	Mais même lui n'en peut plus. Pour survivre plus longtemps, vous auriez besoin d'une combinaison spatiale. Et d'une certaine façon, c'est ce que ces insectes ont. La peau blindée des fourmis argentées reflète la lumière. Elles peuvent tolérer des températures qui tueraient tout autre animal terrestre.
I did what I wanted and it was The How Mountain. Holy Mountain really is an extraordinary film. It feels like a work of art that's come from a parallel world. A totally different version of the film industry where there really are no limits. I gave the movie to Michel Seydoux in France.<brk> And, oh, surprise, in Europe it attracted a great number of people it was playing openly.	And, oh, surprise, in Europe it attracted a great number of people it was playing openly.	I did what I wanted and it was The How Mountain. Holy Mountain really is an extraordinary film. It feels like a work of art that's come from a parallel world. A totally different version of the film industry where there really are no limits. I gave the movie to Michel Seydoux in France.	And, oh, surprise, in Europe <p>it</p> attracted a great number of people it was playing openly.	I did what I wanted and it was The How Mountain. Holy Mountain really is an extraordinary film. It feels like a work of art that's come from a parallel world. A totally different version of the film industry where there really are no limits. I gave the <hon>movie<hoff> to Michel Seydoux in France.	J'ai fait le film que je voulais. Holy Mountain est un film extraordinaire. C'est un chef-d'œuvre venu d'un monde parallèle. C'est une version très différente de l'industrie, sans aucune limite. J'ai donné le  film  à Michel Seydoux, en France.<brk> Et surprise, en Europe, il a attiré un grand nombre de personnes et a été projeté librement.	Et surprise, en Europe, il a attiré un grand nombre de personnes et a été projeté librement.	J'ai fait le film que je voulais. Holy Mountain est un film extraordinaire. C'est un chef-d'œuvre venu d'un monde parallèle. C'est une version très différente de l'industrie, sans aucune limite. J'ai donné le  film  à Michel Seydoux, en France.	Et surprise, en Europe, <p>il</p> a attiré un grand nombre de personnes et a été projeté librement.	J'ai fait le film que je voulais. Holy Mountain est un film extraordinaire. C'est un chef-d'œuvre venu d'un monde parallèle. C'est une version très différente de l'industrie, sans aucune limite. J'ai donné le  <hon>film<hoff>  à Michel Seydoux, en France.	Et surprise, en Europe, elle a attiré un grand nombre de personnes et a été projeté librement.	"J'ai fait ce que je voulais et c'était ""La Montagne de la Fourmilière"". Holy Mountain est vraiment un film extraordinaire. C'est comme une oeuvre d'art venant d'un monde parallèle. Une version totalement différente de l'industrie du cinéma où il n'y a pas de limites. J'ai donné le film à Michel Seydoux en France. <brk> Et, oh, surprise, en Europe, il a attiré beaucoup de gens qu'il jouait ouvertement."	Et, oh, surprise, en Europe, il a attiré beaucoup de gens qu'il jouait ouvertement.	"J'ai fait ce que je voulais et c'était ""La Montagne de la Fourmilière"". Holy Mountain est vraiment un film extraordinaire. C'est comme une oeuvre d'art venant d'un monde parallèle. Une version totalement différente de l'industrie du cinéma où il n'y a pas de limites. J'ai donné le film à Michel Seydoux en France."
"We're locked out of the Lock-In. Oh, you decided to stay. Why? You know when you decide you hate an item of clothing so you give it to your maid? And then you see your maid wearing it and you're like, ""Why'd I ever give it away?<brk> Because it looked so much better on me?"""	"Because it looked so much better on me?"""	"We're locked out of the Lock-In. Oh, you decided to stay. Why? You know when you decide you hate an item of clothing so you give it to your maid? And then you see your maid wearing it and you're like, ""Why'd I ever give it away?"	"Because <p>it</p> looked so much better on me?"""	"We're locked out of the Lock-In. Oh, you decided to stay. Why? You know when you decide you hate an <hon>item<hoff> of clothing so you give <hon>it<hoff> to your maid? And then you see your maid wearing <hon>it<hoff> and you're like, ""Why'd I ever give <hon>it<hoff> away?"	"On est enfermées hors du Verrouillage. Tu as décidé de rester ? Pourquoi ? Tu sais quand tu décides que tu n'aimes plus un  vêtement  et que tu le donnes à ta bonne ? Et puis tu la vois le porter et tu te dis, ""Pourquoi est-ce que je l'ai donné ?<brk> Car il m'allait beaucoup mieux ?"""	"Car il m'allait beaucoup mieux ?"""	"On est enfermées hors du Verrouillage. Tu as décidé de rester ? Pourquoi ? Tu sais quand tu décides que tu n'aimes plus un  vêtement  et que tu le donnes à ta bonne ? Et puis tu la vois le porter et tu te dis, ""Pourquoi est-ce que je l'ai donné ?"	"Car <p>il</p> m'allait beaucoup mieux ?"""	"On est enfermées hors du Verrouillage. Tu as décidé de rester ? Pourquoi ? Tu sais quand tu décides que tu n'aimes plus un  <hon>vêtement<hoff>  et que tu <hon>le<hoff> donnes à ta bonne ? Et puis tu la vois <hon>le<hoff> porter et tu te dis, ""Pourquoi est-ce que je l'ai donné ?"	"Car elle m'allait beaucoup mieux ?"""	"Nous sommes enfermés. Tu as décidé de rester. Pourquoi? Tu sais quand tu décides de détester un vêtement pour le donner à ta femme de chambre? Et puis tu vois ta femme de chambre qui le porte et tu te dis : ""Pourquoi je l'ai donné? <brk> Parce qu'il m'a semblé bien meilleur?"""	"Parce qu'il m'a semblé bien meilleur?"""	"Nous sommes enfermés. Tu as décidé de rester. Pourquoi? Tu sais quand tu décides de détester un vêtement pour le donner à ta femme de chambre? Et puis tu vois ta femme de chambre qui le porte et tu te dis : ""Pourquoi je l'ai donné?"
You go ahead. I think I should find west in case he has any questions about Harvard. Oh, now that you mention it, I have a question about Harvard. What do you think... Your chances are?<brk> I wish I could say they were good, mouse.	I wish I could say they were good, mouse.	You go ahead. I think I should find west in case he has any questions about Harvard. Oh, now that you mention it, I have a question about Harvard. What do you think... Your chances are?	I wish I could say <p>they</p> were good, mouse.	You go ahead. I think I should find west in case he has any questions about Harvard. Oh, now that you mention it, I have a question about Harvard. What do you think... Your <hon>chances<hoff> are?	Toi vas-y. Je crois que je devrais trouver West au cas où il aurait des question à propos d'Harvard. Oh, maintenant que tu le dis, j'ai une question sur Harvard. - Qu'est-ce que tu pense... - De tes  chances  ?<brk> J'aimerais pouvoir dire qu'elles sont bonnes, Mouse.	J'aimerais pouvoir dire qu'elles sont bonnes, Mouse.	Toi vas-y. Je crois que je devrais trouver West au cas où il aurait des question à propos d'Harvard. Oh, maintenant que tu le dis, j'ai une question sur Harvard. - Qu'est-ce que tu pense... - De tes  chances  ?	J'aimerais pouvoir dire qu'<p>elles</p> sont bonnes, Mouse.	Toi vas-y. Je crois que je devrais trouver West au cas où il aurait des question à propos d'Harvard. Oh, maintenant que tu le dis, j'ai une question sur Harvard. - Qu'est-ce que tu pense... - De tes  <hon>chances<hoff>  ?	J'aimerais pouvoir dire qu'ils sont bonnes, Mouse.	Vas-y. Je devrais trouver West au cas où il aurait des questions sur Harvard. Maintenant que tu en parles, j'ai une question sur Harvard. Que penses-tu... Tes chances sont? <brk> J'aimerais pouvoir dire qu'elles étaient bonnes, souris.	J'aimerais pouvoir dire qu'elles étaient bonnes, souris.	Vas-y. Je devrais trouver West au cas où il aurait des questions sur Harvard. Maintenant que tu en parles, j'ai une question sur Harvard. Que penses-tu... Tes chances sont?
But couldn't make the trip. New Brunswick? That's, like, an hour away. They weren't close. Juan's death reminds us how short life is.<brk> But it also reminds us how precious every moment can be...	But it also reminds us how precious every moment can be...	But couldn't make the trip. New Brunswick? That's, like, an hour away. They weren't close. Juan's death reminds us how short life is.	But <p>it</p> also reminds us how precious every moment can be...	But couldn't make the trip. New Brunswick? That's, like, an hour away. They weren't close. Juan's <hon>death<hoff> reminds us how short life is.	Mais il n'a pas pu faire le voyage. Nouveau Brunswick? C'est à environ une heure de route. Ils n'étaient pas fermés. La  mort  de Juan nous rappelle à quel point la vie est courte.<brk> Mais elle nous rappelle aussi comment chaque moment peuvent être précieux..	Mais elle nous rappelle aussi comment chaque moment peuvent être précieux..	Mais il n'a pas pu faire le voyage. Nouveau Brunswick? C'est à environ une heure de route. Ils n'étaient pas fermés. La  mort  de Juan nous rappelle à quel point la vie est courte.	Mais <p>elle</p> nous rappelle aussi comment chaque moment peuvent être précieux..	Mais il n'a pas pu faire le voyage. Nouveau Brunswick? C'est à environ une heure de route. Ils n'étaient pas fermés. La  <hon>mort<hoff>  de Juan nous rappelle à quel point la vie est courte.	Mais il nous rappelle aussi comment chaque moment peuvent être précieux..	Mais on n'a pas pu faire le voyage. New Brunswick? C'est comme une heure de route. Ils n'étaient pas près. La mort de Juan nous rappelle combien la vie est courte. <brk> Mais elle nous rappelle aussi combien chaque moment peut être précieux...	Mais elle nous rappelle aussi combien chaque moment peut être précieux...	Mais on n'a pas pu faire le voyage. New Brunswick? C'est comme une heure de route. Ils n'étaient pas près. La mort de Juan nous rappelle combien la vie est courte.
How you gonna explain that to him? Well, that's more your concern. Well, perhaps it'll jog his memory. Or give him nightmares. Last time, this curse took away everyone's memories.<brk> This time... we don't know what it did.	This time... we don't know what it did.	How you gonna explain that to him? Well, that's more your concern. Well, perhaps it'll jog his memory. Or give him nightmares. Last time, this curse took away everyone's memories.	This time... we don't know what <p>it</p> did.	How you gonna explain that to him? Well, that's more your concern. Well, perhaps it'll jog his memory. Or give him nightmares. Last time, this <hon>curse<hoff> took away everyone's memories.	Comment vas-tu lui expliquer? Bien, cela te concerne plus. Ça va peut-être lui rafraîchir la mémoire. Ou lui donner des cauchemars. La dernière fois, cette  malédiction  a volé à tout le monde leur mémoire.<brk> Cette fois-ci... On ne sait pas ce qu'elle a provoqué.	Cette fois-ci... On ne sait pas ce qu'elle a provoqué.	Comment vas-tu lui expliquer? Bien, cela te concerne plus. Ça va peut-être lui rafraîchir la mémoire. Ou lui donner des cauchemars. La dernière fois, cette  malédiction  a volé à tout le monde leur mémoire.	Cette fois-ci... On ne sait pas ce qu'<p>elle</p> a provoqué.	Comment vas-tu lui expliquer? Bien, cela te concerne plus. Ça va peut-être lui rafraîchir la mémoire. Ou lui donner des cauchemars. La dernière fois, cette  <hon>malédiction<hoff>  a volé à tout le monde leur mémoire.	Cette fois-ci... On ne sait pas ce qu'il a provoqué.	Comment vas-tu lui expliquer ça? C'est plus ton problème. Peut-être qu'il se souviendra de lui. Ou qu'il fera des cauchemars. La dernière fois, cette malédiction a ôté la mémoire de tout le monde. <brk> Cette fois... on ne sait pas ce qu'elle a fait.	Cette fois... on ne sait pas ce qu'elle a fait.	Comment vas-tu lui expliquer ça? C'est plus ton problème. Peut-être qu'il se souviendra de lui. Ou qu'il fera des cauchemars. La dernière fois, cette malédiction a ôté la mémoire de tout le monde.
