src_en	tgt_fr	src_en_ctx	tgt_fr_ctx	src_en_with_tags	orig_fr	orig_fr_with_tags
I don't think they knew.	 Je pense qu'elles ne savaient pas.	I will check it out. Nicely done. Surprised? No. Pleased. Why didn't the girls just say they were on P.C.P.?<brk> I don't think they knew.	Je vérifierai. Bien joué. Surpris? Non. Enchanté. Pourquoi les filles n'ont-elles pas dit qu'elles étaient en PCP?<brk>	I don't think <p>they</p> knew.	Je ne pense pas qu'elles le savaient.	Je ne pense pas qu'<p>elles</p> le savaient.
It's all my fault they're out there.	 C'est de ma faute qu'elles soient là dehors.	I'm heading home. All right. Did you even eat today? You know, I can't recall. Those grenades.<brk> It's all my fault they're out there.	Je rentre. D'accord. Tu as même mangé aujourd'hui? Tu sais, je ne me rappelle pas. Ces grenades.<brk>	It's all my fault <p>they</p>'re out there.	C'est ma faute si elles sont là	C'est ma faute si <p>elles</p> sont là
I wonder if it works.	 Je me demande si ça marche.	Bless him. I used to make loads of horror movies with my mates. Tons of tomato sauce. Put it back! All right. What a beauty!<brk> I wonder if it works.	Soyez béni de lui. J'ai fait des tas de films d'horreur avec mes amis. Des tonnes de sauce tomate. Remettez-le! D'accord. Quelle beauté!<brk>	I wonder if <p>it</p> works.	Je me demande si elle marche.	Je me demande si <p>elle</p> marche.
Had it towed in.	 Il avait été remorqué.	He's got evidence all over him. Yeah, when we're done I'll make sure he gets to you, okay? Thank you very much. Appreciate that. Hey. Brass found Nelson's truck about a block from the crime scene.<brk> Had it towed in.	Il a des preuves sur lui. Quand on aura fini, je m'assurerai qu'il arrive, d'accord? Merci beaucoup. J'apprécie ça. Brass a trouvé le camion de Nelson à un pâté de maisons de la scène du crime.<brk>	Had <p>it</p> towed in.	Il a été remorqué.	<p>Il</p> a été remorqué.
Wow, they are smooth.	 Elles sont lisses.	"Your assistant probably sabotaged you. I don't even use one anymore. I resorted to using my own legs in the ""Saw the Lady in Half"" gag. I even shaved them. Want to feel?<brk> Wow, they are smooth."	"Votre assistante vous a probablement saboté. Je n'utilise même plus une. J'ai recouru à utiliser mes propres jambes dans le gag ""Sauver la Dame en A moitié"". Je les ai même rasées. Vous voulez vous sentir?<brk>"	Wow, <p>they</p> are smooth.	Elles sont douces.	<p>Elles</p> sont douces.
At the disposal site, he poses them as if they're praying.	 À sa disposition, il les met en position comme si elles priaient.	Let's bag it and run the DNA. We're ready to give the profile. We believe that this unknown subject is a white male in his early 30s. Initially he targeted white, blond women in their 20s but is expanding his victim pool. His M.O. is to rape his victims and then shoot them in the heart.<brk> At the disposal site, he poses them as if they're praying.	Arrétons-le et vérifions l'ADN. Nous sommes prêts à donner le profil. Nous croyons que ce sujet inconnu est un homme blanc qui a 30 ans. Au début, il a attaqué des femmes blanches et blondes dans leur vingtaine, mais il a étendu son cercle de victimes. Son agent est de violer ses victimes et de les tirer dans le coeur.<brk>	At the disposal site, he poses them as if <p>they</p>'re praying.	Sur les lieux, il les dépose comme si elles priaient.	Sur les lieux, il les dépose comme si <p>elles</p> priaient.
I want their info, they're giving it to me straight up.	 Je veux leur info, elles me la donnent tout droit.	Women like that I can anticipate their needs. They're used to guys doing the bare minimum. I go above and beyond. Try it sometime. You're hunting them.<brk> I want their info, they're giving it to me straight up.	Pour les femmes comme ça, je peux prévoir leurs besoins. Elles ont l'habitude de faire le minimum. Je vais au-dessus et au-delà. Essaye. Tu les chasses.<brk>	I want their info, <p>they</p>'re giving it to me straight up.	Je veux leurs infos, elles me les donnent directement.	Je veux leurs infos, <p>elles</p> me les donnent directement.
Maybe it needs to burn.	 Peut-être qu'elle a besoin de brûler.	- I mean Dani, LC-- - You. Homicide assigns killers to investigate their own killing? We don't come back from that. They'll burn this damn city to the ground.<brk> Maybe it needs to burn.	- Je veux dire Dani, LC-- - Toi. Le meurtre assigne les tueurs à enquêter sur leur propre meurtre? Nous ne revenons pas de là. Ils brûleront cette putain de ville au sol.<brk>	Maybe <p>it</p> needs to burn.	Elle en a peut-être besoin.	<p>Elle</p> en a peut-être besoin.
Looks like it missed the big artery in there.	 Il semble qu'elle ait manqué la grande artère.	For the love of Christ, boss, why don't we take him to the Knick? Because I don't want to be in debt to that crooked little shit Barrow. How bad is it? Not as bad as it might have been. The bullet broke the bone.<brk> Looks like it missed the big artery in there.	Pour l'amour du Christ, patron, pourquoi ne pas l'emmener chez le Knick? Parce que je ne veux pas être endetté de cette merde tordue, Barrow. C'est si mal? Pas aussi mal qu'elle l'aurait été. La balle a brisé l'os.<brk>	Looks like <p>it</p> missed the big artery in there.	Il semble qu'elle ait raté la grosse artère.	Il semble qu'<p>elle</p> ait raté la grosse artère.
At this age, they're vulnerable and valuable.	 A cet âge, elles sont vulnérables et précieuses.	- Thanks. I don't. So she can't give us any information. When Valkyries are reborn, their memories come back slow and scattered. And apparently their hair full and lustrous.<brk> At this age, they're vulnerable and valuable.	- Merci. Je n'en ai pas. Elle ne peut nous donner d'informations. Quand les Valkyries renaissent, leurs souvenirs reviennent lentement et dispersés. Et apparemment leurs cheveux pleins et lustrés.<brk>	At this age, <p>they</p>'re vulnerable and valuable.	A cet âge, elles sont vulnérables et précieuses.	A cet âge, <p>elles</p> sont vulnérables et précieuses.
What will they do to her?	 Qu'est-ce qu'elles vont faire?	I didn't think even Jacs would go that far to use their kid to bring in drugs. Hold on. Jacs? Oh, yeah. She calls the shots and Ronnie does what she's told. It'll be Ronnie who cops it in the neck. There's women in here who don't tolerate kids being used.<brk> What will they do to her?	Je ne pensais pas que même les Jacs iraient aussi loin pour amener de la drogue à leurs enfants. Attendez. Les Jacs? Oh, ouais. Elle décroche les coups et Ronnie fait ce qu'on lui dit. C'est Ronnie qui l'accroche à la nuque. Il y a des femmes ici qui ne tolèrent pas que les enfants soient utilisés.<brk>	What will <p>they</p> do to her?	Qu'est-ce qu'elles vont lui faire ?	Qu'est-ce qu'<p>elles</p> vont lui faire ?
Well, they agreed to hold off on contacting any news outlets.	 Eh bien, elles ont accepté de stopper le contact de tous les médias.	"Yes, ma'am. If that's true, we got more problems. Who is ""we""? These are mothers who have also sent their sons and daughters extra body armor. So either somebody starts answering our questions or we start asking them in front of TV cameras.<brk> Well, they agreed to hold off on contacting any news outlets."	"Oui, madame. Si c'est vrai, nous avons plus de problèmes. Qui est ""nous""? Ce sont des mères qui ont aussi envoyé leurs fils et leurs filles une armure supplémentaire. Donc soit quelqu'un commence à répondre à nos questions ou nous commençons à les demander devant des caméras de télévision.<brk>"	Well, <p>they</p> agreed to hold off on contacting any news outlets.	Elles sont d'accord pour ne pas en parler aux médias.	<p>Elles</p> sont d'accord pour ne pas en parler aux médias.
Phrenologists believe that it controls one's knowing faculties.	 Les  Phrénologistes croient qu'elle contrôle les facultés connues.	- Hmm. - Lived, yes. But apparently he was a changed man. He became unreliable, rude, and altogether opposite of the person he was before the accident. And in our cases, the same area of both Mr. Fuller and Mr. Johnson's brains was specifically targeted. What does that part of the brain control?<brk> Phrenologists believe that it controls one's knowing faculties.	- Hum. - Il a vécu, oui. Mais apparemment, il était un homme changé. Il est devenu peu fiable, grossier, et complètement opposé à la personne qu'il était avant l'accident. Et dans notre cas, la même partie du cerveau de M. Fuller et M. Johnson a été spécifiquement ciblée. Qu'est-ce que cette partie du cerveau contrôle?<brk>	Phrenologists believe that <p>it</p> controls one's knowing faculties.	Les phrénologues pensent qu'elle contrôle les facultés cognitives. - La mémoire, en fait.	Les phrénologues pensent qu'<p>elle</p> contrôle les facultés cognitives. - La mémoire, en fait.
As you can see, it's emptying out.	 Comme vous pouvez le voir, il se vide.	Vic has stitches. Hello? I'm standing outside Huxley station right now -- Shut up. I'm thinking.<brk> As you can see, it's emptying out.	Vic a des coutures. Allô? Je suis devant la gare Huxley en ce moment. -La ferme. Je pense.<brk>	As you can see, <p>it</p>'s emptying out.	Comme vous pouvez le voir, elle est en train d'être vidée.	Comme vous pouvez le voir, <p>elle</p> est en train d'être vidée.
Rumor has it it's somewhere near the living room.	 Selon les rumeurs, elle est près du salon.	Bucky Sharavino. He was a chocolatier. My boss rented this mansion from Bucky's estate. Legend has it that Bucky built his own secret chocolate room. Does legend say where this room is exactly?<brk> Rumor has it it's somewhere near the living room.	Bucky Sharavino. C'était un chocolatier. Mon patron a loué ce manoir du domaine de Bucky. La légende dit que Bucky a construit sa propre chambre secrète de chocolat. La légende dit où est exactement cette chambre?<brk>	Rumor has it <p>it</p>'s somewhere near the living room.	La rumeur veut qu'elle soit quelque part près du salon.	La rumeur veut qu'<p>elle</p> soit quelque part près du salon.
They're his predators, and he believes they're out to get him.	 Elles sont ses prédatrices, et il pense qu'elles sont sorties pour le récupérer.	He's essentially walking them through the mating behavior of a captive praying mantis, only entirely on his terms. He even mirrors the decapitation of the insect by forcing them to eat pieces of a human head, only it's not a male human head, it's a female human head. The woman that's the core of his rage. Exactly. Now all women are his enemy.<brk> They're his predators, and he believes they're out to get him.	Il les conduit essentiellement à travers le comportement d'accouplement d'une mante religieuse en captivité, seulement selon ses conditions. Il reflète même la décapitation de l'insecte en les forçant à manger des bouts de tête humaine, seulement ce n'est pas une tête humaine mâle, c'est une tête humaine femelle. La femme est le coeur de sa rage. Exactement. Maintenant toutes les femmes sont ses ennemies.<brk>	<p>They</p>'re his predators, and he believes they're out to get him.	Elles sont des prédateurs pour lui, et il pense qu'elles essayent de l'avoir.	<p>Elles</p> sont des prédateurs pour lui, et il pense qu'elles essayent de l'avoir.
We'll know where it's going and what it's for.	 Nous saurons où il va et à quoi il servira.	The account Ari mentioned is on a secure VPN. You put the money in, and it gets walled off. It's only accessible through a dedicated satellite uplink. So, we drop in the money and we track it. Birkhoff can find it through satellite.<brk> We'll know where it's going and what it's for.	Le compte d'Ari mentionné est sur une connexion VPN sécurisée. Tu mets l'argent dedans, et il est déconnecté. Il est seulement accessible par un lien satellite particulier. Donc, on dépose l'argent et on le suit. Birkhoff peut le trouver par satellite.<brk>	We'll know where <p>it</p>'s going and what it's for.	On saura où il va et à quoi il va servir.	On saura où <p>il</p> va et à quoi <p>il</p> va servir.
At sunset, it will cast a shadow probably a mile long.	 Au coucher du soleil, il jettera une ombre d'un kilomètre de long.	- It says C6. And you know why? Because, eventually, when my building is complete, it will be 55 floors high. It will weigh 2,223,000 metric tons. Okay? My building will alter the water table and squeeze granite. It will be visible from 20 miles away.<brk> At sunset, it will cast a shadow probably a mile long.	- Il est en C6. Et vous savez pourquoi? Parce que, finalement, quand mon bâtiment sera terminé, il sera de 55 étages de haut. Il pèsera 22.000 tonnes. Ok? Mon bâtiment va changer le niveau d'eau et écraser le granit. Il sera visible à plus de 30 kms d'ici.<brk>	At sunset, <p>it</p> will cast a shadow probably a mile long.	Quant au coucher du soleil, il projettera une ombre longue d'un kilomètre.	Quant au coucher du soleil, <p>il</p> projettera une ombre longue d'un kilomètre.
So it must remain.	 Donc elle doit rester.	But it's unfair to blame Camille and the others. It's easy to tell ourselves that they're dangerous. But how could they be responsible for what's happening? They need our help. The Helping Hand helps everyone.<brk> So it must remain.	Mais c'est injuste de blâmer Camille et les autres. C'est facile de nous dire qu'ils sont dangereux. Mais comment peuvent-ils être responsables de ce qui se passe? Ils ont besoin de notre aide. La Main d'aide aide tout le monde.<brk>	So <p>it</p> must remain.	Elle doit le rester.	<p>Elle</p> doit le rester.
Now, listen, I've never been pepper sprayed in the face, but there's got to be an argument that they're being overly dramatic, that they're playing it up for the cameras.	 Maintenant, écoutez, je n'ai jamais été pulvérisé au poivre en plein visage, mais il y a un argument qu'ils sont trop dramatiques, qu'ils en jouent pour les caméras.	This is the Fox coverage, which was about does pepper spray hurt? Now you see-- Then I guess the pepper spray happens right there and the women go down. Arthur, I don't know. I see these women screaming. It's like they've been shot in the face.<brk> Now, listen, I've never been pepper sprayed in the face, but there's got to be an argument that they're being overly dramatic, that they're playing it up for the cameras.	C'est la reportage de la Fox, qui parlait du fait que les sprays au poivre fassent mal? Maintenant vous voyez-- Alors je suppose que le spray au poivre se produit là-bas et les femmes vont vers le bas. Arthur, je ne sais pas. Je vois ces femmes hurler. C'est comme si on leur avait tiré une balle en plein visage.<brk>	Now, listen, I've never been pepper sprayed in the face, but there's got to be an argument that <p>they</p>'re being overly dramatic, that they're playing it up for the cameras.	Je n'ai jamais été aspergée de poivre en plein visage, mais on peut se demander si elles ne sont pas en train d'en faire trop, si elles n'en rajoutent pas pour les caméras.	Je n'ai jamais été aspergée de poivre en plein visage, mais on peut se demander si <p>elles</p> ne sont pas en train d'en faire trop, si elles n'en rajoutent pas pour les caméras.
And even if it doesn't, today, when my boss threw his egg salad sandwich at my face, some of it got into my mouth.	 Et même si il ne sonne pas, aujourd'hui, quand mon patron m'a jeté son sandwich au oeuf au visage, il a été mis dans ma bouche.	So you hate it? Much of what I do does not make me cry. But the job's only temporary. Marshall was offered the judgeship once, and he turned it down for me. So, karmically, that phone has to ring again.<brk> And even if it doesn't, today, when my boss threw his egg salad sandwich at my face, some of it got into my mouth.	Alors tu détestes? La plupart de ce que je fais ne me fait pas pleurer. Mais ce travail est seulement temporaire. On m'a offert le poste de juge une fois, et il a refusé pour moi. Donc, par nature, ce téléphone doit sonner à nouveau.<brk>	And even if <p>it</p> doesn't, today, when my boss threw his egg salad sandwich at my face, some of it got into my mouth.	Et même s'il ne sonne pas, aujourd'hui, quand mon boss m'a jeté son sandwich œuf-salade au visage, une partie a été dans ma bouche.	Et même s'<p>il</p> ne sonne pas, aujourd'hui, quand mon boss m'a jeté son sandwich œuf-salade au visage, une partie a été dans ma bouche.
- No, it has fine, curly hair.	 - Non, il a des poils fins et bouclés.	I should sleep in my own bed. Why? Because I bought it. Stay. But take off your socks. - It's hairless?<brk> - No, it has fine, curly hair.	Je devrais dormir dans mon propre lit. Pourquoi? Parce que je l'ai acheté. Reste. Mais enlève tes chaussettes. - Il n'est pas poilus?<brk>	- No, <p>it</p> has fine, curly hair.	- Non, il a des frisettes.	- Non, <p>il</p> a des frisettes.
When it's ajar.	 Quand elle est sèche.	What gets bigger the more you take away? A hole. - What gets wetter the more it dries? - A towel. When is a door not a door?<brk> When it's ajar.	Qu'est-ce qui devient plus grand quand on enlève plus? Un trou. - Qu'est-ce qui devient plus humide quand il sèche? - Une serviette. Quand est-ce qu'une porte n'est pas une porte?<brk>	When <p>it</p>'s ajar.	Quand elle est entrouverte.	Quand <p>elle</p> est entrouverte.
T... they're alive.	 T... elles sont vivantes.	I'm with your mom - and your grandmother. - Are they okay? They just want to come home, and they need your help. Okay, so what do I need to do?<brk> T... they're alive.	Je suis avec ta mère et ta grand-mère. Ça va? Elles veulent rentrer chez elles, et elles ont besoin de toi. Bon, qu'est-ce que je dois faire?<brk>	T... <p>they</p>'re alive.	Ell... elles sont en vie.	Ell... <p>elles</p> sont en vie.
It's perfect just the way it is.	 Elle est parfaite comme elle est.	In our striving for improvement, we lose sight of something just as important. Maybe we should try to accept what's already pretty good about ourselves. And not everything needs fixing. Mozart's music is 200 years old. It doesn't require any upgrade.<brk> It's perfect just the way it is.	En nous efforçant de nous améliorer, nous perdons de vue une chose tout aussi importante. Peut-être devrions-nous accepter ce qui est déjà assez bon à propos de nous-mêmes. Et il n'est pas nécessaire de tout réparer. La musique de Mozart a 200 ans. Elle ne requiert aucune mise à jour.<brk>	<p>It</p>'s perfect just the way it is.	Elle est parfaite tel qu'elle est .	<p>Elle</p> est parfaite tel qu'elle est .
I think it's real, and I think it's actually connected to this very town.	 Je crois qu'il est réel, et je crois qu'il est relié à cette ville.	There are real witches, Ingrid, living among us, hiding right in plain sight. I believe they came here a very long time ago from a different world. - Asgard. - Asgard? This place is a myth.<brk> I think it's real, and I think it's actually connected to this very town.	Il y a de vraies sorcières, Ingrid, vivant entre nous, cachées à la vue de tous. Je crois qu'elles sont venues d'un monde différent il y a longtemps. - Asgard. - Asgard? Cet endroit est un mythe.<brk>	I think <p>it</p>'s real, and I think it's actually connected to this very town.	Je crois qu'il est réel, et qu'il est connecté à cette ville.	Je crois qu'<p>il</p> est réel, et qu'il est connecté à cette ville.
Looks like it even has an embedded signature.	 Il semble qu'il a même une signature embarquée.	I've seen stretched earlobes, forked tongues, steel plates implanted under the skin. Amputation is the next frontier. So maybe for Nina, the tattoo and the piercings was like a gateway drug, and whoever did this to her... Was maybe somebody that she met from this world. So we just follow her path. I mean, look... this tattoo right here is distinctive.<brk> Looks like it even has an embedded signature.	J'ai vu des lobes étirés, des langues fourguées, des plaques en acier implantées sous la peau. L'amputation est la prochaine frontière. Donc peut-être pour Nina, le tatouage et les piercings était comme une sorte de passerelle de drogue, et quiconque a fait ça à elle... était peut-être quelqu'un qu'elle a rencontré de ce monde. Donc nous suivons juste son chemin. Je veux dire, regardez... ce tatouage là est distinctif.<brk>	Looks like <p>it</p> even has an embedded signature.	On dirait qu'il a même une signature incorporée.	On dirait qu'<p>il</p> a même une signature incorporée.
I didn't realize how brilliant it was then.	 Je n'ai pas réalisé à quel point il était brillant alors.	There was a scuffle, and he was dead, and you were just... you were there. We didn't mean to kill him. You stole my life and then you stole my play. Armitage wanted to run Ripper! I found your first draft.<brk> I didn't realize how brilliant it was then.	Il y a eu une bagarre, et il était mort, et vous étiez juste... vous étiez là. Nous n'avons pas voulu le tuer. Vous avez volé ma vie et puis vous avez volé ma pièce. L'arme à feu voulait lancer l'Éventre! J'ai trouvé votre premier dessin.<brk>	I didn't realize how brilliant <p>it</p> was then.	Je n'avais pas réalisé à quel point elle était brillante.	Je n'avais pas réalisé à quel point <p>elle</p> était brillante.
Though they may require some slight reinforcement.	 Bien qu'ils aient besoin de légers renforts.	Stabilizing at 70%. I have not come all this way for safety, Doctor. What was that? I must congratulate you, Arnim. Your designs do not disappoint.<brk> Though they may require some slight reinforcement.	Je me stabilise à 70 %. Je ne suis pas venu pour la sécurité, Docteur. Qu'est-ce que c'était? Je dois te féliciter, Arnim. Tes plans ne déçoivent pas.<brk>	Though <p>they</p> may require some slight reinforcement.	Elles n'ont besoin que d'être un peu renforcées.	<p>Elles</p> n'ont besoin que d'être un peu renforcées.
It was listed at 17 million, but the broker thinks it's gonna go as low as 14.5.	 Il était classé à 17 millions, mais le courtier pense qu'il va aller aussi bas que 14.5.	I don't know. I always thought the best thing about it was you got to look at the West Side. I'm on the third floor. My window faces another window. I just got shown a place on 5th Avenue. High floor, wraparound terrace.<brk> It was listed at 17 million, but the broker thinks it's gonna go as low as 14.5.	Je sais pas. J'ai toujours pensé que la meilleure chose à ce sujet était qu'il fallait regarder le côté ouest. Je suis au troisième étage. Ma fenêtre est face à une autre fenêtre. On m'a montré un endroit sur la 5e Avenue. étage supérieur, terrasse entourée.<brk>	<p>It</p> was listed at 17 million, but the broker thinks it's gonna go as low as 14.5.	Il est estimé à 17 millions, mais l'agent pense qu'il va partir à 14,5 millions.	<p>Il</p> est estimé à 17 millions, mais l'agent pense qu'il va partir à 14,5 millions.
You know, it turns out they have some significant political and cultural pieces, too.	 Vous savez, il s'avère qu'ils ont aussi des éléments politiques et culturels importants.	"Well, then you'll have it. Is that Voulez? Wow. Margaux must have made quite the impression to get you to read what you called, ""a rag about nothing but dresses and hair."" I shouldn't have judged this magazine by its cover.<brk> You know, it turns out they have some significant political and cultural pieces, too."	"Eh bien, vous l'aurez. Est-ce que c'est le Voulez? Wow. Margaux a dû avoir l'impression de vous faire lire ce que vous appeliez, ""un chiffon sur rien d'autre que des robes et des cheveux"". Je n'aurais pas dû juger ce magazine par sa couverture.<brk>"	You know, it turns out <p>they</p> have some significant political and cultural pieces, too.	Il  s'avère qu 'ils ont des articles politiques et culturel, aussi.	Il  s'avère qu '<p>ils</p> ont des articles politiques et culturel, aussi.
She says they escaped.	 Elle dit qu'elles se sont échappées.	It's okay. These are cutthroat's girls. Ask her if she recognizes this knife. She says this is the same kind of knife cutthroat used on her neck. Does she know these two girls?<brk> She says they escaped.	Ça va. Voici les filles de cutthroat. Demande-lui si elle reconnaît ce couteau. Elle dit que c'est le même genre de couteau utilisé sur son cou. Sai-t-elle ces deux filles?<brk>	She says <p>they</p> escaped.	Elle dit qu'elles se sont échappées.	Elle dit qu'<p>elles</p> se sont échappées.
Eleven, while on a natural hole... it sinks toward the middle, the stress being up and down.	 onze, alors que sur un trou naturel... il coule vers le milieu, le stress étant en haut et en bas.	Six, except. Seven... a human body is not like a crosstie. Eight, animal magnetism. Nine, the animal magnetism of a human body... makes the stress come slanting... so a coffin is built on the bevel. Ten, if you look at an old grave site... you'll see where the earth is sucked towards the bevel.<brk> Eleven, while on a natural hole... it sinks toward the middle, the stress being up and down.	Six, à part. Sept... Un corps humain n'est pas comme un cross-tie. Huit, le magnétisme animal. Neuf, le magnétisme animal d'un corps humain... fait que le stress vient en équilibre... de sorte qu'un cercueil est construit sur la bevel. Ten, si vous regardez un ancien site de tombe... vous verrez où la terre est aspirée vers la bevel.<brk>	Eleven, while on a natural hole... <p>it</p> sinks toward the middle, the stress being up and down.	Onze, dans un trou naturel, elle s'effondre vers le milieu, car la pression est verticale.	Onze, dans un trou naturel, <p>elle</p> s'effondre vers le milieu, car la pression est verticale.
Is it hermetically sealed?	 Est-elle hermétiquement scellée?	Hand me that ball. I haven't touched it in a long time. Sure! Just let me, uh, get it out of the case here. Boy, that is really in there.<brk> Is it hermetically sealed?	Passe-moi cette balle. Je ne l'ai pas touchée depuis longtemps. Bien sûr! Laissez-moi, euh, la sortir de la boite. Bon sang, c'est vraiment là-dedans.<brk>	Is <p>it</p> hermetically sealed?	Elle est fermée hermétiquement ?	<p>Elle</p> est fermée hermétiquement ?
If the room is too hot, they'll think it's spring.	 Si la chambre est trop chaude, elles vont penser qu'elle est au printemps.	She got pregnant in '96. Who was she? Where did she work? She must have talked to someone. I brought the plants in.<brk> If the room is too hot, they'll think it's spring.	Elle est tombée enceinte en 1996. Qui était-elle? Où travaillait-elle? Elle a dû parler à quelqu'un. J'ai amené les plantes.<brk>	If the room is too hot, <p>they</p>'ll think it's spring.	S'il fait t rop c haud, elles croiront que c'est l'été !	S'il fait t rop c haud, <p>elles</p> croiront que c'est l'été !
Trick, they worship a horse god.	 Tricher, elles vénèrent le dieu cheval.	Stop... please. The Pyrripus. You've heard of The Pyrripus? We ran into these warrior nuns. Lots of white, even more crazy.<brk> Trick, they worship a horse god.	Arrêtez... s'il vous plaît. La Pyrripe. Vous avez entendu parler de la Pyrripe? On a rencontré des nonnes guerrières. Beaucoup de blancs, encore plus fous.<brk>	Trick, <p>they</p> worship a horse god.	Trick, elles adorent un dieu cheval.	Trick, <p>elles</p> adorent un dieu cheval.
I'm sure it's a fake.	 Je suis sûre qu'elle est fausse.	Would this involve heels? Could. So you have a Frida Kahlo letter and you want to sell it? If it's actually worth anything. My dad gave it to me.<brk> I'm sure it's a fake.	Est-ce que ça implique des talons? Oui. Tu as une lettre de Frida Kahlo et tu veux la vendre? Si elle vaut quelque chose. Mon père me l'a donnée.<brk>	I'm sure <p>it</p>'s a fake.	Je suis sûre qu'elle est fausse.	Je suis sûre qu'<p>elle</p> est fausse.
She didn't say they died.	 Elle n'a pas dit qu'elles étaient mortes.	Cousin Claire. This is freaky! I'm getting something else. Two women died in this house. Kristin just said that.<brk> She didn't say they died.	Cousin Claire. C'est bizarre! Je prends autre chose. Deux femmes sont mortes dans cette maison. Kristin a juste dit ça.<brk>	She didn't say <p>they</p> died.	Elle n'a pas dit qu'elles étaient mortes.	Elle n'a pas dit qu'<p>elles</p> étaient mortes.
I hate to say it, but they just skim the surface.	 Je déteste le dire, mais elles font juste s'échouer.	It's not about like. It's about fit. You're Deacon Claybourne. You've got a story. These songs?<brk> I hate to say it, but they just skim the surface.	Il ne s'agit pas d'être comme. Il s'agit d'être bien. Tu es Deacon Claybourne. Tu as une histoire. Ces chansons?<brk>	I hate to say it, but <p>they</p> just skim the surface.	Je déteste avoir à dire ça mais elles survolent juste la surface.	Je déteste avoir à dire ça mais <p>elles</p> survolent juste la surface.
But if I knew where it was, I wouldn't tell you anyway.	 Mais si je savais où il était, je ne te le dirai pas de toute façon.	Wait, Dash, look, I love you. Please, just... This was a big mis... I can't even look at you right now. This will end if you tell me where the snake is. It's gone.<brk> But if I knew where it was, I wouldn't tell you anyway.	Attends, Dash, écoute, je t'aime. S'il te plaît, juste... C'était un grand mis... Je ne peux même pas te regarder en ce moment. Ça se terminera si tu me dis où est le serpent. Il est parti.<brk>	But if I knew where <p>it</p> was, I wouldn't tell you anyway.	Mais même si je savais où il était, je ne te le dirais pas.	Mais même si je savais où <p>il</p> était, je ne te le dirais pas.
I thought they were, anyway.	 Je pensais qu'elles l'étaient, de toute façon.	Anything for you, Carrie. Is that the real reason you didn't come with me to Kabul, you already had one foot out the door? Mostly I just didn't want to live in a bunker and kill people by remote control. That's harsh. Ever since that kid in Caracas, covert operations have been over for me.<brk> I thought they were, anyway.	N'importe quoi pour toi, Carrie. Est-ce la vraie raison pour laquelle tu n'es pas venu à Kaboul avec moi, c'est que tu avais déjà un pied par la porte? En général je ne voulais juste pas vivre dans un bunker et tuer des gens par télécommande. C'est dur. Depuis que ce gamin à Caracas, les opérations secrètes ont été terminées pour moi.<brk>	I thought <p>they</p> were, anyway.	J'ai pensé qu'elles l'étaient, du moins.	J'ai pensé qu'<p>elles</p> l'étaient, du moins.
But it is going to make it bigger still.	 Mais elle va encore grandir.	- Then what is? To enter into their game. I have the advantage over my adversaries in that I know what cards they hold whereas they are oblivious to my hand. Do you see this spider's web? Big, isn't it?<brk> But it is going to make it bigger still.	- Alors, qu'est-ce que c'est? Entrer dans leur jeu. J'ai l'avantage sur mes adversaires car je sais quelles cartes ils ont alors qu'ils sont inconscients de ma main. Vous voyez cette toile d'araignée? Grosse, n'est-ce pas?<brk>	But <p>it</p> is going to make it bigger still.	Mais elle va encore l'agrandir.	Mais <p>elle</p> va encore l'agrandir.
- Well, I'm not sure where it is.	 - Eh bien, je ne sais pas où elle est.	Have you ever heard of Synequanon? They funded the HEARPE project in Alaska. Is that what this is about? I think there's a connection between HEARPE and Tesla. That's why they wanna shut me up. They think I have the Tesla letter. - You don't?<brk> - Well, I'm not sure where it is.	Avez-vous déjà entendu parler de Synequanon? Ils ont financé le projet HEAR PE en Alaska. C'est de ça qu'il s'agit? Je crois qu'il y a un lien entre HEAR PE et Tesla. C'est pour ça qu'ils veulent me faire taire. Ils pensent que j'ai la lettre de Tesla. - Non?<brk>	- Well, I'm not sure where <p>it</p> is.	Je ne sais pas exactement où elle est.	Je ne sais pas exactement où <p>elle</p> est.
Which it did not.	 Ce qu'elle n'a pas fait.	Ooh. I have the, uh, rental van on traffic cam footage from yesterday an hour after the shooting, turning east on Saticoy, 1400 block. That's about half a mile from the restaurant. Checking the first Saticoy cam and one on another street due west. If the van came out, it would have had to pass by one of them.<brk> Which it did not.	Ooh. J'ai la camionnette de location sur les images de la circulation d'hier une heure après le tournage, tournant vers l'est sur Saticoy, 1400 pâté de maisons. C'est à environ un demi-mile du restaurant. J'ai vérifié la première caméra de Saticoy et une autre dans une autre rue à l'ouest. Si la camionnette était sortie, elle aurait dû passer par l'une d'elles.<brk>	Which <p>it</p> did not.	Ce qu'elle n'a pas fait.	Ce qu'<p>elle</p> n'a pas fait.
